gid,team,gameNumber,opp,home,spread,n,wins,scored,allowed,lob,n_vs,wins_vs,scored_vs,allowed_vs,dn,dUR,dTUR,dP,dA,dE,dPB,pn,p_W,p_L,p_SV,p_R,p_ER,p_IP,p_BF,p_S,p_D,p_T,p_HR,p_BB,p_HBP,p_IBB,p_K,p_BK,p_WP,p_PO,p_GDP,b_O,b_E,b_S,b_D,b_T,b_HR,b_BB,b_IBB,b_HBP,b_K,b_I,b_SH,b_SF,b_GDP,b_R,b_RBI,b_SB,b_CS,b_PO
20040906PITMIL0,PIT,137,MIL,1,-4,20,6,77,103,136,16,11,76,51,20,8,0,516,185,15,0,20,3,11,0,73,76,295,455,66,31,3,18,40,7,7,68,0,0,0,0,336,3,115,27,4,21,53,4,15,122,0,7,8,14,83,83,6,3,1
20040719CINMIL0,CIN,93,MIL,1,4,20,8,79,110,142,9,5,54,49,20,2,0,534,219,4,5,20,6,5,0,59,59,316,468,78,32,5,14,29,2,3,78,0,5,0,0,351,6,119,39,0,24,56,0,5,116,0,4,3,13,83,75,13,2,1
20040803LANPIT0,LAN,105,PIT,1,1,20,15,109,73,139,3,3,17,10,20,6,0,540,184,11,3,20,8,7,0,43,43,373,519,77,32,3,8,32,3,6,99,0,5,0,0,327,4,108,29,7,28,60,8,7,136,0,2,5,9,86,90,12,6,2
20040628SEATEX0,SEA,74,TEX,1,-3,20,11,70,66,146,9,2,34,60,20,3,0,552,190,9,0,20,5,7,0,49,55,397,550,81,34,2,12,41,5,2,70,1,0,1,0,373,4,112,32,3,15,56,6,6,133,0,9,4,14,63,72,18,6,1
20040505SEAMIN0,MIN,26,SEA,0,4,20,12,103,93,125,1,0,3,4,20,6,0,553,207,19,1,6,4,0,0,16,17,106,154,27,12,1,2,8,2,1,16,0,2,2,0,378,6,119,40,5,20,63,7,4,88,0,5,4,19,98,90,18,7,2
20040801MINBOS0,MIN,104,BOS,1,1,20,12,92,76,140,5,3,17,26,20,4,0,538,200,11,1,20,9,6,0,44,49,407,537,61,15,3,19,38,6,0,157,0,4,1,0,369,6,113,40,2,18,47,10,13,127,0,4,7,11,92,80,20,3,3
20040422BALTBA0,BAL,14,TBA,1,1,13,8,76,55,102,5,2,27,25,13,5,0,367,162,12,0,13,5,5,0,36,38,224,323,50,18,1,8,29,3,0,56,0,2,1,0,378,12,133,32,1,21,69,7,8,113,0,8,9,16,106,98,18,4,2
20040603NYNFLO0,FLO,54,NYN,0,-3,20,11,89,86,134,3,3,13,9,20,4,0,540,205,7,0,4,0,2,0,13,12,69,106,11,3,2,2,16,2,2,21,0,2,0,0,336,11,99,49,4,13,49,9,6,87,0,3,3,22,84,73,10,7,0
20040426PITCIN0,CIN,19,PIT,0,3,18,11,84,86,136,6,4,26,23,18,4,0,468,194,7,5,18,6,6,0,52,52,268,384,69,21,1,14,24,1,1,54,1,3,0,0,308,6,91,28,2,22,81,5,8,142,0,1,4,12,85,77,8,4,2
20040925COLSLN0,SLN,154,COL,0,4,20,12,92,85,138,4,3,31,21,20,17,0,531,187,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,7,97,28,6,18,44,6,7,117,0,10,7,16,73,74,16,7,2
20040917CINCHN0,CHN,145,CIN,0,8,20,12,108,101,143,10,6,65,47,20,11,1,561,213,12,1,20,9,7,0,54,47,402,579,76,25,4,11,57,11,2,118,1,4,0,0,345,11,126,39,3,36,55,4,8,106,0,9,7,22,116,106,9,2,3
20040822HOUCHN0,CHN,123,HOU,0,5,20,11,105,92,126,14,8,56,50,20,11,1,541,198,18,0,20,10,6,0,35,33,398,541,60,21,3,11,51,11,0,152,0,6,2,0,337,6,97,33,5,35,48,3,3,133,0,7,6,14,89,86,13,7,3
20040915CINPHI0,PHI,146,CIN,0,8,20,12,110,77,129,5,2,26,26,20,5,0,534,196,7,0,20,5,7,0,72,73,335,488,59,36,1,23,38,4,3,78,0,1,0,0,336,4,113,38,4,27,66,5,6,129,0,7,10,9,106,92,15,6,1
20040616FLOCHA0,CHA,61,FLO,0,-4,20,11,130,101,153,1,1,7,5,20,2,0,542,220,7,0,12,5,4,0,37,35,226,327,53,16,0,7,34,2,0,48,0,3,0,0,305,6,115,39,2,24,60,2,3,120,0,7,6,15,105,91,8,4,1
20040824CLENYA0,CLE,127,NYA,1,-1,20,10,95,99,147,1,0,4,6,20,2,0,524,182,11,2,20,2,8,0,81,79,310,467,61,30,3,22,40,2,3,73,0,7,1,0,348,6,119,36,6,23,69,2,9,122,1,3,8,18,94,87,9,5,2
20040530HOUSLN0,SLN,49,HOU,0,-6,20,12,94,71,135,8,5,40,40,20,5,0,530,245,11,2,20,7,7,0,58,53,384,517,69,23,1,22,29,3,1,66,0,3,0,0,338,12,106,34,1,20,48,8,5,130,0,12,7,15,85,86,17,4,2
20040424TEXSEA0,SEA,18,TEX,0,-3,17,6,71,89,123,4,2,16,18,17,3,0,464,152,8,0,20,3,8,0,56,57,355,507,76,25,2,16,37,6,2,98,0,6,1,0,407,5,127,42,3,12,54,9,6,106,0,2,4,17,81,88,10,4,0
20040715KCAMIN0,KCA,86,MIN,1,2,20,5,67,129,122,12,3,41,73,20,18,1,519,192,17,4,9,1,6,0,23,24,168,232,26,13,1,9,9,4,3,38,1,0,0,0,351,8,108,21,2,15,40,3,11,124,0,7,5,20,71,68,11,4,0
20040715SEACLE0,CLE,88,SEA,0,-1,20,9,114,127,135,3,1,16,17,20,11,0,555,194,13,3,20,8,6,0,54,48,381,539,84,30,1,10,44,4,1,65,1,3,0,0,397,8,116,47,3,23,62,14,8,114,0,4,1,12,111,108,19,8,2
20040708TORSEA0,TOR,85,SEA,1,2,20,10,95,97,151,5,4,32,24,20,2,0,522,201,8,1,1,0,1,0,0,1,17,22,4,0,0,0,1,0,0,4,0,0,0,0,354,11,130,35,2,15,61,4,13,130,0,1,5,18,95,101,7,4,3
20040810OAKDET0,DET,112,OAK,0,-1,20,7,95,107,112,6,2,17,18,20,6,0,535,217,15,0,20,7,7,0,61,61,393,547,89,26,2,13,30,2,3,84,0,3,1,0,334,8,106,22,6,24,52,2,3,106,0,4,7,13,89,79,3,7,2
20040814CINSDN0,CIN,116,SDN,1,6,20,5,96,162,128,4,1,14,27,20,19,1,537,207,22,1,20,3,10,0,79,80,318,487,76,39,0,21,28,4,7,83,1,2,1,0,342,3,97,32,3,23,53,4,4,139,0,8,2,21,80,81,0,2,1
20040425OAKANA0,OAK,19,ANA,1,-1,18,10,79,78,151,5,2,18,25,18,12,0,494,198,8,2,15,5,5,0,39,43,251,363,64,14,1,6,42,1,1,81,0,6,1,0,348,9,117,32,2,21,82,2,5,117,0,0,6,23,84,86,7,3,2
20040817BOSTOR0,BOS,118,TOR,1,1,20,12,127,89,134,14,10,77,57,20,7,2,525,173,11,1,20,11,3,0,53,55,402,545,75,26,3,13,32,9,0,143,0,1,1,0,346,6,130,48,5,21,64,6,8,116,0,0,9,16,110,120,4,4,1
20040504BALCHA0,BAL,24,CHA,1,7,20,11,115,100,167,1,0,4,5,20,13,0,572,229,16,3,15,6,7,0,35,37,286,395,49,16,2,9,34,4,2,48,2,1,1,0,401,12,146,37,1,19,80,7,9,93,0,6,13,15,108,106,19,3,3
20040504ANADET0,DET,27,ANA,0,-7,20,8,111,123,135,4,1,26,35,20,8,0,528,236,23,1,12,2,3,0,34,42,194,297,52,13,1,9,34,0,2,55,0,3,0,0,334,8,143,35,3,13,61,3,6,134,0,8,11,13,114,103,17,9,3
20040817BALOAK0,OAK,119,BAL,0,11,20,12,97,90,156,1,1,3,1,20,1,0,568,228,6,0,20,9,5,0,55,50,415,580,109,27,3,5,32,11,1,80,1,6,2,0,383,12,135,38,1,25,66,3,7,130,0,4,5,21,103,97,2,4,0
20041003DETTBA0,TBA,161,DET,0,3,20,9,102,110,132,5,2,13,22,20,10,0,531,170,17,0,20,5,8,0,69,71,317,479,84,30,2,19,26,6,1,44,2,1,1,0,330,2,105,41,4,18,39,3,9,130,0,4,10,10,91,91,18,2,1
20040414SFNMIL0,MIL,10,SFN,0,3,9,4,54,57,71,2,0,7,11,9,5,0,234,79,6,0,12,2,6,0,38,40,200,307,55,13,4,9,24,6,2,34,0,5,0,0,331,6,110,32,8,23,58,4,9,125,0,4,5,17,88,104,16,2,2
20040513COLPIT2,COL,33,PIT,1,-9,20,9,109,127,142,2,1,17,20,20,4,0,542,231,17,3,20,6,11,0,87,85,324,507,87,31,3,19,47,3,6,59,0,3,2,0,332,7,113,46,2,21,43,4,6,127,0,7,7,14,99,97,2,4,2
20040420CLEKCA0,CLE,15,KCA,1,-10,14,5,73,76,111,4,1,16,16,14,11,0,396,153,13,3,1,0,0,0,4,5,13,22,6,3,0,0,2,0,0,3,0,2,0,0,390,11,128,36,2,23,52,5,13,120,0,6,3,20,102,92,10,3,2
20040602CLETEX0,CLE,50,TEX,1,-2,20,10,113,110,155,1,0,5,6,20,9,0,550,236,10,1,20,8,7,0,58,56,345,507,83,27,0,9,49,4,1,52,1,3,0,0,344,7,119,41,3,18,87,2,15,133,1,5,9,16,112,103,15,8,5
20040903TBADET0,TBA,134,DET,1,-2,20,5,86,134,146,0,0,0,0,20,15,0,526,184,23,1,2,1,0,0,4,5,24,40,11,2,0,0,4,0,0,6,0,1,0,0,373,9,107,43,1,21,58,3,7,114,0,4,7,15,93,93,2,0,0
20040522FLOARI0,ARI,42,FLO,0,-9,20,7,74,98,140,1,0,5,6,20,10,0,552,228,18,1,6,1,3,0,18,20,115,167,22,11,0,5,13,2,0,16,0,2,0,0,362,3,88,31,7,26,62,9,2,100,1,5,7,14,85,81,4,5,0
20040728ANATEX0,TEX,99,ANA,0,-2,20,12,114,103,118,11,7,58,50,20,4,0,522,184,15,2,20,13,3,0,60,60,369,528,88,30,3,15,31,7,0,74,1,0,2,0,329,9,88,34,4,32,61,6,9,145,0,3,5,12,109,110,7,2,3
20040804MINANA0,MIN,106,ANA,1,3,20,13,96,73,138,4,2,17,7,20,5,0,538,207,13,1,20,4,6,0,65,63,348,525,102,28,0,14,41,6,3,59,0,3,1,0,371,5,111,38,2,22,44,8,11,119,0,8,7,10,96,80,25,5,4
20040813PITCOL0,PIT,113,COL,1,-6,20,9,80,89,136,3,2,31,19,20,3,0,529,226,13,0,20,4,5,0,55,61,365,538,88,18,4,11,54,5,4,96,0,2,0,0,332,13,114,41,8,9,41,3,8,134,0,5,5,17,79,63,10,5,1
20040715ANABOS0,BOS,87,ANA,0,-7,20,9,122,92,155,2,0,13,17,20,21,0,545,193,18,2,20,9,9,0,82,65,342,519,92,24,1,12,46,5,1,56,0,2,0,0,358,6,149,47,5,39,59,5,9,119,0,1,3,16,134,128,8,0,0
20040806COLCIN0,COL,109,CIN,1,3,20,11,112,97,145,3,1,12,10,20,4,0,537,238,8,2,20,9,3,0,75,77,352,532,88,28,3,12,59,7,4,75,2,0,1,0,343,9,117,31,7,34,68,2,5,113,0,12,4,19,117,107,7,4,0
20040726MONNYN0,NYN,98,MON,0,-9,20,9,95,90,148,9,5,22,19,20,14,0,534,218,20,2,1,0,0,0,2,1,18,27,7,1,0,0,1,0,0,3,0,0,0,0,287,8,100,37,3,26,35,8,8,104,1,4,3,15,82,80,19,3,2
20040821KCATEX0,KCA,120,TEX,1,-2,20,8,92,103,116,7,3,32,35,20,11,1,534,201,18,1,20,4,10,0,82,72,338,500,91,34,0,18,31,1,2,45,0,0,4,0,318,6,106,27,3,14,48,1,7,123,0,7,2,18,78,68,7,10,3
20040828MONSDN0,SDN,129,MON,0,3,20,11,116,93,165,5,4,16,17,20,8,0,537,214,15,1,20,10,3,0,33,31,358,497,73,17,5,9,37,7,4,117,1,0,0,0,343,10,113,47,2,21,66,2,9,103,0,2,5,12,96,103,4,4,0
20040913KCANYA0,NYA,144,KCA,0,-9,20,14,129,109,158,3,3,21,8,20,3,0,531,198,5,1,5,1,2,0,20,18,66,107,18,8,0,4,10,0,0,20,0,0,1,0,359,11,126,45,1,24,84,9,9,109,0,4,9,22,118,119,9,5,1
20040906TEXCHA0,CHA,136,TEX,0,3,20,9,108,128,114,5,3,33,19,20,10,0,528,201,15,1,2,0,1,0,9,9,33,51,11,3,0,1,6,1,0,5,0,0,1,0,335,5,94,40,4,28,49,1,12,137,0,3,5,10,104,95,7,6,1
20040523MINCHA0,MIN,43,CHA,1,-10,20,10,77,89,140,6,3,21,33,20,10,0,566,206,19,0,20,10,1,0,42,46,359,492,74,18,3,15,35,2,0,116,1,4,4,0,353,7,106,29,0,20,44,1,5,116,0,4,3,23,68,69,9,9,0
20040724CHADET0,DET,97,CHA,0,-1,20,8,98,109,125,1,0,4,6,20,5,0,531,194,15,1,20,7,8,0,58,58,374,527,87,24,3,13,31,2,2,82,0,3,1,0,296,4,102,32,7,23,39,4,5,109,0,3,4,7,90,80,8,3,3
20040501SLNCHN0,CHN,23,SLN,0,2,20,12,107,89,143,1,0,3,4,20,2,0,548,187,8,2,20,12,6,0,45,48,383,532,65,15,1,11,51,9,1,119,0,8,0,0,333,10,94,57,4,33,55,5,5,125,0,6,8,13,109,106,6,3,0
20040808SFNCHN0,SFN,113,CHN,1,3,20,8,95,112,133,5,3,19,17,20,9,4,529,200,15,3,4,1,0,0,4,3,77,100,12,4,1,1,6,0,1,24,0,0,0,0,347,5,99,43,4,18,48,15,7,79,0,6,8,16,81,88,4,2,0
20040421CHANYA0,NYA,15,CHA,0,2,14,7,67,69,113,5,3,25,29,14,5,0,363,159,12,1,20,8,8,0,51,43,431,576,78,24,3,13,30,4,4,137,1,3,1,0,330,9,86,37,1,23,82,3,13,87,0,2,7,14,83,86,5,4,1
20040602CLETEX0,TEX,51,CLE,0,2,20,9,82,102,135,1,1,6,5,20,9,0,528,206,12,3,20,9,8,0,71,69,350,520,90,27,4,17,35,4,1,74,1,4,2,0,323,9,93,32,4,20,60,2,8,147,0,1,3,6,78,59,10,7,1
20040829SEAKCA0,SEA,130,KCA,1,1,20,9,101,110,146,6,4,42,28,20,5,0,544,202,14,3,20,2,11,0,65,70,385,554,94,33,2,17,35,7,1,66,3,0,2,0,362,14,135,41,3,24,41,5,8,137,0,5,3,16,93,93,18,9,1
20040615COLBOS0,BOS,63,COL,0,-3,20,12,110,112,155,0,0,0,0,20,16,0,540,224,13,4,9,1,3,0,32,29,157,233,34,12,2,6,14,9,1,34,0,0,0,0,297,6,88,45,1,19,84,5,14,112,0,0,4,15,103,84,8,5,1
20040515NYASEA0,NYA,36,SEA,1,-6,20,13,109,99,148,4,3,24,17,20,6,0,543,201,13,3,1,0,0,0,6,6,4,11,4,1,0,1,2,0,0,0,0,0,0,0,360,7,105,40,0,28,63,7,5,135,0,7,8,19,100,109,8,4,3
20040622ANAOAK0,ANA,70,OAK,1,5,20,8,78,107,155,7,5,39,24,20,1,0,567,195,11,1,20,7,8,0,75,69,390,559,72,33,2,29,41,3,0,83,0,3,1,0,380,8,152,41,5,16,48,5,8,108,0,7,6,15,96,103,14,5,1
20040505ATLSDN0,SDN,28,ATL,0,2,20,12,90,86,152,1,0,2,4,20,12,0,528,195,13,2,20,6,7,0,67,69,388,542,96,35,1,16,20,2,1,50,0,1,0,0,343,10,110,27,5,13,68,5,6,87,0,2,5,13,80,64,7,2,2
20040411MILHOU0,HOU,6,MIL,0,3,5,2,33,26,43,2,1,14,13,5,0,0,132,41,0,1,20,9,5,0,49,44,359,487,85,16,0,16,26,5,0,105,0,0,0,0,296,8,118,32,6,25,65,3,12,103,0,13,5,18,98,92,8,3,1
20040429BOSTBA2,BOS,21,TBA,1,4,20,14,96,71,178,2,2,10,0,20,7,0,568,218,18,3,20,11,5,0,66,66,364,536,98,22,2,11,39,8,4,66,0,2,0,0,333,7,126,37,0,21,85,7,5,134,0,1,5,15,93,89,10,6,3
20040501SFNFLO0,SFN,25,FLO,1,3,20,8,86,117,151,2,1,15,13,20,7,0,540,223,14,0,20,13,5,0,43,41,416,553,70,21,5,11,32,2,0,123,0,6,0,0,307,4,96,31,1,16,62,18,3,87,0,11,2,23,71,75,4,2,0
20040730FLOMON0,MON,103,FLO,0,9,20,11,80,103,141,9,4,20,33,20,7,0,525,207,10,0,20,7,9,0,53,62,430,598,89,29,2,15,40,6,4,110,0,1,1,0,358,8,109,40,4,13,53,10,3,88,0,11,2,16,79,65,9,4,0
20040508ARIPHI0,ARI,29,PHI,1,-1,20,10,106,92,140,4,1,12,18,20,13,0,554,212,20,1,20,5,8,0,49,40,361,517,69,16,1,6,58,8,3,122,1,8,0,0,355,4,112,38,6,18,53,13,5,108,0,6,7,17,90,80,14,6,0
20040623MILCOL0,MIL,68,COL,1,-1,20,11,82,66,169,1,1,6,2,20,3,0,553,226,13,0,11,4,5,0,30,24,164,237,28,13,0,10,18,9,1,46,1,4,5,0,317,10,102,38,3,18,46,4,14,156,1,5,5,11,71,82,16,8,3
20040417TBACHA0,CHA,11,TBA,0,3,10,6,60,48,59,1,0,0,3,10,5,0,262,110,9,1,1,0,1,0,3,3,18,28,6,0,0,1,4,0,0,3,0,0,0,0,333,6,102,39,3,25,44,1,4,93,0,7,7,6,98,96,11,3,3
20040811SEAMIN0,MIN,113,SEA,0,-1,20,13,104,81,141,7,4,24,20,20,7,0,573,228,14,2,20,5,5,0,45,50,408,544,97,22,1,14,11,4,1,89,0,0,1,0,346,3,104,35,2,24,56,7,12,120,0,5,6,12,89,74,23,6,6
20040710SLNCHN0,CHN,86,SLN,0,-3,20,10,72,81,135,15,7,72,67,20,9,0,510,158,15,1,20,9,8,0,45,42,387,538,78,15,2,9,45,9,2,134,0,9,1,0,286,10,90,30,6,22,46,8,2,122,0,13,4,9,64,68,2,6,4
20040829TEXBAL0,BAL,129,TEX,0,1,20,6,88,113,159,6,4,37,20,20,3,1,518,186,9,1,20,6,11,0,79,80,397,592,118,30,3,17,40,3,3,76,1,6,0,0,378,7,132,41,3,15,61,3,4,108,1,4,5,18,76,87,7,5,0
20040426COLFLO0,FLO,19,COL,0,3,18,12,75,57,125,0,0,0,0,18,5,0,491,176,9,1,20,8,5,0,51,57,368,530,85,32,2,8,32,6,6,80,2,2,0,0,330,6,107,21,2,21,57,2,4,115,0,10,2,11,73,66,13,4,2
20040522NYNCOL0,NYN,43,COL,1,1,20,11,98,95,146,1,1,9,7,20,9,0,549,198,18,5,6,1,4,0,20,19,85,141,29,5,1,3,14,1,1,17,0,0,0,0,331,5,93,34,1,21,60,10,10,126,0,3,6,20,87,79,8,2,0
20040422TORBOS0,TOR,15,BOS,1,4,14,3,51,76,98,5,1,19,23,14,6,0,378,133,8,0,20,4,8,0,65,62,361,522,92,21,4,12,41,4,1,92,0,3,1,0,364,8,97,38,5,15,54,1,9,116,0,5,4,21,81,78,3,2,0
20040619SDNTOR0,SDN,67,TOR,1,1,20,8,73,76,142,1,0,2,3,20,11,0,542,190,20,1,4,0,4,0,12,12,52,81,11,6,1,0,8,0,2,17,0,0,0,0,346,3,132,28,3,11,51,7,5,97,0,1,6,15,73,64,3,2,2
20040627NYANYN2,NYA,73,NYN,1,5,20,13,95,96,144,2,1,11,10,20,12,0,537,191,17,1,20,10,5,0,63,61,362,521,100,28,3,10,26,3,1,86,0,3,0,0,360,11,114,26,3,40,76,8,10,112,0,3,5,23,109,102,10,3,0
20040523BOSTOR0,TOR,44,BOS,0,-5,20,10,96,93,147,12,4,51,62,20,5,0,530,196,12,3,20,5,6,0,65,68,360,525,86,25,4,12,51,4,1,80,0,5,2,0,330,10,95,31,2,17,57,5,8,134,0,3,9,23,76,79,7,2,2
20040812CHNSDN0,CHN,114,SDN,1,-1,20,13,109,73,105,5,4,28,17,20,5,0,526,179,10,1,20,6,10,0,54,49,394,548,77,15,1,17,42,7,4,135,1,10,2,0,335,7,97,37,1,39,50,2,5,135,0,4,4,13,108,95,12,4,2
20040626CLECOL0,COL,73,CLE,0,-1,20,8,102,130,138,1,1,10,8,20,5,0,527,221,15,0,20,5,7,0,60,59,347,508,74,19,1,17,44,10,5,87,0,3,4,0,367,10,112,38,3,21,60,9,6,125,0,9,8,23,86,113,8,2,1
20040921FLOPHI0,FLO,150,PHI,1,-2,20,12,87,81,142,12,11,75,41,20,1,0,534,215,7,2,20,6,6,0,57,52,383,531,86,24,5,14,28,4,5,94,0,2,2,0,351,7,119,30,5,12,49,10,13,101,0,11,9,15,87,86,15,7,2
20040503TEXTBA0,TEX,26,TBA,1,9,20,13,110,90,144,0,0,0,0,20,5,0,528,212,7,2,20,9,6,0,67,61,390,560,96,25,3,15,32,11,5,71,1,1,4,0,366,9,144,46,6,21,51,3,9,112,0,3,7,19,113,94,12,7,0
20040920FLOCHN1,FLO,148,CHN,1,-4,20,13,95,82,142,4,2,22,17,20,1,0,534,214,6,3,20,14,4,0,48,44,437,594,95,29,3,12,26,6,7,97,2,1,1,0,346,4,131,31,6,15,44,9,9,102,0,15,8,16,90,86,12,7,2
20040922PITCHN0,PIT,151,CHN,1,-1,20,7,78,101,139,16,5,65,108,20,8,0,539,195,17,0,20,7,7,0,48,47,392,541,49,22,6,18,58,7,2,168,0,2,0,0,348,5,111,37,3,13,63,1,8,124,0,8,6,13,71,75,6,2,2
20040813TORBAL0,TOR,116,BAL,1,-4,20,8,75,102,129,6,2,28,41,20,5,0,525,207,9,1,20,9,5,0,57,59,401,559,83,25,3,13,52,2,1,77,0,5,1,0,338,3,89,37,5,16,55,2,3,118,1,0,2,18,59,59,5,5,0
20040603ARISFN0,ARI,54,SFN,1,6,20,6,65,112,132,6,2,26,32,20,5,0,527,231,9,2,20,5,9,0,67,54,349,510,70,20,2,8,59,7,3,99,1,7,0,0,307,3,85,20,8,16,42,5,2,90,0,3,5,18,57,54,3,2,0
20040515BALANA0,BAL,33,ANA,1,-3,20,9,108,128,152,1,0,9,10,20,11,0,556,202,11,5,17,6,7,0,44,45,313,440,55,17,2,12,44,5,2,60,2,3,1,0,361,11,128,37,1,18,56,8,4,69,0,7,10,15,94,91,20,1,1
20040701KCABAL0,KCA,76,BAL,1,-1,20,8,84,115,150,3,1,9,26,20,15,1,534,197,22,3,7,1,4,0,17,17,132,180,21,8,1,7,7,3,2,26,0,0,0,0,308,7,92,20,4,11,40,4,7,90,0,5,5,15,56,63,9,2,0
20040927TEXANA0,ANA,156,TEX,0,2,20,10,85,77,117,15,6,61,66,20,7,0,534,193,15,1,20,12,8,0,66,68,373,530,74,27,2,22,43,0,1,92,0,0,2,0,321,6,98,22,5,22,50,3,2,115,0,7,2,10,83,82,19,5,2
20040523NYNCOL0,NYN,44,COL,1,4,20,12,97,92,146,2,2,14,11,20,7,0,552,200,17,5,20,8,5,0,41,39,364,504,74,20,9,7,27,1,4,58,0,1,1,0,316,4,117,32,1,19,58,10,13,123,0,10,6,15,82,90,11,0,0
20040817KCASEA0,KCA,117,SEA,1,-13,20,7,87,101,115,0,0,0,0,20,11,1,525,184,19,1,20,9,9,0,66,63,383,551,78,38,7,19,31,1,2,73,0,2,0,0,337,6,123,30,5,15,44,1,9,120,0,6,2,18,80,79,7,10,4
20040608CHNSLN0,CHN,57,SLN,1,4,20,8,80,78,139,8,4,34,25,20,3,0,536,203,10,2,20,11,6,0,47,51,377,533,78,18,2,6,51,9,1,121,0,10,0,0,349,9,116,32,5,22,43,8,5,126,0,12,2,11,81,74,8,4,1
20040513CHABAL2,CHA,33,BAL,1,1,20,10,95,100,149,5,3,29,20,20,9,0,538,209,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,9,102,33,5,35,76,5,8,124,0,10,3,15,108,97,14,6,1
20040406MINCLE0,CLE,2,MIN,0,-1,1,0,4,7,14,1,0,4,7,1,0,0,32,10,0,0,20,6,7,0,60,58,391,532,78,23,3,20,29,6,3,68,0,4,6,0,406,12,119,32,3,19,51,5,9,120,0,7,3,17,98,74,15,7,3
20040515KCAOAK0,KCA,34,OAK,1,-2,20,6,82,109,135,1,0,2,6,20,13,0,521,235,19,3,20,6,8,0,67,66,367,518,71,27,4,24,33,1,1,74,0,0,0,0,350,7,115,30,2,17,37,6,4,97,0,2,8,18,77,81,7,4,1
20040505CHNARI0,ARI,26,CHN,0,2,20,9,113,104,147,4,3,28,8,20,11,0,551,204,18,1,4,0,1,0,18,19,60,92,8,8,1,6,10,1,0,11,0,0,1,0,342,4,114,36,6,19,50,12,5,84,0,7,6,17,93,80,14,5,0
20040724OAKTEX0,TEX,95,OAK,0,-4,20,12,130,116,121,7,3,35,33,20,9,3,522,194,18,2,20,6,9,0,74,73,334,505,91,27,3,16,35,4,2,71,2,6,4,0,327,8,106,36,4,34,61,5,12,142,0,2,4,11,126,115,6,3,4
20040826CLECHA0,CHA,125,CLE,0,5,20,7,102,118,119,15,8,99,79,20,9,0,528,210,12,2,6,1,3,0,21,24,87,140,20,9,2,5,17,0,0,14,0,0,0,0,340,6,102,30,4,29,45,4,6,142,0,4,7,14,88,88,5,11,0
20040519OAKDET0,OAK,39,DET,1,4,20,10,92,93,141,4,2,9,13,20,5,0,558,221,11,4,20,8,7,0,60,58,388,552,78,33,5,15,40,6,2,91,1,4,1,0,374,7,110,38,1,30,69,4,3,146,0,2,4,19,96,88,7,1,1
20040923TEXOAK0,OAK,152,TEX,0,-1,20,9,88,117,178,19,11,104,103,20,10,0,538,214,17,2,20,9,5,0,64,56,418,592,112,27,3,6,33,7,2,76,1,3,2,0,374,4,118,48,3,18,76,5,7,123,0,5,2,17,91,80,6,2,0
20040415PHICIN0,CIN,8,PHI,0,-2,7,5,27,18,57,1,1,4,1,7,2,0,189,82,2,2,5,3,0,0,11,11,96,121,6,9,2,4,4,1,1,26,0,1,0,0,313,5,93,31,5,18,67,2,11,131,0,4,4,13,70,64,8,3,2
20040928KCACLE0,CLE,158,KCA,0,4,20,10,88,93,149,17,9,84,84,20,5,0,540,202,10,2,20,7,7,0,80,81,299,465,66,26,3,25,46,6,1,98,0,4,0,0,325,8,102,36,0,21,52,2,8,158,0,2,4,20,69,85,5,3,1
20040425COLHOU0,HOU,19,COL,0,-3,18,11,121,82,133,2,2,21,12,18,5,0,492,181,12,1,20,11,7,0,50,47,348,492,60,19,2,13,49,5,1,105,0,0,0,0,335,8,106,34,6,24,47,2,7,84,0,14,7,12,104,101,5,4,2
20040715CHNMIL0,MIL,87,CHN,0,-3,20,10,77,90,154,3,3,9,2,20,8,3,525,182,13,0,20,9,7,0,49,48,369,524,87,22,0,10,44,5,2,91,1,2,1,0,311,3,113,31,1,12,53,6,9,154,0,9,3,14,71,67,12,2,1
20040603NYABAL0,BAL,50,NYA,0,-3,20,8,107,125,159,5,0,29,55,20,3,0,522,214,10,1,4,3,1,0,11,10,65,99,18,4,0,2,11,0,1,9,0,1,0,0,384,14,137,33,1,23,68,5,5,91,0,2,4,15,106,91,12,4,2
20040820BALTOR0,BAL,120,TOR,1,-10,20,12,112,83,164,9,6,58,42,20,4,1,525,199,12,2,7,3,3,0,16,19,126,177,24,14,1,5,9,1,0,31,1,2,0,0,364,8,144,38,1,21,66,3,3,110,1,6,9,19,98,109,12,2,0
20040529LANARI0,ARI,49,LAN,0,-10,20,6,76,109,140,1,1,6,3,20,5,0,533,230,10,1,20,5,9,0,62,49,356,514,66,20,2,7,62,7,3,105,1,8,0,0,386,6,107,25,8,21,52,9,3,98,1,3,7,16,77,74,6,3,0
20040408ATLNYN0,ATL,3,NYN,1,2,2,1,20,17,11,2,1,20,17,2,4,0,54,21,4,0,20,9,6,0,62,63,393,538,93,21,5,13,31,2,0,84,0,5,0,0,248,4,105,36,2,14,47,6,7,70,0,3,6,10,90,74,1,3,1
20040616SFNTOR0,TOR,65,SFN,0,-8,20,11,86,74,150,1,0,3,4,20,5,0,536,192,11,0,20,5,7,0,58,56,356,505,67,17,4,20,43,5,2,68,0,1,3,0,305,7,97,25,4,12,54,1,6,121,0,2,4,15,74,66,5,2,2
