gid,team,gameNumber,opp,home,spread,n,wins,scored,allowed,lob,n_vs,wins_vs,scored_vs,allowed_vs,dn,dUR,dTUR,dP,dA,dE,dPB,pn,pW,pL,pSV,pR,pER,pIP,pBF,pS,pD,pT,pHR,pBB,pHBP,pIBB,pK,pBK,pWP,pPO,pGDP,bO,bE,bS,bD,bT,bHR,bBB,bIBB,bHBP,bK,bI,bSH,bSF,bGDP,bR,bRBI,bSB,bCS,bPO
20140820TBADET0,DET,124,TBA,0,6,70,36,324,305,480,5,2,24,27,70,20,0,1900,708,44,5,52,26,15,0,129,140,981,1336,239,52,8,31,68,6,4,235,1,6,2,0,1201,23,423,139,12,71,185,20,12,492,0,8,24,57,297,319,43,13,8
20140509SDNMIA0,MIA,36,SDN,0,-9,35,20,160,129,249,4,3,18,7,35,17,0,940,350,27,2,35,16,7,0,56,51,658,863,105,21,3,12,64,5,6,252,2,5,3,0,956,18,322,109,15,67,184,15,17,527,1,13,12,42,279,263,24,6,5
20140712LANSDN0,SDN,94,LAN,0,-1,70,30,215,254,406,8,3,22,25,70,23,0,1865,708,41,13,50,14,19,0,149,147,893,1275,177,71,6,37,101,15,2,288,1,20,0,0,929,14,271,92,9,35,152,9,17,397,0,14,13,48,174,174,29,4,4
20140712SEAOAK0,OAK,94,SEA,0,-4,70,43,344,241,481,11,5,33,36,70,13,0,1910,741,38,3,18,7,5,0,39,37,327,458,79,15,0,9,32,4,2,101,0,7,0,0,1170,24,406,106,14,71,215,18,29,451,2,9,15,46,330,296,48,9,3
20140406OAKSEA0,SEA,6,OAK,0,-3,5,4,31,12,31,2,1,5,4,5,2,0,141,49,3,0,14,6,3,0,38,41,233,341,57,12,0,13,26,4,0,62,0,0,0,0,1105,19,350,107,13,63,216,13,15,457,0,6,15,46,253,274,20,12,5
20140907TEXSEA0,SEA,142,TEX,0,-1,70,41,279,211,448,18,9,77,68,70,16,0,1909,706,28,7,12,8,1,0,16,14,213,277,32,13,1,5,19,0,2,56,0,3,3,0,1005,15,353,92,10,40,120,13,24,380,0,5,13,41,214,204,27,13,1
20140903MIANYN0,MIA,138,NYN,1,-1,70,33,255,296,511,15,6,47,70,70,22,0,1914,759,36,3,50,14,19,0,126,134,879,1234,192,48,12,28,104,12,2,209,0,9,3,0,1039,13,406,107,15,48,212,26,13,573,0,19,17,72,250,240,27,11,6
20140411SLNCHN0,SLN,10,CHN,1,-3,9,5,29,34,59,0,0,0,0,9,0,0,235,90,7,0,16,10,3,0,25,23,277,398,69,13,1,5,36,3,2,50,0,2,1,0,948,13,358,118,6,53,164,7,23,382,0,7,12,50,275,268,18,2,3
20140626ANAMIN0,MIN,77,ANA,0,-2,70,33,286,308,516,2,0,8,14,70,18,0,1869,686,38,3,48,17,16,0,141,137,864,1224,197,71,8,32,70,10,2,227,0,8,2,0,1195,20,380,117,8,56,209,12,17,524,0,13,18,46,256,230,44,13,4
20140912KCABOS0,KCA,147,BOS,1,-2,70,40,267,264,449,4,0,8,19,70,35,0,1872,661,52,1,29,11,10,0,66,63,515,734,109,27,5,16,66,2,1,142,1,10,3,0,1343,18,445,113,12,51,131,11,25,412,0,10,17,53,272,273,55,14,3
20140918NYATOR0,TOR,152,NYA,0,-1,70,32,287,303,479,15,7,61,66,70,19,0,1889,665,38,8,65,27,25,0,201,189,1264,1785,233,86,8,59,137,24,2,339,1,12,6,0,1133,21,409,105,7,52,187,16,19,427,0,24,13,59,270,233,28,14,11
20140921SLNCIN0,SLN,156,CIN,1,-5,70,42,286,284,477,18,12,73,58,70,23,0,1875,691,43,2,64,30,19,0,149,146,1180,1670,250,76,12,23,144,18,1,365,0,13,2,0,913,14,304,77,6,44,128,10,38,341,0,24,9,52,204,176,22,13,3
20140414MILSLN0,SLN,13,MIL,0,4,12,7,48,48,83,0,0,0,0,12,1,0,322,116,10,0,35,17,10,0,95,97,638,908,143,36,10,16,77,12,0,209,0,7,1,0,913,12,350,114,6,40,180,8,23,385,0,16,13,48,252,253,22,8,3
20140823OAKANA0,OAK,128,ANA,1,1,70,40,317,268,467,10,7,57,37,70,21,0,1899,712,46,5,58,28,16,0,145,138,1152,1592,241,85,5,30,105,11,0,351,0,7,1,0,1072,22,375,89,9,42,215,6,19,404,2,6,23,39,244,239,58,10,3
20140708NYNATL0,ATL,90,NYN,0,-5,70,36,254,268,484,10,6,40,34,70,22,0,1896,673,38,9,48,22,13,0,103,98,935,1265,186,40,8,33,67,16,4,278,1,3,11,0,946,14,341,88,13,39,167,9,11,436,1,17,10,44,209,198,31,10,1
20140606SDNWAS0,WAS,59,SDN,0,6,58,30,241,214,432,4,2,20,9,58,34,0,1570,578,49,3,16,6,5,0,30,31,301,400,60,16,0,8,21,4,1,71,0,0,2,0,1144,21,365,93,13,75,175,8,20,469,0,12,15,39,281,265,38,8,3
20140525ANAKCA0,ANA,49,KCA,1,1,48,27,237,191,351,2,1,10,8,48,14,0,1318,440,28,3,26,10,7,0,65,67,487,670,110,28,1,9,52,1,2,126,0,20,1,0,1071,27,365,107,15,71,196,13,24,458,0,12,22,47,299,284,29,12,3
20140518HOUCHA0,CHA,45,HOU,0,-6,44,21,217,222,293,2,1,12,8,44,17,0,1179,462,35,6,30,7,17,0,103,99,559,795,122,39,4,33,50,5,0,123,0,6,1,0,1150,15,384,102,13,57,186,5,19,448,0,8,18,44,271,245,30,9,5
20140612CHADET0,DET,62,CHA,0,4,61,33,272,270,399,8,4,36,37,61,21,0,1638,559,42,2,45,28,5,0,103,101,899,1188,141,59,6,27,80,6,1,338,2,10,1,0,1007,21,367,124,5,68,107,18,12,342,1,3,24,48,253,282,38,18,11
20140923WASNYN0,WAS,156,NYN,1,2,70,45,314,231,489,16,13,84,43,70,24,0,1907,694,41,2,35,17,11,0,64,67,670,893,148,31,1,17,42,6,1,158,0,0,3,0,1138,18,415,98,8,68,188,16,21,465,0,18,19,60,268,269,43,10,6
20140419BOSBAL0,BAL,16,BOS,0,-2,15,8,64,61,104,4,2,15,15,15,2,0,405,151,3,0,32,10,11,0,87,85,558,807,142,41,5,18,66,5,0,149,0,4,5,0,1150,18,397,104,4,81,152,8,16,448,0,2,25,47,264,288,21,5,6
20140412TEXHOU0,TEX,11,HOU,1,-1,10,5,39,48,75,1,1,1,0,10,4,0,267,109,11,1,2,0,1,0,9,9,27,48,15,1,0,1,4,1,0,5,0,2,0,0,1032,13,348,94,7,60,170,7,30,436,0,21,18,33,264,253,78,21,4
20140422CLEKCA0,CLE,20,KCA,1,-6,19,9,81,87,144,1,1,4,3,19,11,0,499,169,19,3,13,2,5,0,29,30,198,277,41,10,1,11,21,0,2,82,0,4,0,0,1237,25,363,131,11,65,242,6,18,457,0,15,19,60,294,279,42,12,2
20140427NYAANA0,NYA,25,ANA,1,1,24,14,104,113,182,2,1,5,16,24,12,0,639,220,16,3,4,3,0,0,8,7,88,111,13,5,0,4,2,0,0,35,0,0,0,0,1131,17,358,97,7,69,172,12,15,418,1,7,17,42,261,268,47,8,4
20140613MIAPIT0,PIT,67,MIA,0,2,66,32,263,277,497,0,0,0,0,66,27,0,1782,746,52,5,32,10,8,0,68,72,536,758,114,30,2,11,81,6,4,135,2,8,1,0,796,22,273,83,8,52,190,14,27,398,0,9,8,37,211,187,39,13,4
20140621ARISFN0,ARI,78,SFN,1,-2,70,31,287,329,476,8,4,38,39,70,34,0,1873,725,48,1,37,6,20,0,123,121,681,966,184,52,4,28,32,6,6,154,1,4,1,0,994,21,317,85,10,44,127,16,22,352,4,7,15,42,217,201,18,10,3
20140621SDNLAN0,LAN,76,SDN,0,2,70,36,304,274,496,4,2,14,12,70,31,0,1901,759,44,8,21,4,9,0,54,46,369,513,62,27,0,19,36,5,3,117,0,1,2,0,1031,18,358,123,17,60,194,11,20,424,0,10,13,36,262,263,64,20,9
20140817TBANYA0,NYA,122,TBA,0,2,70,35,260,289,476,12,4,46,67,70,20,0,1878,653,40,7,56,18,21,0,144,140,1046,1443,224,76,4,36,72,11,2,251,0,16,4,0,1324,20,407,105,13,74,206,7,25,456,0,9,22,67,275,293,49,12,1
20140616DETKCA0,KCA,69,DET,0,3,68,36,279,271,456,5,0,12,32,68,20,0,1841,632,39,3,38,15,10,0,92,101,728,1030,172,45,6,28,65,10,4,176,1,1,4,0,1369,21,435,147,10,37,167,8,17,380,0,12,24,62,279,279,43,11,2
20140811ATLLAN0,ATL,118,LAN,1,-4,70,33,279,285,512,3,0,7,13,70,20,0,1907,660,36,9,54,24,16,0,124,119,1047,1428,216,48,8,40,76,16,5,316,1,3,11,0,1113,18,423,117,16,56,192,12,15,537,1,24,12,33,282,273,42,16,7
20140523TBABOS0,TBA,49,BOS,1,1,48,20,186,209,361,3,2,12,13,48,15,0,1295,420,25,2,32,12,9,0,73,72,539,746,112,28,3,18,56,9,2,142,0,9,3,0,1174,26,364,142,7,53,241,17,28,462,0,11,22,56,258,265,18,15,2
20140609TBASEA0,TBA,65,SEA,1,-3,64,24,236,287,473,6,3,17,25,64,21,0,1725,542,32,4,40,14,13,0,116,110,835,1123,187,57,3,29,36,7,0,252,0,8,2,0,1122,16,357,114,7,44,209,14,16,397,0,11,24,64,214,197,23,17,0
20140616ATLPHI0,ATL,69,PHI,1,-5,68,36,250,250,471,3,2,10,7,68,23,0,1833,643,43,5,44,20,12,0,96,92,848,1154,168,39,7,32,62,16,4,248,0,2,11,0,1010,10,356,93,11,70,161,10,11,486,1,13,12,50,230,228,31,10,1
20140417MINTOR2,MIN,15,TOR,1,4,14,7,77,73,110,2,1,10,9,14,1,0,383,152,7,0,31,5,15,0,90,97,489,730,141,34,4,17,60,6,0,107,0,1,2,0,938,13,315,99,12,57,189,12,10,482,0,10,12,32,233,222,27,10,7
20140412CHACLE0,CHA,12,CLE,1,-6,11,6,70,61,78,2,2,16,9,11,4,0,291,124,11,2,2,0,1,0,6,7,29,52,12,3,0,1,6,0,0,8,0,0,0,0,848,12,299,70,14,46,141,6,18,359,0,11,14,30,210,179,38,13,7
20140622NYABAL0,BAL,74,NYA,0,8,70,37,298,293,502,5,3,30,19,70,13,1,1884,738,37,2,48,21,11,0,128,130,871,1221,169,56,6,43,101,6,2,237,1,9,0,0,1124,17,380,110,4,77,150,16,26,460,0,9,16,43,266,262,15,8,4
20140524ATLCOL0,ATL,48,COL,1,-2,47,27,158,149,315,1,1,3,2,47,16,0,1265,431,27,3,36,15,11,0,88,83,685,921,124,51,2,26,50,1,2,202,0,6,0,0,994,17,348,102,10,73,167,7,16,486,1,10,12,44,240,223,28,13,2
20140623KCALAN0,LAN,78,KCA,0,-2,70,38,304,262,494,0,0,0,0,70,29,0,1901,756,42,8,43,24,7,0,81,78,806,1089,161,51,3,23,64,9,2,245,0,10,2,0,1004,22,324,113,15,57,196,13,20,383,0,5,13,40,248,256,63,23,9
20140525MIAMIL0,MIL,51,MIA,0,6,50,29,192,186,332,2,1,10,7,50,17,0,1367,492,29,3,1,0,0,0,1,1,15,19,1,0,0,0,3,0,0,4,0,1,0,0,1009,21,329,115,12,78,160,6,28,495,0,8,11,50,263,253,52,24,5
20140705MINNYA0,NYA,86,MIN,0,-1,70,34,289,322,489,5,3,19,23,70,35,0,1904,618,41,8,23,8,8,0,65,67,390,562,93,25,5,12,46,7,2,105,1,2,4,0,1039,18,326,96,8,49,166,9,17,402,1,6,20,48,228,208,38,12,4
20140827DETNYA0,DET,131,NYA,1,-4,70,38,336,311,492,5,2,11,13,70,23,0,1894,698,41,5,54,22,17,0,143,135,1164,1544,235,73,4,39,55,8,1,372,0,8,2,0,1182,23,426,147,12,70,176,23,17,470,0,8,23,60,315,335,36,14,9
20140409CLESDN2,CLE,9,SDN,1,-1,8,5,36,35,62,2,2,10,6,8,5,0,213,69,6,2,4,1,2,0,10,10,51,81,8,4,0,3,16,1,0,11,0,1,0,0,1221,25,385,128,7,66,209,8,24,462,0,21,23,60,292,290,53,8,4
20140525NYNARI1,NYN,48,ARI,1,-1,47,21,187,201,330,4,3,23,8,47,13,0,1292,458,25,4,2,0,2,0,7,8,31,49,5,2,2,3,6,0,0,7,0,0,0,0,956,18,311,97,11,44,154,16,20,442,0,7,13,28,223,193,32,18,6
20140707TBAKCA0,KCA,88,TBA,0,6,70,36,298,281,468,3,2,11,6,70,14,0,1886,654,34,4,52,21,13,0,138,131,1036,1449,240,62,7,35,94,15,0,288,4,15,8,0,1329,20,409,131,11,51,175,8,17,432,0,8,23,54,272,282,44,8,1
20140521BOSTOR0,TOR,47,BOS,0,2,46,24,222,212,319,4,2,21,20,46,14,0,1224,427,24,7,9,2,3,0,21,22,163,221,26,16,1,4,16,1,0,55,1,1,0,0,1196,21,385,118,11,90,228,14,17,438,0,1,13,58,327,295,25,12,3
20140908SEAHOU0,HOU,144,SEA,0,-3,70,31,283,328,449,13,5,58,72,70,25,1,1870,725,46,8,35,9,13,0,101,100,554,807,108,36,6,30,86,5,1,166,0,9,2,0,1157,14,416,96,7,79,215,13,19,567,0,11,11,57,293,273,45,14,5
20140620OAKBOS0,BOS,74,OAK,0,-1,70,32,269,289,511,4,2,17,11,70,29,0,1916,675,39,5,36,13,10,0,99,92,604,875,126,47,4,20,85,6,0,164,0,12,1,0,1145,20,387,138,11,64,237,22,26,535,0,6,24,50,295,313,23,8,3
20140911PHIPIT0,PHI,146,PIT,1,-3,70,33,280,308,478,6,1,17,32,70,30,2,1918,739,36,5,60,18,26,0,176,161,1146,1632,233,81,6,28,143,22,4,378,0,20,4,0,950,20,350,63,8,53,135,10,31,472,0,16,15,37,209,196,34,9,2
20140927TEXOAK0,OAK,161,TEX,0,-1,70,30,271,262,472,17,8,82,69,70,27,0,1857,660,53,5,65,15,25,0,180,171,1279,1766,260,79,11,43,115,18,6,407,0,21,4,0,1194,17,370,104,11,67,228,14,16,485,1,5,14,37,277,272,22,9,4
20140429CINCHN0,CHN,25,CIN,0,-1,24,8,88,101,158,3,1,11,16,24,9,1,655,256,18,2,38,8,15,0,109,109,747,1054,160,48,6,26,83,9,4,241,0,13,3,0,1004,22,312,85,7,43,174,12,16,396,2,23,13,48,195,173,31,14,10
20140505MIANYN0,MIA,32,NYN,1,1,31,16,149,125,225,3,1,10,14,31,17,0,826,303,26,2,24,6,7,0,57,51,434,603,95,25,6,8,41,3,4,113,0,4,2,0,803,12,300,98,10,53,163,14,10,456,1,9,9,37,230,211,23,6,4
20140613MILCIN0,CIN,66,MIL,0,1,65,31,225,242,434,4,3,18,10,65,13,0,1741,642,27,4,45,18,15,0,121,121,862,1189,179,54,4,31,76,12,3,269,2,9,3,0,1091,13,361,107,5,61,186,16,23,463,2,22,12,52,246,244,55,16,2
20140411SDNDET0,DET,8,SDN,0,-6,7,5,33,26,39,0,0,0,0,7,3,0,196,68,6,1,30,14,8,0,75,85,538,745,139,28,1,18,40,3,4,142,1,6,1,0,991,20,381,91,12,58,170,19,14,346,0,11,17,48,275,246,56,16,5
20140404BOSMIL0,BOS,4,MIL,1,-4,3,2,11,7,28,0,0,0,0,3,0,0,78,26,1,0,23,12,5,0,63,67,434,590,79,27,4,20,36,2,0,121,2,0,1,0,938,15,335,122,4,64,153,21,25,402,0,5,19,61,252,268,12,2,1
20140522DETTEX0,TEX,47,DET,0,7,46,22,181,217,305,0,0,0,0,46,17,0,1222,441,33,5,40,16,11,0,78,80,792,1062,128,25,6,29,94,10,2,342,1,8,1,0,729,10,260,68,8,41,147,8,17,284,0,11,19,41,196,177,44,14,2
20140420CHNCIN0,CHN,17,CIN,1,-6,16,5,56,68,113,2,1,9,8,16,5,0,445,179,11,2,17,2,8,0,48,55,294,410,60,24,2,13,28,3,2,70,0,0,0,0,975,20,310,89,5,49,143,9,19,389,2,14,15,45,181,187,30,14,11
20140721ATLMIA0,ATL,99,MIA,1,-2,70,37,280,275,485,9,5,30,36,70,23,0,1895,670,37,11,50,23,14,0,112,107,966,1316,199,42,8,36,71,16,4,286,1,3,11,0,1088,13,394,111,13,58,174,13,15,486,1,17,10,44,258,269,31,12,2
20140921KCADET0,DET,155,KCA,0,-3,70,38,340,306,495,18,13,98,61,70,28,0,1886,689,42,3,58,28,18,0,147,153,1105,1509,274,58,10,34,71,7,5,261,1,6,3,0,1186,26,469,118,14,58,140,28,18,442,0,11,20,58,310,309,42,13,8
20140727SFNLAN0,LAN,106,SFN,0,1,70,39,291,247,497,12,5,42,39,70,17,0,1843,741,29,5,49,25,13,0,101,106,911,1249,217,52,4,22,65,2,6,252,0,6,0,0,1139,22,405,138,20,44,198,13,14,461,1,17,19,50,276,271,65,29,7
20140801LANCHN0,LAN,110,CHN,1,-6,70,42,296,242,502,0,0,0,0,70,17,0,1840,745,29,4,51,18,22,0,156,149,873,1237,190,70,3,49,51,8,6,241,2,13,1,0,1146,25,389,132,23,45,200,13,18,445,0,12,18,46,280,264,60,28,6
20140511SDNMIA0,SDN,39,MIA,1,1,38,17,111,135,234,6,3,26,22,38,20,0,1035,390,29,7,15,4,7,0,37,43,265,373,60,16,3,8,25,1,1,68,0,4,0,0,1068,16,339,95,13,43,176,12,14,431,1,4,12,39,210,201,33,12,6
20140414TEXSEA0,TEX,13,SEA,1,-6,12,6,45,54,86,0,0,0,0,12,4,0,324,135,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889,13,318,79,7,39,147,6,23,340,0,22,12,36,220,207,77,19,4
20140626MILCOL0,MIL,81,COL,1,3,70,40,312,297,448,3,3,28,19,70,23,0,1930,721,42,3,47,19,20,0,132,121,836,1199,212,38,1,30,93,9,3,198,0,12,4,0,1120,29,381,126,14,84,157,9,40,489,0,16,14,58,313,298,45,21,5
20140711LANSDN0,SDN,93,LAN,0,3,70,30,213,254,405,7,2,16,22,70,23,0,1874,709,42,14,6,4,2,0,10,9,104,139,19,3,0,2,12,2,0,41,0,3,0,0,803,15,216,75,8,36,160,5,22,350,1,3,14,35,160,140,18,7,5
20140623MILWAS0,WAS,75,MIL,0,3,70,36,277,248,508,0,0,0,0,70,34,0,1896,717,52,4,42,14,12,0,103,103,754,1058,140,54,6,22,98,4,1,251,1,4,0,0,1098,19,362,109,16,69,200,9,19,530,0,14,11,33,292,264,35,6,5
20140802CHAMIN0,MIN,109,CHA,0,2,70,30,263,298,489,12,6,57,69,70,14,0,1843,685,34,3,7,1,3,0,19,19,117,162,28,9,0,3,8,1,0,30,0,2,1,0,981,24,326,119,6,51,175,5,29,489,0,3,19,29,230,218,15,12,5
20140607CINPHI0,PHI,60,CIN,0,-1,59,25,230,276,440,4,3,28,7,59,28,0,1610,580,35,2,34,8,16,0,99,105,596,866,143,43,3,29,49,14,12,149,0,4,2,0,1076,22,397,111,15,45,167,17,19,431,0,8,10,39,266,246,39,14,5
20140907COLSDN0,SDN,142,COL,0,-6,70,37,245,212,450,15,7,56,54,70,18,0,1872,670,43,10,45,16,17,0,93,85,843,1144,165,35,6,17,95,14,4,281,0,18,2,0,832,19,272,73,7,39,131,8,16,375,0,12,11,36,171,169,22,7,3
20140517SLNATL0,ATL,41,SLN,0,-3,40,22,128,125,268,4,1,8,17,40,12,0,1079,365,25,0,34,9,15,0,106,101,575,825,118,40,7,28,56,6,1,165,0,5,0,0,931,16,322,97,11,69,152,9,15,466,0,5,12,41,225,208,25,11,3
20140524BALCLE0,CLE,50,BAL,0,9,49,23,214,240,365,2,1,12,15,49,34,1,1311,472,50,6,34,14,8,0,88,87,624,868,148,49,2,19,46,5,2,205,0,2,2,0,1118,19,346,120,13,61,188,3,19,419,1,14,16,46,275,280,29,13,2
20140606TBASEA0,SEA,60,TBA,0,-4,59,31,247,222,365,3,1,13,9,59,19,0,1574,560,34,2,10,5,2,0,23,23,184,251,24,11,1,10,24,1,1,28,1,2,0,0,939,30,304,90,12,43,153,13,20,408,1,6,12,34,213,222,24,14,6
20140614MIAPIT0,PIT,68,MIA,0,2,67,33,271,283,507,1,1,8,6,67,27,0,1821,763,52,5,33,10,11,0,89,70,589,839,145,29,0,10,62,29,3,146,0,10,4,0,921,21,307,86,13,50,156,11,31,391,1,15,8,33,221,192,42,11,5
20140727CHNSLN0,CHN,103,SLN,1,-1,70,31,280,312,452,11,5,60,55,70,31,1,1873,695,40,6,2,1,0,0,4,4,39,54,7,2,0,1,5,1,1,12,0,0,0,0,1005,15,310,116,12,61,156,10,19,411,0,14,9,29,238,226,30,13,5
20140411CINTBA0,CIN,10,TBA,1,-1,9,3,27,31,68,0,0,0,0,9,0,0,231,94,4,0,13,5,3,0,21,22,224,296,36,9,0,9,20,1,2,68,1,1,0,0,929,15,298,80,10,55,159,19,11,382,1,11,14,49,205,226,22,8,2
20140522BALCLE0,BAL,45,CLE,1,-1,44,23,184,186,303,0,0,0,0,44,9,0,1175,456,20,0,31,12,9,0,78,81,550,773,129,49,1,20,46,2,3,137,0,3,0,0,1180,16,399,102,7,71,154,9,22,450,0,9,19,40,278,259,25,8,3
20140402NYNWAS0,WAS,2,NYN,0,4,1,1,9,7,6,1,1,9,7,1,0,0,30,4,0,0,32,11,8,0,74,73,587,819,107,44,1,17,75,2,1,192,1,4,0,0,1130,16,395,106,11,68,213,13,20,440,0,16,20,47,307,268,42,13,5
20140430HOUWAS0,WAS,28,HOU,0,7,27,15,119,108,206,1,1,4,3,27,19,0,734,242,26,1,37,20,10,0,91,89,720,979,141,55,3,22,47,9,0,189,0,4,2,0,905,17,303,89,10,43,113,8,27,364,0,8,16,32,219,213,31,8,3
20140410PHIMIL0,MIL,9,PHI,0,4,8,6,40,22,61,2,2,19,8,8,6,0,222,76,5,1,22,7,4,0,54,56,401,534,73,17,3,20,32,2,0,124,0,3,1,0,964,21,342,102,10,70,182,9,31,474,0,9,14,52,259,249,65,27,2
20140524DETTEX0,TEX,49,DET,0,10,48,23,192,226,318,2,1,11,9,48,17,0,1273,458,34,5,3,0,0,0,8,6,48,69,6,5,0,3,9,0,0,7,0,0,0,0,898,12,323,89,11,53,163,10,24,385,0,21,19,45,246,221,59,22,3
20140619NYATOR0,NYA,71,TOR,1,2,70,37,285,306,495,5,4,23,15,70,31,0,1892,629,38,8,20,7,8,0,55,57,337,487,80,24,5,8,40,6,2,87,1,2,3,0,1277,18,419,95,14,56,213,10,20,461,1,8,16,55,285,268,51,9,7
20140812CHNMIL0,MIL,120,CHN,0,-3,70,37,324,295,419,10,6,39,33,70,25,0,1890,736,40,3,55,25,21,0,154,143,984,1410,243,49,1,37,111,11,3,237,0,15,4,0,1159,22,368,132,18,74,141,6,29,453,0,28,18,55,302,293,51,15,7
20140417SFNLAN0,LAN,16,SFN,0,1,15,9,65,54,104,5,1,15,22,15,7,0,413,159,14,1,34,16,9,0,67,70,639,869,147,33,2,15,52,1,5,176,0,5,0,0,801,18,307,98,7,56,123,19,18,425,0,15,12,43,205,206,41,11,6
20140823CHNBAL0,CHN,129,BAL,1,5,70,32,258,299,449,1,1,4,1,70,25,1,1913,732,32,6,7,5,1,0,10,8,146,187,27,5,0,3,9,2,2,29,0,0,0,0,796,13,242,85,8,57,133,5,19,373,0,12,8,24,179,171,15,11,2
20140331ANASEA0,ANA,1,SEA,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,8,0,57,56,463,634,89,32,1,17,37,7,0,117,0,2,3,0,1112,18,396,122,15,77,240,18,25,514,0,6,20,62,294,305,28,14,4
20140628CHNWAS2,CHN,80,WAS,1,-5,70,31,268,274,438,3,2,12,8,70,28,1,1882,690,42,8,49,10,19,0,139,132,950,1340,201,62,9,30,103,13,6,311,0,17,3,0,1135,18,313,122,14,58,176,13,22,459,1,20,19,41,231,230,13,11,1
20140807TORBAL0,TOR,116,BAL,1,-1,70,38,309,287,495,12,6,56,48,70,18,0,1846,608,35,5,34,13,12,0,88,87,549,803,118,43,4,20,78,3,0,149,0,5,0,0,1125,26,425,117,12,75,173,8,16,503,0,14,14,61,286,273,36,11,11
20140507MILARI0,ARI,37,MIL,0,1,36,12,136,199,258,2,1,10,13,36,23,0,961,357,30,1,38,16,14,0,104,106,700,965,153,45,3,37,41,8,2,140,2,3,1,0,1149,21,400,117,18,50,161,25,19,426,3,25,17,62,266,253,23,12,4
20140419COLPHI0,COL,19,PHI,1,2,18,9,94,82,119,1,1,12,1,18,9,0,468,214,9,1,28,9,9,0,99,94,467,698,115,42,5,17,50,12,1,102,2,6,0,0,1038,12,418,122,14,66,145,9,7,466,0,7,20,51,289,286,41,13,7
20140413TEXHOU0,HOU,13,TEX,0,-1,12,5,38,58,64,2,1,6,6,12,2,0,329,141,4,0,12,4,7,0,25,22,226,303,41,15,1,6,17,1,0,49,0,0,0,0,1066,10,373,103,10,55,209,6,22,580,0,18,12,39,255,212,65,30,10
