gid,team,gameNumber,opp,home,spread,n,wins,scored,allowed,lob,n_vs,wins_vs,scored_vs,allowed_vs,dn,dUR,dTUR,dP,dA,dE,dPB,pn,p_W,p_L,p_SV,p_R,p_ER,p_IP,p_BF,p_S,p_D,p_T,p_HR,p_BB,p_HBP,p_IBB,p_K,p_BK,p_WP,p_PO,p_GDP,b_O,b_E,b_S,b_D,b_T,b_HR,b_BB,b_IBB,b_HBP,b_K,b_I,b_SH,b_SF,b_GDP,b_R,b_RBI,b_SB,b_CS,b_PO
20030709DETCHA0,CHA,89,DET,0,-2,20,12,100,69,138,10,6,44,21,20,5,0,545,208,11,3,20,7,8,0,61,67,416,575,91,24,1,16,45,4,2,100,1,3,2,0,351,6,104,38,2,25,69,4,5,128,0,3,3,16,94,87,5,3,0
20030417TEXANA0,ANA,16,TEX,0,-2,15,8,82,63,95,6,3,37,28,15,2,0,387,133,11,0,8,3,1,0,17,19,137,194,32,5,0,4,15,3,0,28,0,2,1,0,349,9,114,28,2,26,63,4,6,94,0,9,9,14,99,99,6,7,0
20030920CLEBOS0,CLE,156,BOS,1,9,20,6,90,109,139,4,1,11,27,20,16,0,525,202,16,2,4,1,1,0,15,13,76,110,19,5,1,5,5,3,0,18,0,0,1,0,358,9,111,21,6,27,43,3,11,135,0,4,6,13,88,83,6,9,3
20030529SDNMIL0,SDN,54,MIL,1,-1,20,4,78,140,135,5,1,22,34,20,8,0,521,212,15,2,20,6,10,0,68,62,367,536,93,22,5,10,35,12,6,86,1,4,0,0,312,4,93,32,2,16,56,3,4,103,0,5,4,9,71,74,6,1,1
20030406ATLFLO0,FLO,6,ATL,0,-9,5,2,39,32,34,2,1,24,13,5,10,0,132,48,7,3,20,6,6,0,61,55,314,465,78,25,4,15,30,1,6,84,0,2,1,0,317,4,128,30,4,20,48,7,9,94,0,6,3,8,97,80,28,9,6
20030415MONATL0,MON,14,ATL,1,-1,13,9,56,32,89,3,3,17,2,13,5,0,342,125,8,0,20,9,6,0,43,47,318,451,54,26,5,9,42,1,10,86,2,6,0,0,319,7,114,45,5,18,53,12,6,129,0,7,4,15,88,83,12,8,0
20030624CHNMIL0,CHN,75,MIL,1,8,20,10,74,84,134,7,5,39,25,20,6,0,533,197,8,2,20,8,8,0,46,46,405,563,65,17,2,17,54,11,2,167,0,5,1,0,353,5,113,33,5,15,38,2,6,130,0,10,2,15,66,67,5,1,1
20030430MINTBA0,MIN,26,TBA,1,3,20,8,74,96,132,1,1,5,3,20,6,0,519,179,10,0,20,8,6,0,56,58,341,467,67,29,3,16,19,5,1,63,0,0,1,0,319,5,98,32,5,12,52,3,8,119,0,2,6,11,70,55,11,3,1
20030507ARIPHI0,ARI,35,PHI,1,-3,20,12,96,67,167,2,2,16,6,20,5,0,540,225,9,1,2,1,0,0,1,1,42,50,4,2,0,0,4,0,0,13,0,0,0,0,303,6,93,48,4,13,56,7,7,113,0,11,4,8,80,76,7,0,2
20030916COLHOU0,COL,151,HOU,1,-10,20,4,79,121,140,3,1,21,23,20,11,2,518,225,16,2,6,2,2,0,21,23,97,147,25,6,0,8,13,3,1,20,0,0,0,0,297,13,82,27,2,26,55,3,4,95,0,5,2,15,74,76,6,3,0
20030918PHIFLO0,FLO,152,PHI,0,-1,20,14,89,71,139,15,10,82,74,20,2,0,528,172,5,1,20,11,5,0,39,41,363,497,71,22,5,9,41,1,0,98,0,4,5,0,345,8,108,45,3,14,43,9,13,105,0,15,3,16,81,72,9,9,2
20030627NYANYN0,NYA,78,NYN,1,2,20,14,109,85,152,2,2,12,3,20,8,0,543,213,14,0,20,13,3,0,50,49,441,589,95,33,2,13,6,6,0,83,0,3,1,0,361,4,108,46,0,28,102,9,7,126,0,4,3,20,107,109,9,6,0
20030413FLOATL0,FLO,13,ATL,1,-6,12,6,71,66,81,6,3,47,38,12,12,0,315,131,10,4,20,7,10,0,61,63,399,559,87,32,6,11,29,3,2,71,0,4,3,0,322,6,119,31,6,29,58,7,9,100,0,3,2,10,107,106,25,7,4
20030507HOUPIT0,PIT,33,HOU,0,-9,20,7,74,89,143,2,0,10,18,20,6,0,543,243,16,1,7,2,1,0,12,13,121,168,30,5,1,2,13,3,2,20,0,1,0,0,341,4,119,29,3,9,64,4,6,102,0,3,5,10,78,71,19,5,2
20030603SFNMIN0,MIN,56,SFN,0,2,20,12,97,86,132,0,0,0,0,20,4,0,552,175,10,1,20,9,7,0,61,62,350,495,84,17,1,17,32,1,1,51,0,5,1,0,335,3,120,34,5,22,40,1,5,91,0,3,7,14,87,81,10,8,2
20030623MONPIT0,MON,76,PIT,1,3,20,8,83,114,134,3,1,11,13,20,12,0,532,198,14,0,10,3,3,0,22,20,179,255,35,11,2,8,20,2,1,38,0,1,0,0,312,5,105,21,1,18,59,3,3,101,0,7,6,13,68,75,12,5,1
20030514SLNCIN0,SLN,37,CIN,1,-4,20,9,103,79,145,5,0,19,30,20,3,0,555,218,4,0,20,11,5,0,52,46,409,563,97,21,1,15,36,1,0,106,0,1,0,0,355,6,101,55,2,25,50,9,10,106,0,12,10,15,104,96,6,2,0
20030703COLARI0,ARI,84,COL,0,4,20,15,111,82,144,10,3,40,56,20,17,0,537,211,16,2,11,4,2,0,17,18,228,296,37,11,1,5,19,4,2,57,0,4,1,0,322,8,110,39,6,26,46,10,0,83,0,10,5,17,95,104,8,3,1
20030723CHNPHI0,CHN,100,PHI,1,-3,20,9,96,104,143,4,1,9,20,20,8,0,527,225,13,3,20,7,9,0,68,65,365,523,68,27,0,19,42,11,1,101,0,9,1,0,346,7,120,47,1,29,47,4,2,113,0,10,2,21,94,97,7,1,0
20030912PITPHI0,PIT,146,PHI,1,4,20,8,80,94,156,3,2,12,17,20,2,0,518,198,15,1,20,6,7,0,53,52,378,543,89,14,2,17,39,6,6,86,0,5,1,0,339,8,135,32,4,27,46,7,17,108,1,3,4,10,99,101,12,5,3
20030914ARICOL0,COL,150,ARI,0,-5,20,5,84,120,140,15,8,83,89,20,11,2,521,236,16,2,20,9,8,0,64,61,352,519,81,28,3,13,52,4,5,64,0,7,2,0,258,12,78,27,1,21,40,1,5,115,0,6,2,18,61,69,6,2,0
20030607SDNMIN0,SDN,63,MIN,1,-4,20,5,80,120,150,1,0,5,7,20,9,0,530,214,11,1,4,1,1,0,12,11,57,90,26,3,0,1,4,0,1,9,0,1,0,0,281,5,116,30,3,12,51,3,5,89,0,3,4,15,68,70,6,7,1
20030822MILPIT0,PIT,126,MIL,0,-1,20,9,108,122,152,14,7,57,55,20,9,0,526,238,11,3,20,5,5,0,55,54,385,546,81,17,2,17,40,7,6,94,0,5,3,0,312,4,94,33,4,29,55,5,13,93,0,7,4,13,90,81,5,6,0
20030814TEXDET0,DET,119,TEX,0,-3,20,5,71,123,122,3,1,13,20,20,11,0,519,214,18,0,10,1,6,0,33,34,141,216,32,10,1,8,25,2,2,23,1,1,0,0,361,3,113,25,7,19,51,2,3,126,0,6,5,13,65,63,11,5,1
20030515DETOAK0,DET,38,OAK,1,-9,20,8,75,80,137,5,2,12,13,20,9,1,531,239,16,0,18,2,11,0,64,72,326,484,78,21,8,17,38,6,0,60,1,4,0,0,369,11,124,14,5,19,60,1,5,123,0,9,5,14,77,66,10,14,1
20030625MONPIT0,PIT,75,MON,0,1,20,7,100,127,164,5,2,17,20,20,7,1,549,235,16,3,20,3,6,0,48,46,366,517,71,19,1,17,44,6,4,87,0,3,5,0,311,6,103,39,3,13,55,8,9,104,0,10,5,13,80,77,3,2,0
20030813MONCOL0,COL,123,MON,0,-1,20,10,112,87,147,6,3,20,18,20,5,0,541,238,14,2,20,6,3,0,68,63,324,482,70,16,2,27,41,5,3,46,1,0,0,0,316,7,105,30,3,16,58,8,8,106,0,4,6,16,92,86,12,7,0
20030614BALMIL0,MIL,66,BAL,0,5,20,10,95,108,123,1,0,2,7,20,7,0,532,209,13,0,20,4,8,0,81,83,332,507,75,30,3,27,53,4,2,74,0,5,2,0,337,7,114,30,2,31,64,5,6,145,0,1,8,21,105,102,15,6,3
20030402ATLMON0,MON,2,ATL,0,3,1,1,10,2,8,1,1,10,2,1,0,0,27,9,0,0,2,0,1,0,7,7,23,34,4,3,1,1,2,1,1,5,0,0,0,0,282,5,90,38,8,14,49,6,4,103,0,7,9,16,82,80,15,6,0
20030511NYNSDN0,NYN,37,SDN,1,1,20,9,80,99,155,2,1,8,7,20,6,0,535,236,19,0,20,7,10,0,83,86,334,507,78,21,1,27,40,12,4,88,1,3,1,0,324,5,92,33,1,13,60,3,6,123,0,9,5,17,62,60,7,4,1
20030722TBAANA0,TBA,98,ANA,1,-2,20,10,89,107,138,8,3,23,39,20,7,0,537,191,11,0,20,4,9,0,86,77,337,516,86,34,6,14,34,8,1,50,1,2,2,0,340,7,127,32,5,14,42,6,2,126,0,2,5,21,78,73,19,5,3
20030724MONNYN0,NYN,101,MON,0,-4,20,8,89,117,142,11,4,36,54,20,10,0,532,223,16,2,20,6,10,0,60,65,344,498,92,22,3,17,42,1,4,51,0,1,0,0,325,11,110,32,3,12,48,4,10,94,0,16,4,17,73,71,12,5,1
20030621SDNSEA0,SEA,73,SDN,0,2,20,14,87,46,145,1,0,3,5,20,0,0,536,192,3,0,20,7,8,0,56,56,390,549,80,29,1,12,50,4,0,96,0,4,0,0,316,5,124,29,5,16,54,7,3,108,0,1,6,12,82,78,18,5,1
20030720CINHOU0,HOU,98,CIN,0,3,20,12,106,81,149,10,9,64,30,20,1,0,537,196,7,1,20,6,9,0,53,60,348,489,74,23,4,10,42,7,0,92,0,4,1,0,322,11,98,26,4,26,69,3,10,102,0,7,1,10,91,95,8,4,1
20030808SLNATL0,SLN,115,ATL,1,-5,20,10,101,98,133,3,0,8,13,20,6,2,526,199,5,3,3,0,1,0,4,4,47,63,8,2,0,1,6,1,0,16,0,1,0,0,328,4,104,33,1,20,71,6,4,93,0,5,10,17,97,81,8,3,1
20030411ARIMIL0,ARI,10,MIL,1,-4,9,2,23,45,54,0,0,0,0,9,4,0,244,110,4,1,20,12,4,0,47,40,444,596,64,29,3,15,40,10,1,194,0,2,1,0,316,8,109,25,3,21,55,6,7,121,0,5,2,7,77,75,9,8,0
20030422CINLAN0,CIN,20,LAN,1,-1,19,6,90,144,121,0,0,0,0,19,20,0,499,204,25,2,20,4,7,0,75,71,364,546,93,29,2,21,40,9,2,64,1,2,0,0,291,6,89,25,2,28,52,1,14,143,0,5,0,6,83,83,2,4,2
20030528ATLCIN0,ATL,53,CIN,1,12,20,14,133,90,134,5,2,29,31,20,5,0,540,223,10,1,20,13,5,0,46,50,403,563,72,23,5,10,54,1,4,87,0,3,0,0,360,3,120,35,6,38,68,3,3,111,0,7,11,9,126,117,8,4,1
20030902CHNSLN2,SLN,139,CHN,0,2,20,10,91,100,150,14,8,57,52,20,3,0,540,201,7,3,20,8,6,0,57,56,367,505,81,30,1,14,27,1,0,81,0,3,0,0,341,8,97,30,4,26,60,9,7,101,0,15,3,17,84,85,6,6,2
20030509MINBOS0,BOS,35,MIN,0,-5,20,13,115,104,155,3,1,20,21,20,13,0,545,199,14,4,20,13,3,0,31,29,414,532,62,19,2,6,34,9,0,156,0,3,4,0,379,10,137,55,5,18,61,5,10,99,0,5,12,18,116,107,16,2,1
20030905SFNARI0,ARI,141,SFN,0,7,20,7,78,100,147,16,3,44,80,20,6,0,528,183,14,2,20,7,6,0,35,39,386,539,81,16,1,8,43,9,2,131,0,6,0,0,371,2,101,26,9,13,52,3,7,117,0,7,4,17,62,62,12,7,2
20030406TBANYA0,TBA,7,NYA,1,-5,6,2,32,51,55,2,1,8,17,6,4,0,183,60,10,0,12,4,4,0,40,37,210,316,50,16,2,8,36,3,1,45,0,3,0,0,286,5,102,32,2,9,33,11,6,82,0,3,6,11,64,71,8,4,0
20030624ANASEA0,ANA,74,SEA,1,-2,20,10,102,82,124,10,4,32,43,20,5,0,536,178,17,1,20,5,10,0,60,65,341,501,89,19,2,17,40,5,1,62,0,4,1,0,380,6,122,23,4,27,61,1,15,105,0,3,5,16,101,88,10,5,0
20030616COLSDN0,COL,71,SDN,1,-2,20,12,115,102,127,6,4,39,24,20,1,0,522,212,11,2,18,4,7,0,61,59,301,462,97,21,1,7,42,6,4,37,0,5,2,0,316,7,124,31,4,25,69,3,2,117,0,7,4,16,105,103,5,6,2
20030524ATLNYN0,NYN,49,ATL,0,-6,20,11,96,92,132,1,1,6,5,20,2,0,528,213,10,0,20,8,8,0,50,48,366,518,87,29,2,8,37,3,8,63,0,2,0,0,281,4,79,28,3,20,41,1,3,101,0,11,5,14,60,78,2,3,0
20030617CHABOS0,BOS,69,CHA,0,3,20,9,127,124,154,1,0,2,4,20,8,0,544,215,18,2,20,6,5,0,72,71,352,515,93,23,0,17,37,4,0,70,0,2,1,0,374,8,133,48,12,29,75,11,3,111,0,4,8,20,136,120,7,3,1
20030709TORBOS0,BOS,89,TOR,0,1,20,12,129,83,150,11,5,62,81,20,13,0,558,208,9,4,20,11,4,0,66,62,372,538,96,20,6,13,42,6,0,67,0,1,0,0,367,3,106,45,5,34,67,9,7,115,0,2,7,11,113,119,6,2,0
20030806COLPHI0,PHI,113,COL,0,-4,20,11,104,87,142,4,4,27,9,20,9,1,548,221,21,0,20,6,6,0,58,57,288,436,64,28,5,13,33,9,4,74,0,4,0,0,326,2,130,40,4,18,69,3,7,127,0,2,7,17,91,107,15,9,2
20030603CINNYA0,NYA,57,CIN,0,-1,20,7,93,110,140,0,0,0,0,20,10,0,564,173,16,1,20,12,6,0,62,59,377,540,101,24,2,10,27,4,0,91,0,2,1,0,338,8,100,34,5,24,67,5,4,123,0,2,5,19,86,83,16,2,1
20030412CHNPIT0,PIT,11,CHN,0,-4,10,7,47,38,63,1,1,3,2,10,7,1,267,113,9,1,20,11,3,0,50,43,340,476,69,29,2,14,35,1,4,69,1,2,3,0,342,7,119,18,4,16,58,4,8,132,0,6,2,14,84,64,10,3,2
20030524MONPHI0,PHI,49,MON,0,-1,20,11,84,83,132,1,1,4,2,20,7,0,532,204,8,3,20,7,6,0,73,73,299,459,58,33,4,19,39,6,7,88,0,3,1,0,325,8,96,35,4,16,73,8,9,120,0,10,3,19,76,74,9,1,1
20030731KCACHA0,CHA,108,KCA,0,2,20,13,122,86,139,8,4,51,43,20,6,0,540,193,8,1,20,12,5,0,34,33,411,550,83,22,2,10,29,5,1,110,0,1,1,0,371,10,127,37,0,33,67,3,6,107,0,3,9,20,115,113,8,6,1
20030420SLNARI0,SLN,17,ARI,1,-1,16,9,103,80,139,2,1,9,7,16,8,0,443,172,11,0,20,7,6,0,82,78,371,538,84,28,5,23,36,1,3,68,0,3,1,0,352,5,118,49,2,23,71,9,14,88,0,12,6,15,108,115,8,6,1
20030528MINOAK0,OAK,51,MIN,0,-1,20,11,85,61,130,4,1,15,15,20,5,0,533,210,15,1,18,6,4,0,49,47,280,429,82,22,0,11,33,2,3,51,2,1,0,0,391,10,113,41,5,19,49,4,5,98,0,2,5,13,91,85,6,2,0
20030709MILPIT0,MIL,89,PIT,1,1,20,8,105,113,150,5,3,25,18,20,10,0,549,194,14,3,20,3,14,0,84,90,324,514,103,33,1,14,50,3,2,77,0,2,1,0,317,4,137,29,4,24,59,7,9,134,0,9,8,22,106,102,9,4,2
20030807SLNFLO0,FLO,114,SLN,0,-3,20,14,94,69,152,5,3,24,22,20,3,0,543,196,10,0,20,7,8,0,43,39,302,442,75,18,4,6,43,1,2,111,1,5,1,0,337,7,130,29,3,7,52,1,10,117,1,13,6,8,84,71,21,8,1
20030905COLLAN0,COL,142,LAN,1,-1,20,5,78,109,125,16,7,64,60,20,7,0,518,243,16,0,20,6,4,0,66,60,331,493,72,15,4,21,46,5,3,40,1,1,0,0,272,7,61,30,1,20,55,7,4,98,0,3,2,16,66,69,4,3,0
20030405CINCHN0,CHN,5,CIN,0,2,4,2,31,19,26,1,0,9,10,4,5,0,102,37,4,0,16,4,8,0,44,38,279,401,56,11,2,8,49,3,2,79,0,4,0,0,304,5,100,28,1,15,57,8,3,146,0,5,1,15,70,65,9,4,4
20030909TBATOR0,TBA,142,TOR,1,5,20,8,98,94,129,12,9,72,57,20,8,0,550,191,12,1,1,1,0,0,0,0,27,30,2,0,0,0,2,0,0,7,0,0,0,0,388,6,131,35,4,22,37,7,7,124,0,4,9,14,91,87,22,6,1
20030924ANASEA0,SEA,159,ANA,0,-4,20,9,72,70,141,18,11,81,58,20,2,0,538,174,3,0,20,7,10,0,60,68,335,480,78,15,5,20,38,2,2,75,0,4,0,0,368,5,111,41,4,13,76,6,6,134,0,4,7,12,82,89,16,10,1
20030601BALTEX0,TEX,55,BAL,0,-1,20,10,111,127,134,6,2,28,45,20,6,0,531,197,10,2,15,4,4,0,52,56,215,348,51,24,2,11,53,3,2,54,1,3,1,0,348,5,119,38,2,28,65,3,7,127,0,3,8,16,105,107,8,3,0
20030405KCACLE0,CLE,5,KCA,0,-2,4,2,13,13,26,1,0,1,5,4,2,0,116,52,6,2,20,8,6,0,58,57,403,559,79,27,3,12,52,1,1,92,2,3,0,0,388,6,113,30,4,21,49,4,8,125,0,3,3,18,93,81,6,4,2
20030829PITATL0,ATL,134,PIT,0,-1,20,11,105,75,140,2,2,14,11,20,9,0,533,245,12,1,20,14,3,0,48,51,388,548,72,25,1,10,51,2,3,89,0,2,1,0,352,11,110,36,3,34,59,2,7,116,0,4,5,10,103,114,10,3,1
20030828PITFLO0,FLO,133,PIT,0,-5,20,9,89,90,120,2,0,3,8,20,1,0,531,212,7,0,20,11,4,0,40,44,355,487,70,24,6,9,41,1,0,106,0,6,6,0,356,6,113,28,4,13,46,5,5,125,0,9,5,10,78,80,14,8,1
20030903BALOAK0,BAL,138,OAK,1,9,20,4,59,107,138,7,0,10,24,20,14,0,545,201,15,3,20,6,9,0,71,72,328,493,85,37,2,15,26,8,6,78,0,2,2,0,407,9,104,32,3,22,46,6,7,110,0,7,3,13,68,64,4,5,1
20030821CHATEX0,CHA,128,TEX,1,4,20,10,101,112,131,3,0,17,29,20,8,0,522,182,11,1,20,8,9,0,64,67,414,566,91,26,0,17,34,3,3,110,3,5,3,0,357,4,131,30,2,31,47,2,10,133,0,2,5,15,101,103,9,4,2
20030926FLONYN0,FLO,160,NYN,1,1,20,14,102,84,139,16,10,65,58,20,1,0,531,172,4,1,20,7,8,0,57,64,365,524,79,32,1,13,28,5,8,80,2,3,0,0,331,7,105,43,5,18,53,9,9,119,0,14,5,14,96,85,10,8,1
20030614ANANYN0,NYN,66,ANA,0,-10,20,11,97,98,115,1,1,7,3,20,4,0,528,196,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,4,102,42,2,22,53,6,6,101,0,6,2,22,93,88,5,10,0
20030628HOUTEX0,HOU,80,TEX,1,2,20,9,105,90,144,4,3,31,19,20,7,0,532,182,18,0,15,5,4,0,47,47,225,335,57,24,1,9,21,1,6,48,2,1,0,0,281,3,90,37,0,25,50,7,12,112,0,7,4,9,95,86,6,3,0
20030806LANCIN0,LAN,112,CIN,1,1,20,8,68,73,118,4,2,9,9,20,7,0,542,223,17,1,20,6,9,0,66,64,370,520,82,19,4,22,32,3,1,94,1,1,0,0,377,7,96,28,3,13,41,4,9,103,0,8,3,9,62,62,9,7,0
20030828SLNCHN0,SLN,133,CHN,1,1,20,11,90,97,130,11,7,52,39,20,1,0,530,210,5,3,20,8,6,0,55,54,370,508,82,29,1,13,28,2,0,89,0,3,0,0,341,5,101,34,4,21,61,6,9,102,0,17,2,18,91,81,7,3,4
20030502DETTBA0,DET,27,TBA,1,-2,20,3,55,102,140,0,0,0,0,20,10,1,522,212,16,0,4,0,2,0,10,12,57,87,14,5,1,3,9,1,0,13,0,1,0,0,356,9,106,16,2,11,54,1,7,134,0,5,6,10,54,43,8,15,1
20030911MILHOU0,MIL,146,HOU,1,2,20,12,101,93,135,12,5,45,57,20,10,1,540,208,17,0,20,6,9,0,66,57,379,528,83,22,5,14,21,4,2,98,0,6,2,0,288,3,96,36,2,19,53,4,15,123,0,9,4,18,83,79,15,4,1
20030604MONANA0,MON,59,ANA,1,-9,20,10,75,89,136,1,0,4,15,20,9,0,519,226,10,0,5,2,0,0,6,9,81,110,18,7,0,3,7,1,1,10,0,0,0,0,333,7,96,34,1,15,61,8,10,89,0,2,4,14,75,75,9,5,2
20030618MILSLN0,SLN,70,MIL,0,8,20,10,116,131,154,8,6,63,38,20,5,0,537,196,12,0,20,7,5,0,65,69,350,502,67,29,1,21,41,4,3,67,0,0,3,0,332,6,142,43,3,19,42,8,11,124,0,4,7,10,111,89,11,4,1
20030505ARIPHI0,ARI,33,PHI,1,9,20,10,84,78,172,0,0,0,0,20,4,0,540,230,9,1,20,5,4,0,49,47,371,518,77,20,2,7,44,5,2,70,1,4,0,0,329,10,108,48,3,17,62,6,7,122,0,3,2,12,81,78,7,3,2
20030605PITBOS0,BOS,58,PIT,0,-1,20,10,128,114,132,2,2,19,7,20,3,0,526,188,15,1,20,6,6,0,74,74,343,504,91,26,1,16,36,3,0,72,0,2,1,0,330,7,123,51,10,20,43,8,4,82,0,4,10,13,123,116,6,5,1
20030722FLOMON0,MON,100,FLO,0,-8,20,7,90,90,133,11,5,44,46,20,8,0,533,225,13,2,20,7,9,0,54,54,335,477,82,28,1,18,24,4,4,60,0,1,0,0,329,10,119,34,3,18,55,10,7,112,0,9,3,25,90,81,13,4,1
20030422ATLSLN0,SLN,18,ATL,0,-2,17,9,103,81,147,0,0,0,0,17,8,0,470,183,11,0,13,3,6,0,33,38,178,269,37,21,1,7,29,6,0,42,0,3,0,0,333,4,112,47,2,23,68,9,16,91,0,6,6,15,103,109,7,5,1
20030822DETANA0,DET,127,ANA,1,-1,20,3,76,129,124,4,0,21,35,20,14,0,540,217,22,0,20,5,13,0,70,62,337,498,77,33,2,12,38,4,2,75,1,6,0,0,327,3,115,20,6,16,45,1,5,121,0,9,3,14,61,57,13,10,1
20030430BOSKCA0,BOS,27,KCA,1,1,20,13,111,107,140,1,1,7,2,20,10,0,540,186,12,4,20,12,6,0,48,49,381,527,85,18,4,11,33,7,0,72,0,5,0,0,374,9,126,51,4,24,59,2,10,105,0,3,6,24,110,110,7,2,1
20030902CHABOS0,BOS,138,CHA,0,1,20,11,123,103,161,4,2,14,14,20,7,0,534,214,14,2,20,7,5,0,67,67,358,500,77,35,0,14,29,3,1,71,0,1,1,0,370,6,124,36,2,23,82,6,3,120,0,3,6,13,104,110,6,4,0
20030922BOSBAL0,BAL,156,BOS,0,-2,20,8,66,91,140,15,8,80,78,20,4,0,540,199,14,1,20,5,6,0,56,57,367,567,109,19,1,17,49,5,7,76,0,6,1,0,367,6,121,34,2,13,47,2,4,113,0,7,3,13,66,64,7,6,3
20030703MINCLE0,MIN,84,CLE,1,-3,20,7,105,127,150,0,0,0,0,20,8,0,540,190,9,1,20,7,4,0,61,61,360,524,95,31,4,11,29,2,0,82,3,5,1,0,315,8,120,33,4,16,57,0,4,129,0,3,6,14,85,76,13,3,1
20030706TBACHA0,TBA,86,CHA,1,-8,20,7,83,101,128,2,2,7,5,20,12,0,542,206,9,1,5,0,3,0,13,13,88,121,16,6,0,5,9,1,0,16,0,3,0,0,327,6,104,36,8,13,32,6,4,113,0,4,7,11,74,73,15,7,1
20030910SEATEX0,SEA,145,TEX,1,2,20,7,82,87,153,14,7,70,66,20,6,0,536,176,15,1,20,10,7,0,59,56,400,561,89,21,1,12,42,3,2,99,0,3,0,0,396,8,115,38,3,7,71,4,6,115,0,4,4,15,79,68,13,5,2
