gid,team,gameNumber,opp,home,spread,n,wins,scored,allowed,lob,n_vs,wins_vs,scored_vs,allowed_vs,dn,dUR,dTUR,dP,dA,dE,dPB,pn,p_W,p_L,p_SV,p_R,p_ER,p_IP,p_BF,p_S,p_D,p_T,p_HR,p_BB,p_HBP,p_IBB,p_K,p_BK,p_WP,p_PO,p_GDP,b_O,b_E,b_S,b_D,b_T,b_HR,b_BB,b_IBB,b_HBP,b_K,b_I,b_SH,b_SF,b_GDP,b_R,b_RBI,b_SB,b_CS,b_PO
20030420BOSTOR0,BOS,18,TOR,1,1,17,12,112,87,129,5,3,31,30,17,7,0,471,159,10,3,15,4,4,0,44,36,250,365,55,23,1,11,24,4,0,88,0,5,0,0,372,12,104,52,3,28,80,5,10,120,0,0,6,22,118,119,7,4,1
20030909ATLPHI0,PHI,145,ATL,0,13,20,10,94,109,152,13,7,63,49,20,5,0,519,197,16,0,20,8,7,0,66,60,361,513,56,31,2,19,41,4,4,103,0,3,0,0,346,4,107,40,6,19,60,9,9,120,0,7,4,15,82,89,8,3,1
20030504DETTBA0,DET,29,TBA,1,4,20,3,53,99,133,2,0,6,10,20,10,1,525,218,16,0,5,1,4,0,18,19,78,119,21,8,3,3,8,0,0,21,1,4,0,0,363,11,99,16,2,13,60,1,8,128,0,3,5,8,55,47,8,11,1
20030710ARISDN0,ARI,91,SDN,1,-12,20,17,121,74,140,9,6,57,39,20,14,0,546,215,19,1,20,5,5,0,67,60,345,510,86,28,2,19,35,3,2,77,1,1,0,0,349,9,130,38,6,31,62,8,2,88,0,6,3,16,115,109,9,3,1
20030815ATLARI0,ARI,121,ATL,0,-6,20,10,51,52,128,3,1,13,17,20,5,0,553,202,15,1,20,12,5,0,50,42,433,585,68,31,2,13,32,12,2,179,1,2,0,0,374,4,104,25,8,16,39,11,3,120,0,6,7,10,61,63,9,14,0
20030829HOUSDN0,HOU,134,SDN,1,-6,20,9,99,81,141,0,0,0,0,20,6,0,529,191,15,1,20,11,3,0,46,51,322,459,71,27,1,15,30,5,6,56,1,0,1,0,290,4,83,31,8,19,60,4,7,119,0,5,4,14,86,79,6,1,0
20030730NYNMIL0,MIL,107,NYN,0,-2,20,8,79,105,156,7,5,32,31,20,5,0,549,185,15,1,3,0,3,0,13,13,41,64,8,4,2,5,3,1,0,8,0,0,0,0,355,11,122,28,0,21,57,8,6,102,2,2,6,22,79,69,10,5,1
20030510PHIHOU0,PHI,37,HOU,1,2,20,12,81,71,127,1,1,5,3,20,9,1,528,201,15,3,20,10,5,0,32,39,422,560,72,17,1,12,38,4,1,123,0,4,1,0,353,7,95,44,4,19,65,5,8,119,0,10,6,19,92,78,4,3,1
20030817OAKTOR0,TOR,124,OAK,0,-4,20,8,92,98,170,2,1,12,11,20,9,0,527,207,14,2,20,15,2,0,52,49,459,605,92,29,5,11,15,3,0,110,1,6,0,0,337,4,123,36,3,16,74,6,14,165,0,0,4,15,85,82,5,1,0
20030901ARISFN0,SFN,136,ARI,0,2,20,10,64,79,135,15,12,78,44,20,4,0,527,199,10,1,20,13,7,0,53,58,438,609,93,35,2,10,42,3,3,86,0,6,0,0,336,3,110,32,0,14,61,15,5,102,0,3,5,9,75,65,6,5,1
20030504BALKCA0,BAL,30,KCA,1,-4,20,13,108,78,133,2,1,8,6,20,1,0,537,221,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,9,114,39,2,18,67,0,7,91,0,5,6,19,95,100,14,4,1
20030604FLOOAK0,FLO,60,OAK,1,-1,20,10,93,73,137,1,1,13,2,20,0,0,529,204,5,0,20,7,9,0,57,60,384,540,81,29,5,8,33,5,2,90,1,3,2,0,329,7,116,49,6,21,44,4,2,102,0,6,4,18,96,79,17,12,0
20030404OAKANA0,OAK,4,ANA,1,4,3,2,19,10,27,0,0,0,0,3,0,0,87,39,0,1,16,4,6,0,40,39,270,374,37,19,3,14,26,6,3,69,1,6,0,0,357,7,109,25,1,26,70,5,8,125,0,5,6,5,90,90,12,1,1
20030917ANAOAK0,ANA,153,OAK,1,-1,20,9,78,102,146,19,8,73,98,20,12,1,521,180,17,2,11,3,5,0,34,33,176,260,51,14,1,8,12,3,1,40,0,4,0,0,391,1,121,33,4,9,49,6,9,81,0,13,5,11,79,61,15,6,3
20030702FLOATL0,ATL,82,FLO,0,1,20,9,80,98,124,9,4,47,76,20,6,0,527,216,12,3,13,7,2,0,35,35,238,342,47,22,2,9,25,4,6,48,0,4,0,0,379,5,92,25,4,30,56,6,4,95,0,3,0,20,91,81,6,0,1
20030523MONPHI0,MON,48,PHI,1,-2,20,13,100,82,154,0,0,0,0,20,5,0,531,247,13,1,11,4,2,0,22,23,187,263,37,11,1,3,25,2,2,31,0,5,0,0,337,6,118,48,4,14,59,7,6,88,0,7,5,15,96,88,11,7,1
20030426PITLAN0,PIT,23,LAN,1,-1,20,8,64,83,137,1,0,2,5,20,13,1,546,231,21,1,5,2,1,0,9,9,90,127,22,3,1,2,12,3,1,12,0,0,0,0,342,3,110,21,2,16,50,4,7,111,0,0,4,8,73,73,11,2,1
20030618CHABOS0,CHA,71,BOS,1,2,20,9,78,82,125,2,1,8,9,20,1,0,528,196,9,2,20,12,5,0,48,52,396,542,83,25,3,11,34,5,0,95,0,0,1,0,344,10,99,33,1,22,62,2,2,137,0,6,1,12,69,67,14,5,2
20030520TEXTBA0,TBA,44,TEX,0,-3,20,9,92,107,127,0,0,0,0,20,10,0,538,207,16,3,5,0,3,0,19,18,92,127,18,6,1,7,10,3,0,15,0,0,1,0,367,3,117,42,6,17,52,4,4,114,0,4,5,16,79,77,19,6,3
20030411SFNLAN0,SFN,11,LAN,1,1,10,9,64,41,75,1,1,2,1,10,2,0,270,111,4,0,20,8,3,0,47,39,353,492,83,21,1,11,28,1,4,41,0,2,1,0,352,7,97,30,6,37,81,15,5,112,0,10,7,12,122,108,16,1,0
20030927SDNCOL0,SDN,161,COL,1,-8,20,7,82,92,141,17,7,77,92,20,8,0,525,189,14,4,7,2,2,0,26,29,112,165,27,4,1,8,15,2,0,30,0,1,1,0,302,3,95,23,4,17,47,6,7,103,0,1,4,20,78,57,12,3,2
20030617NYATBA1,NYA,69,TBA,1,-9,20,11,107,91,146,5,3,33,19,20,7,0,551,184,18,0,20,7,7,0,74,72,395,584,100,38,3,15,30,8,3,84,0,2,1,0,363,9,97,43,3,33,81,8,7,138,0,0,6,13,112,100,11,4,1
20030710DETCHA0,CHA,90,DET,0,-1,20,11,98,71,139,11,6,46,25,20,4,0,542,206,10,3,20,12,5,0,40,41,401,538,80,21,3,9,34,5,1,104,0,1,1,0,352,8,91,40,2,25,71,4,5,136,0,3,4,14,90,88,6,3,1
20030511OAKNYA0,NYA,37,OAK,0,-3,20,13,118,83,162,5,2,15,19,20,9,0,534,184,12,3,20,14,4,0,50,49,391,550,103,26,1,5,30,3,0,98,0,2,2,0,377,4,121,34,5,24,80,7,7,113,0,5,3,20,113,100,12,3,0
20030701CHAMIN0,MIN,82,CHA,0,-5,20,8,105,122,152,10,5,46,39,20,8,0,535,186,9,2,20,7,8,0,72,74,363,519,94,30,2,19,16,3,2,65,0,0,0,0,335,6,138,33,6,21,62,2,2,133,0,1,7,13,97,101,11,4,2
20030709NYNATL0,ATL,89,NYN,0,3,20,12,89,101,140,8,5,41,33,20,9,0,541,222,15,3,20,12,4,0,47,50,383,541,68,25,1,9,56,2,4,80,0,2,0,0,368,6,107,32,1,28,70,4,5,106,0,4,4,17,96,92,6,0,2
20030911SDNSFN0,SFN,144,SDN,0,-1,20,15,81,71,134,14,11,84,53,20,4,0,546,205,10,3,17,6,4,0,36,41,321,449,74,13,1,8,41,5,3,76,1,1,1,0,332,3,101,31,1,20,67,18,5,118,0,7,4,15,77,72,2,5,2
20030406SDNLAN0,LAN,7,SDN,0,1,6,2,20,18,47,3,0,3,13,6,0,0,154,74,5,2,20,9,7,0,51,51,410,542,82,20,1,14,22,2,4,97,2,2,0,0,339,11,104,35,4,22,60,11,3,105,0,8,3,11,81,89,13,7,1
20030427CHAMIN0,CHA,25,MIN,1,2,20,12,98,76,142,2,1,8,10,20,5,0,531,198,11,1,20,10,6,0,66,69,385,550,94,27,3,15,30,6,1,91,0,1,0,0,352,7,100,40,5,31,76,4,14,106,0,4,4,13,99,102,7,3,1
20030516MILCIN0,MIL,42,CIN,1,9,20,5,78,108,131,3,1,20,17,20,9,0,549,222,15,2,12,3,5,0,41,42,197,301,41,12,2,10,41,0,1,40,2,1,0,0,309,7,85,19,0,29,73,5,5,141,0,6,4,10,78,80,9,4,0
20030518ARIPIT0,PIT,44,ARI,0,-2,20,8,80,106,145,5,3,22,21,20,5,0,531,221,10,2,20,5,12,0,66,67,381,568,99,33,4,11,45,5,3,73,0,10,2,0,351,3,111,29,2,12,60,7,6,88,0,11,3,14,69,64,9,3,1
20030406MINTOR0,MIN,6,TOR,1,-7,5,3,19,13,34,2,0,5,11,5,0,0,141,36,2,0,20,9,5,0,55,55,344,468,74,25,4,12,18,7,0,59,0,0,1,0,324,5,104,40,7,15,42,6,4,111,0,5,1,13,72,62,7,2,2
20030427FLOSLN0,FLO,26,SLN,1,-1,20,11,81,92,136,2,1,7,12,20,6,1,531,210,13,2,20,7,5,0,57,57,335,487,78,26,3,13,34,1,6,96,3,2,0,0,345,5,110,36,7,16,47,7,7,108,0,3,4,11,77,83,21,8,2
20030605SFNMIN0,MIN,58,SFN,0,3,20,12,95,83,132,2,1,9,8,20,4,0,551,177,12,1,20,7,6,0,45,46,392,529,68,17,3,18,34,3,1,100,1,4,0,0,340,2,106,33,7,20,54,2,5,98,0,1,6,14,88,81,8,7,1
20030529FLOMON0,FLO,55,MON,1,-1,20,10,86,70,141,6,3,23,25,20,2,0,523,200,5,2,20,6,6,0,57,54,364,515,75,29,7,10,34,2,8,102,3,2,0,0,325,4,114,47,5,23,49,3,6,109,0,7,8,14,85,72,18,11,0
20030613SEAATL0,ATL,65,SEA,0,-1,20,13,124,95,132,0,0,0,0,20,6,0,544,232,12,0,20,13,3,0,47,50,389,550,71,24,3,10,55,1,3,85,0,2,0,0,393,4,113,42,7,48,64,4,7,92,0,1,3,16,127,118,7,2,0
20030430ARIFLO0,ARI,28,FLO,1,4,20,9,84,81,162,2,1,12,8,20,4,0,522,224,11,1,20,4,5,0,55,53,361,511,75,20,2,8,47,5,2,67,1,4,0,0,326,10,104,46,5,13,53,0,9,143,0,3,0,11,70,70,13,6,1
20030529TORCHA0,TOR,55,CHA,1,-1,20,14,124,84,134,6,3,34,26,20,6,0,531,218,9,1,20,11,3,0,53,55,416,552,64,35,6,11,28,1,1,86,1,6,1,0,330,5,122,51,4,16,39,7,11,92,0,2,5,19,107,106,4,5,1
20030625CHNMIL0,CHN,76,MIL,1,-6,20,11,80,76,134,8,6,48,26,20,6,0,533,203,8,2,20,7,9,0,84,75,303,470,95,28,0,6,55,5,0,56,0,5,2,0,322,4,103,31,5,17,45,2,5,146,0,10,3,11,70,57,6,1,0
20030912HOUSLN0,SLN,148,HOU,0,-9,20,10,95,89,164,12,5,54,51,20,3,0,553,192,10,2,20,9,7,0,64,67,397,581,98,28,2,14,33,6,1,91,0,3,1,0,334,7,107,32,5,27,71,9,10,118,0,13,1,20,106,82,12,5,1
20030421MINNYA0,MIN,19,NYA,1,-14,18,9,72,74,120,6,0,12,34,18,3,0,483,150,5,0,20,10,6,0,48,45,362,498,81,20,4,18,17,4,0,74,1,0,4,0,343,5,102,29,8,11,45,5,4,123,0,3,4,19,60,52,10,4,0
20030805SFNPIT0,SFN,112,PIT,1,3,20,14,104,68,133,3,2,9,9,20,8,0,525,202,16,0,20,11,4,0,39,39,432,569,71,18,4,10,35,5,1,150,1,4,1,0,299,5,106,29,1,18,49,10,5,99,0,14,2,7,91,78,3,4,0
20030514PHIARI0,ARI,40,PHI,0,2,20,11,92,65,156,4,3,24,12,20,5,0,540,219,9,2,20,9,6,0,54,56,436,581,85,18,4,16,29,2,1,164,0,3,0,0,364,9,91,50,3,15,48,8,4,112,0,12,3,10,81,84,7,1,1
20030516MILCIN0,CIN,42,MIL,0,-9,20,14,111,104,133,3,2,17,20,20,6,0,540,223,21,0,20,6,5,0,73,80,353,530,86,24,2,15,60,2,4,76,0,4,0,0,311,4,98,29,1,31,69,7,8,152,0,5,5,11,91,85,15,8,1
20030902PHIMON0,MON,140,PHI,0,-2,20,11,94,70,137,17,8,82,75,20,6,0,532,191,9,1,20,9,6,0,54,47,419,567,77,22,2,18,39,3,1,133,1,7,0,0,332,1,108,33,5,20,60,8,6,120,0,12,7,11,97,92,7,6,1
20030606CINTOR0,TOR,62,CIN,0,7,20,13,138,96,127,0,0,0,0,20,12,0,525,223,15,0,20,12,3,0,66,59,417,586,93,33,2,15,25,5,2,98,1,3,0,0,309,5,114,48,3,19,38,6,10,95,0,2,7,13,120,107,2,4,1
20030701HOUMIL0,HOU,82,MIL,1,1,20,8,90,89,141,4,1,19,17,20,6,0,532,184,15,1,20,7,9,0,46,53,364,496,75,23,4,7,38,5,2,96,0,5,1,0,348,4,95,40,1,28,55,7,11,139,0,8,5,10,96,93,6,5,0
20030704OAKANA0,OAK,85,ANA,1,-1,20,13,105,84,149,6,3,29,37,20,2,0,543,232,10,1,20,13,5,0,47,47,431,576,94,31,3,9,30,1,2,96,0,6,1,0,389,7,117,34,4,26,68,4,10,100,1,3,5,12,101,93,5,2,0
20030801PITCOL0,PIT,107,COL,1,1,20,10,96,87,149,3,2,18,8,20,5,0,544,231,12,1,14,3,3,0,33,34,231,329,55,14,1,12,23,6,3,44,0,1,0,0,273,9,93,26,5,25,54,5,9,118,0,10,3,6,79,92,3,3,0
20030502MILNYN0,MIL,29,NYN,1,-6,20,7,78,108,152,0,0,0,0,20,5,0,543,215,12,1,20,6,11,0,65,65,363,537,93,30,0,14,50,4,1,86,0,4,0,0,321,4,103,30,3,15,50,4,10,121,0,15,6,8,71,65,8,4,1
20030831LANCOL0,COL,139,LAN,0,-3,20,5,79,115,128,15,7,64,57,20,6,0,522,234,16,1,20,9,7,0,54,61,337,468,70,28,4,13,30,4,2,50,0,0,0,0,339,7,93,42,3,22,49,5,4,108,0,4,4,18,83,85,7,4,0
20030906CHACLE0,CLE,143,CHA,0,-3,20,9,94,101,128,17,8,81,81,20,16,0,555,193,16,0,4,0,0,0,9,9,59,89,15,5,1,1,8,0,0,6,0,0,0,0,363,6,118,32,4,22,43,2,12,110,0,6,4,17,84,80,12,14,1
20030511KCABAL0,KCA,35,BAL,1,3,20,10,100,106,119,6,3,27,32,20,8,0,531,217,17,0,20,1,7,0,65,65,334,495,68,38,2,21,37,0,2,73,0,4,1,0,314,9,109,32,4,24,46,3,13,116,0,5,1,15,88,78,11,6,0
20030723SFNARI0,SFN,101,ARI,1,6,20,15,113,82,130,10,8,59,34,20,7,0,525,213,8,1,3,2,1,0,5,7,40,56,9,3,0,0,5,0,0,10,0,0,0,0,336,6,90,41,3,31,52,7,9,95,0,2,7,8,111,110,2,5,1
20030729TORTBA0,TBA,104,TOR,0,1,20,9,97,121,132,6,4,33,28,20,8,0,519,176,13,0,13,4,4,0,32,33,239,336,31,15,3,11,39,5,1,63,1,2,2,0,356,6,137,36,3,21,45,4,4,118,0,1,6,16,85,83,17,7,3
20030905NYABOS0,BOS,140,NYA,0,6,20,13,127,99,164,16,7,88,88,20,7,0,543,222,15,2,20,9,3,0,36,32,382,521,73,27,3,7,33,6,0,149,0,5,0,0,367,3,125,32,3,32,88,8,3,126,0,3,5,13,104,114,7,6,1
20030406CHADET0,CHA,6,DET,1,8,5,2,22,22,32,2,2,12,2,5,3,0,126,40,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,4,119,40,5,27,63,1,9,93,0,2,8,17,113,111,4,3,0
20030704CHNSLN0,CHN,85,SLN,1,-3,20,7,71,92,143,6,2,15,24,20,8,0,529,202,10,1,20,9,7,0,41,41,408,560,62,19,1,16,55,11,2,164,0,5,2,0,354,8,109,27,1,22,55,2,2,118,0,9,4,21,72,71,7,1,0
20030828SEATBA0,TBA,132,SEA,0,1,20,9,87,96,139,5,2,22,35,20,9,0,554,206,16,2,20,5,11,0,57,59,311,458,76,16,3,12,52,2,1,46,1,6,0,0,414,7,141,38,3,21,35,6,5,102,0,5,5,13,84,82,24,6,0
20030824NYABAL0,NYA,128,BAL,1,7,20,12,116,101,132,10,6,48,43,20,7,0,541,201,15,1,2,2,0,0,2,2,42,53,5,1,0,1,4,2,0,12,0,1,0,0,381,6,118,41,2,30,77,9,8,111,1,4,5,25,107,104,12,10,1
20030810HOUMON0,HOU,117,MON,1,6,20,10,76,74,127,5,2,16,20,20,7,0,531,216,11,0,16,5,6,0,45,46,267,388,60,16,3,9,39,4,1,69,0,1,3,0,348,9,101,28,4,24,49,3,13,105,0,5,3,13,81,72,3,4,0
20030403OAKSEA0,OAK,3,SEA,1,-1,2,2,13,3,15,2,2,13,3,2,0,0,54,22,0,1,20,13,3,0,51,49,441,594,75,25,0,16,32,9,1,114,1,2,0,0,338,6,113,20,2,26,74,2,8,120,0,4,8,8,90,95,9,1,0
20030419COLSDN0,SDN,18,COL,0,-1,17,7,67,81,139,4,2,15,21,17,0,0,456,175,11,2,4,2,2,0,7,6,73,100,14,3,0,1,8,1,0,13,1,0,0,0,320,7,97,24,3,9,59,5,4,115,0,3,2,10,57,49,6,6,0
20030412HOUSLN0,SLN,10,HOU,0,3,9,4,57,52,74,3,0,8,11,9,7,0,257,104,7,0,18,10,4,0,30,29,330,436,62,12,2,10,24,4,2,81,0,2,2,0,284,3,107,43,1,28,60,9,7,89,0,8,5,15,101,114,5,5,0
20030525COLSFN0,SFN,49,COL,0,-4,20,11,97,82,160,2,1,12,11,20,4,0,530,217,6,1,6,2,3,0,14,18,102,151,20,4,0,6,23,1,0,29,0,1,0,0,349,8,128,31,5,20,46,2,1,96,0,4,5,14,88,93,6,3,0
20030528NYABOS0,BOS,52,NYA,0,-1,20,11,123,102,137,5,2,26,33,20,6,0,530,188,15,1,20,10,6,0,61,60,372,531,93,19,5,12,37,7,0,70,0,4,0,0,386,8,133,51,8,20,47,8,3,98,0,6,16,9,118,123,11,5,0
20030830HOUSDN0,SDN,136,HOU,0,-5,20,10,86,100,170,1,1,7,1,20,3,0,534,194,8,2,20,6,10,0,63,62,338,488,82,28,3,15,30,1,5,64,0,3,0,0,340,6,126,31,7,12,75,7,6,116,0,4,1,17,76,67,3,4,1
20030907MINTEX0,MIN,142,TEX,1,1,20,14,124,80,141,8,4,46,46,20,4,0,532,176,8,1,20,7,6,0,68,68,371,541,100,25,4,16,32,4,3,74,2,6,3,0,317,3,125,31,5,14,52,5,7,111,0,6,7,11,92,97,7,3,3
20030708ANAKCA0,KCA,87,ANA,0,4,20,13,117,120,124,0,0,0,0,20,1,0,540,213,13,4,20,3,6,0,56,57,370,518,68,33,4,18,29,1,2,66,0,5,0,0,365,13,134,35,4,18,53,7,7,97,0,9,7,12,119,104,22,6,1
20030807DETOAK0,OAK,114,DET,0,-1,20,12,92,62,140,8,6,40,19,20,9,0,525,214,12,1,20,5,8,0,54,49,394,550,83,13,2,14,49,5,2,78,0,1,0,0,388,12,105,46,3,24,52,6,6,109,0,1,8,12,100,102,5,1,3
20030820CLEMIN0,CLE,128,MIN,1,-1,20,10,81,86,114,12,8,68,47,20,8,0,573,241,17,2,20,7,8,0,70,52,355,508,90,24,7,17,23,4,3,58,1,1,0,0,364,5,99,41,3,28,51,4,6,149,0,10,2,10,90,82,7,8,3
20030410COLSLN0,SLN,8,COL,0,-1,7,4,49,42,58,2,1,19,21,7,7,0,207,87,7,0,11,3,5,0,24,28,148,222,31,15,0,5,26,5,0,35,0,2,0,0,318,6,115,42,4,25,65,9,10,94,0,6,5,17,110,117,11,8,0
20030528KCASEA0,KCA,50,SEA,1,-3,20,6,89,133,133,4,1,26,32,20,5,0,546,220,13,2,15,3,6,0,36,40,226,337,62,14,2,7,28,4,0,56,2,2,1,0,385,12,110,30,5,21,59,3,7,113,0,4,4,19,91,87,14,7,0
20030705TEXSEA0,TEX,86,SEA,1,-1,20,8,93,120,132,7,3,32,43,20,5,0,530,207,11,3,20,5,11,0,75,74,347,501,80,35,2,19,23,2,4,74,0,2,0,0,368,5,124,33,5,26,50,4,8,130,0,0,7,16,95,105,5,3,1
20030826ARISDN0,SDN,133,ARI,0,1,20,8,71,101,167,15,6,67,87,20,3,0,537,192,8,2,2,0,1,0,7,7,18,33,2,4,0,2,7,0,1,5,0,0,0,0,322,8,116,31,4,6,66,3,5,117,0,2,1,12,61,51,7,3,1
20030920BALTOR0,BAL,154,TOR,1,1,20,7,63,99,140,17,7,77,96,20,11,0,535,202,16,2,1,1,0,0,2,2,15,21,3,0,0,1,3,0,0,4,0,0,0,0,346,8,107,31,3,13,42,3,3,96,0,6,1,10,58,57,6,5,2
20030901MINANA0,ANA,137,MIN,0,8,20,12,116,101,150,6,4,25,17,20,12,1,531,196,15,1,20,7,10,0,62,60,382,537,93,22,1,16,32,6,3,100,1,7,2,0,385,3,140,28,5,12,53,3,5,83,0,7,10,14,83,94,12,8,2
20030917CHNNYN0,CHN,152,NYN,1,2,20,13,91,71,150,5,4,29,12,20,4,0,549,205,11,0,20,8,9,0,52,54,392,549,59,19,1,18,64,11,1,164,0,8,2,0,350,10,107,27,1,14,44,2,4,127,0,6,7,13,82,76,5,2,1
20030618PHIATL0,PHI,69,ATL,1,-5,20,9,88,84,147,7,4,36,28,20,1,0,525,218,10,1,20,11,6,0,49,50,372,516,72,28,4,7,32,3,5,110,0,2,0,0,332,5,98,35,0,21,66,8,7,141,0,4,7,7,82,82,5,5,0
20030821ARICIN0,CIN,126,ARI,0,-6,20,9,61,72,146,8,2,20,30,20,5,0,541,205,11,0,20,4,11,0,67,66,388,552,81,42,6,22,24,4,4,40,0,2,0,0,295,8,107,13,2,16,45,3,7,104,0,8,3,10,69,53,10,5,2
20030624TORBAL0,TOR,77,BAL,1,-2,20,14,138,105,152,3,3,25,7,20,10,0,529,212,14,0,7,4,2,0,11,10,126,173,27,8,0,0,17,0,1,42,0,2,0,0,380,4,143,43,8,33,63,2,19,105,0,1,7,23,129,132,3,3,0
20030429ARIFLO0,ARI,27,FLO,1,-2,20,10,85,78,162,1,1,7,1,20,4,0,531,235,11,1,5,1,4,0,11,11,93,128,13,6,0,4,10,4,0,20,0,0,0,0,315,11,110,34,3,23,56,4,5,110,0,2,3,8,83,71,8,6,0
20030617PHIATL0,ATL,68,PHI,0,-1,20,13,109,78,134,6,3,24,31,20,7,0,544,237,15,0,20,6,5,0,58,64,336,472,71,20,3,18,35,2,2,71,0,0,1,0,366,3,103,34,5,41,54,3,5,108,0,11,1,13,111,97,6,2,0
20030702COLARI0,COL,86,ARI,1,4,20,10,106,112,144,9,6,50,38,20,8,0,528,225,12,2,20,7,7,0,70,60,346,516,85,29,5,13,53,4,3,86,0,4,1,0,334,12,135,47,4,21,57,5,3,112,0,8,6,18,113,94,2,3,1
20030601DETNYA0,NYA,56,DET,0,1,20,7,88,103,140,2,1,8,4,20,9,0,540,166,13,1,20,10,6,0,62,61,374,543,82,34,1,14,40,5,3,134,0,12,0,0,365,8,111,34,5,25,69,5,6,132,0,1,7,15,95,90,14,2,1
20030812CHNHOU0,CHN,118,HOU,1,3,20,11,81,76,117,10,5,32,42,20,4,0,543,199,10,2,20,8,7,0,51,51,393,565,90,30,0,4,51,5,9,97,1,3,0,0,349,10,88,32,2,20,47,6,3,125,0,11,5,14,73,72,8,1,0
20030605HOUBAL0,BAL,58,HOU,0,-10,20,10,112,100,145,2,0,10,17,20,4,0,520,206,8,4,20,6,8,0,52,55,352,510,92,32,1,10,34,2,3,73,0,2,1,0,340,10,130,35,3,20,51,6,4,102,0,15,9,16,95,103,9,6,1
20030514MINKCA0,MIN,39,KCA,1,7,20,12,104,93,130,4,1,10,11,20,9,0,540,204,16,1,20,10,6,0,52,49,361,498,75,23,4,19,18,4,0,77,1,0,3,0,355,6,114,30,4,21,35,5,7,113,0,4,5,11,78,92,7,6,0
20030621SLNKCA0,SLN,73,KCA,1,7,20,11,126,131,158,1,0,4,10,20,4,0,537,190,10,0,20,11,3,0,43,39,389,531,79,27,3,7,28,7,0,86,0,0,1,0,261,8,106,40,6,24,53,7,7,103,0,7,4,10,99,95,9,4,0
20030630PHICHN0,CHN,81,PHI,0,-1,20,9,82,91,141,0,0,0,0,20,7,0,533,203,8,2,20,7,8,0,79,69,306,469,97,24,0,6,54,5,0,57,0,5,2,0,323,8,92,34,3,19,48,3,3,130,0,12,5,16,71,77,5,0,1
20030723SEAOAK0,SEA,100,OAK,1,6,20,8,91,93,141,11,6,44,41,20,2,0,531,205,7,2,20,6,9,0,60,54,391,542,92,14,1,24,29,4,2,59,1,1,3,0,391,5,121,20,5,15,59,2,6,112,0,6,2,20,86,77,12,8,2
20030915CLEMIN0,MIN,150,CLE,0,7,20,14,108,80,146,16,7,61,78,20,5,0,529,175,8,1,20,12,4,0,35,37,378,499,54,22,4,14,34,1,0,131,2,6,1,0,320,7,116,37,5,13,49,5,11,107,0,7,11,15,92,80,10,3,4
20030829LANCOL0,LAN,133,COL,1,2,20,11,73,72,142,13,6,46,60,20,5,0,550,242,13,0,20,10,6,0,35,28,407,549,104,10,3,5,29,4,1,118,1,4,5,0,380,7,116,33,3,10,56,4,5,100,0,5,5,22,71,61,15,7,3
20030527TORCHA0,CHA,51,TOR,0,-4,20,8,70,104,135,4,2,17,29,20,16,0,514,200,16,0,20,11,6,0,56,55,412,572,96,27,2,13,41,3,1,89,0,2,3,0,362,6,108,28,2,17,41,2,8,87,0,5,2,15,64,68,5,4,2
20030526TORCHA0,CHA,50,TOR,0,-6,20,8,67,105,133,3,2,12,18,20,12,0,517,193,12,0,20,6,11,0,68,64,404,580,101,33,2,17,37,3,5,62,1,3,1,0,351,8,102,32,2,21,50,2,10,97,0,2,1,16,71,66,3,3,1
20030630KCACLE1,CLE,80,KCA,0,5,20,8,81,88,148,9,1,17,37,20,13,0,570,249,18,1,2,0,1,0,1,2,31,44,5,1,0,0,7,0,1,6,1,0,0,0,349,11,113,39,3,12,72,2,5,109,0,7,9,15,85,85,19,8,0
20030530KCAOAK0,OAK,53,KCA,0,-5,20,10,88,68,140,4,3,15,8,20,6,0,530,206,16,1,20,11,1,0,43,38,447,588,96,20,1,9,28,3,3,87,1,2,1,0,390,7,114,45,5,18,56,5,4,102,0,2,7,13,91,87,5,2,0
20030515SDNATL0,ATL,41,SDN,0,9,20,16,112,77,137,0,0,0,0,20,5,0,546,249,8,1,7,2,2,0,19,18,129,185,25,10,1,6,13,3,4,23,0,2,0,0,339,3,121,35,1,26,67,6,5,105,0,6,7,9,116,108,12,5,2
20030730KCACHA0,CHA,107,KCA,0,11,20,13,118,85,133,7,3,36,39,20,6,0,540,192,8,1,20,7,7,0,56,58,356,503,73,23,1,19,42,1,1,69,0,4,1,0,373,10,119,37,1,30,66,3,5,108,0,3,8,19,105,106,7,6,1
20030404MINTOR0,TOR,4,MIN,0,5,3,0,12,27,21,0,0,0,0,3,6,0,81,28,2,1,20,4,11,0,88,82,423,627,109,27,2,25,47,7,1,89,1,6,1,0,343,6,102,48,5,28,58,3,11,124,0,0,9,12,109,103,6,5,2
20030619CHABOS0,BOS,71,CHA,0,1,20,9,123,121,147,3,1,10,11,20,8,0,541,208,16,3,20,11,5,0,62,58,365,521,89,20,6,11,39,8,0,65,0,2,0,0,377,6,127,45,12,30,71,8,2,119,0,5,9,23,128,116,6,3,1
