gid,team,gameNumber,opp,home,spread,n,wins,scored,allowed,lob,n_vs,wins_vs,scored_vs,allowed_vs,dn,dUR,dTUR,dP,dA,dE,dPB,pn,p_W,p_L,p_SV,p_R,p_ER,p_IP,p_BF,p_S,p_D,p_T,p_HR,p_BB,p_HBP,p_IBB,p_K,p_BK,p_WP,p_PO,p_GDP,b_O,b_E,b_S,b_D,b_T,b_HR,b_BB,b_IBB,b_HBP,b_K,b_I,b_SH,b_SF,b_GDP,b_R,b_RBI,b_SB,b_CS,b_PO
20050410TORBOS0,TOR,6,BOS,1,1,5,3,33,24,24,2,1,17,11,5,1,0,132,59,4,0,30,12,9,0,79,81,561,799,99,32,4,26,82,6,2,161,4,5,1,0,489,15,148,50,11,31,67,3,10,139,0,0,8,22,126,117,15,4,3
20050407SDNPIT0,SDN,3,PIT,1,1,2,1,24,18,19,0,0,0,0,2,2,0,53,21,2,0,27,15,6,0,49,42,499,694,101,27,5,13,49,11,4,173,1,1,1,0,551,15,174,66,6,33,110,5,11,131,0,7,19,18,163,146,11,3,0
20050720SFNATL0,ATL,96,SFN,0,3,30,20,156,106,220,2,1,10,6,30,2,0,800,354,15,0,20,10,5,0,46,42,415,567,88,25,2,9,33,0,4,103,1,1,1,0,386,6,139,41,7,36,105,10,1,161,0,14,6,23,134,129,17,5,1
20050604SDNCHN0,SDN,56,CHN,1,-6,30,23,166,124,231,5,3,18,18,30,1,0,816,289,11,2,30,9,15,0,113,107,532,788,126,54,9,33,47,2,3,112,0,2,1,0,458,11,173,50,9,24,101,7,6,164,0,8,11,18,135,129,15,7,3
20050611PHIMIL0,PHI,63,MIL,1,2,30,20,178,148,231,4,2,16,17,30,12,0,797,317,15,3,30,9,11,0,89,91,535,775,121,47,2,29,46,9,5,126,0,2,0,0,482,5,184,46,4,41,121,13,11,175,0,10,8,22,149,147,18,11,3
20050627TEXANA0,ANA,75,TEX,0,10,30,19,165,107,215,9,7,56,39,30,7,0,817,251,13,3,30,20,8,0,76,75,601,821,123,40,0,19,54,1,1,158,1,0,3,0,553,11,225,45,8,21,84,6,6,135,0,11,4,27,145,119,38,13,2
20050714CLECHA0,CLE,89,CHA,1,-1,30,19,176,134,213,9,3,42,39,30,7,0,801,282,14,0,30,8,10,0,82,78,505,734,110,39,3,17,57,7,1,150,0,5,0,0,548,12,190,73,6,43,81,5,10,202,0,1,13,25,170,165,12,7,1
20050813LANNYN0,NYN,116,LAN,0,4,30,15,156,118,201,4,2,24,18,30,9,0,803,326,17,1,25,7,10,0,59,67,412,585,89,30,3,20,47,2,7,71,1,0,0,0,516,6,166,52,6,27,68,15,6,154,0,7,7,25,131,121,34,8,3
20050821COLCHN0,COL,124,CHN,1,2,30,13,128,160,225,6,2,22,35,30,3,0,807,337,12,4,30,14,9,0,98,99,505,761,136,45,4,22,58,9,5,123,0,4,0,0,480,6,173,46,5,30,74,7,14,176,1,17,4,20,123,114,9,8,0
20050611CHNBOS0,CHN,60,BOS,1,1,30,20,141,100,216,1,1,14,6,30,7,0,807,335,17,1,30,13,9,0,74,67,600,838,106,32,4,15,79,18,3,182,2,8,1,0,534,5,175,56,4,40,70,8,3,171,0,12,8,20,128,128,19,7,1
20050521FLOTBA0,FLO,39,TBA,1,1,30,18,138,118,209,1,1,7,6,30,9,4,776,312,17,1,27,10,10,0,65,68,522,708,108,28,3,13,55,5,1,165,0,11,2,0,505,7,153,61,7,26,69,6,15,168,1,14,13,19,127,138,15,8,3
20050616OAKNYN0,OAK,65,NYN,1,-3,30,13,150,145,207,2,2,8,2,30,9,1,780,289,22,1,4,1,2,0,12,12,63,96,15,2,0,5,9,2,1,17,0,0,1,0,574,13,175,51,5,26,104,5,8,151,0,3,10,30,137,145,8,2,1
20050709FLOCHN0,CHN,86,FLO,0,6,30,11,123,169,170,4,2,29,30,30,5,0,789,318,17,0,29,9,11,0,84,80,533,758,100,33,7,23,70,13,0,192,0,7,2,0,482,8,142,57,3,33,62,4,11,124,0,7,5,20,119,106,6,7,2
20050417BALNYA0,NYA,12,BAL,0,-4,11,4,49,69,96,5,1,22,39,11,14,2,285,100,6,2,22,10,6,0,60,60,396,551,82,36,0,14,35,3,0,83,0,6,1,0,510,11,155,49,5,37,83,7,8,156,0,6,10,16,145,141,19,5,2
20050623SLNPIT0,PIT,71,SLN,0,4,30,13,140,134,212,5,0,10,35,30,14,0,811,361,23,4,18,7,8,0,44,43,307,429,48,23,3,15,33,7,4,75,0,1,1,0,495,11,166,55,9,25,85,13,10,153,0,10,13,28,130,132,5,9,1
20050530HOUCIN0,HOU,50,CIN,1,-9,30,10,103,147,181,6,4,30,18,30,10,1,771,295,20,1,30,12,5,0,59,57,595,797,101,32,3,10,61,3,3,193,1,4,1,0,479,8,127,48,4,24,62,5,11,160,0,5,4,18,93,100,18,8,3
20050628FLOATL0,ATL,77,FLO,0,8,30,15,141,138,221,9,6,37,35,30,4,0,781,343,12,0,11,3,5,0,33,32,189,274,38,12,1,11,23,0,2,55,0,3,0,0,456,17,155,45,10,33,83,11,8,148,0,6,7,25,136,112,32,5,1
20050803WASLAN0,WAS,107,LAN,1,2,30,11,96,117,220,4,2,17,13,30,10,0,832,270,17,1,30,7,9,0,79,79,434,638,74,30,4,24,72,8,9,89,2,5,1,0,491,6,140,50,8,18,89,16,16,194,0,12,3,33,99,95,5,8,3
20050926LANPIT0,PIT,157,LAN,0,-5,30,9,120,153,246,6,2,32,38,30,12,0,813,335,27,3,30,7,16,0,100,93,496,746,110,37,1,20,80,9,6,123,0,7,1,0,423,15,167,41,5,28,44,5,17,174,0,9,6,11,108,97,15,1,0
20050408TORBOS0,BOS,4,TOR,0,1,3,1,12,16,24,0,0,0,0,3,3,0,75,29,3,0,29,9,8,0,87,78,526,749,101,47,3,16,43,20,3,137,0,5,1,0,489,10,181,66,3,37,107,7,12,217,0,1,9,19,156,165,12,7,2
20050423SFNMIL0,MIL,17,SFN,0,-4,16,6,72,66,98,1,1,6,1,16,7,0,442,144,13,2,20,6,9,0,60,57,314,461,62,28,0,20,45,5,2,94,1,3,5,0,446,7,127,48,2,35,95,4,13,197,0,4,3,18,116,114,9,7,0
20050510COLATL0,ATL,33,COL,0,4,30,19,153,97,193,1,0,6,7,30,5,0,804,318,20,1,30,14,8,0,76,67,546,751,131,30,3,16,44,5,4,121,0,3,0,0,464,8,143,60,5,26,80,5,6,176,0,9,8,19,120,128,13,5,2
20050518OAKBOS0,BOS,40,OAK,0,-7,30,19,173,132,252,5,4,33,23,30,6,0,789,287,17,0,30,12,9,0,79,83,564,780,139,41,2,24,18,2,0,108,2,2,2,0,508,8,174,63,6,40,129,7,15,203,0,3,11,17,168,173,3,1,2
20050419PHINYN0,PHI,14,NYN,1,-12,13,7,62,60,103,1,1,5,4,13,8,0,348,134,10,1,20,7,7,0,62,58,346,503,71,27,5,16,30,10,6,82,0,2,0,0,506,13,182,44,6,32,97,12,8,168,0,5,10,18,152,144,19,2,1
20050717CLECHA0,CHA,90,CLE,0,4,30,20,150,123,171,12,9,54,48,30,11,0,823,308,12,2,30,18,8,0,97,94,610,832,122,44,4,29,46,7,2,100,0,3,1,0,540,11,174,46,3,37,74,8,17,198,0,7,11,27,157,141,33,6,4
20050513PHICIN0,PHI,37,CIN,1,10,30,12,100,143,218,1,0,5,7,30,2,0,768,285,8,0,30,10,10,0,94,92,526,741,84,52,2,31,53,5,4,137,2,2,2,0,504,7,171,43,4,29,102,5,6,179,0,17,7,17,118,113,17,5,4
20050830TORBAL0,TOR,131,BAL,1,5,30,14,122,136,215,13,7,59,53,30,11,0,840,324,25,0,30,8,10,0,90,81,519,732,117,37,3,26,35,12,3,100,0,5,0,0,584,6,197,55,7,28,86,3,17,162,0,5,7,29,137,133,12,5,1
20050817ANATOR0,ANA,120,TOR,1,-3,30,16,144,117,210,5,1,11,21,30,14,0,834,299,21,2,30,8,10,0,75,76,558,783,131,42,3,21,57,6,0,102,0,5,3,0,617,8,199,49,3,24,74,12,10,144,1,9,7,22,129,141,43,10,4
20050719PITHOU1,HOU,93,PIT,0,6,30,19,151,107,215,6,2,30,22,30,17,0,796,300,19,3,5,0,4,0,29,25,71,115,16,12,1,10,7,0,0,23,1,1,0,0,529,5,166,58,4,23,80,9,17,119,0,8,5,22,131,114,16,8,0
20050904MINCLE0,CLE,136,MIN,0,-2,30,21,174,122,205,15,7,46,56,30,10,0,804,292,18,0,30,14,13,0,100,94,553,780,132,43,2,16,45,7,2,100,0,2,3,0,524,15,189,78,5,41,81,5,6,199,0,10,10,20,171,166,13,6,4
20050514PHICIN0,CIN,36,PHI,0,8,30,10,132,190,216,2,1,9,17,30,12,0,794,294,20,1,30,9,10,0,85,91,534,763,104,44,6,26,51,6,4,138,0,7,0,0,459,4,144,58,5,25,117,10,16,262,0,8,3,15,129,100,16,7,2
20050815COLMIL0,COL,119,MIL,1,9,30,13,124,169,227,3,0,3,19,30,5,0,798,318,15,7,19,6,5,0,53,57,340,506,95,27,3,7,38,7,5,47,1,7,2,0,460,8,154,49,5,27,71,8,14,160,1,10,6,22,105,98,8,7,2
20050911MILHOU0,MIL,143,HOU,1,2,30,14,129,129,188,11,4,44,53,30,9,0,805,273,20,1,3,0,0,0,4,5,46,66,11,3,0,0,8,1,0,11,0,0,0,0,445,6,135,49,1,30,55,7,10,147,0,4,5,17,102,103,11,6,3
20050514CHABAL0,CHA,37,BAL,1,-3,30,23,141,95,195,2,2,8,5,30,7,0,809,329,17,3,30,15,10,0,82,88,605,834,113,46,2,21,60,6,3,171,1,9,0,0,552,8,185,40,3,26,95,4,15,159,2,10,14,21,140,113,39,17,4
20050906CHAKCA0,KCA,136,CHA,0,-1,30,6,119,195,188,12,2,43,67,30,12,9,803,319,22,1,30,6,13,0,117,113,488,744,125,49,4,28,54,8,3,78,0,3,1,0,528,7,161,49,8,20,75,4,13,173,0,2,9,22,106,119,7,7,4
20050523MILCOL0,MIL,44,COL,1,1,30,15,130,122,219,0,0,0,0,30,11,0,782,282,21,3,26,9,11,0,74,72,441,630,86,34,0,25,56,6,2,125,1,3,8,0,530,9,160,61,3,23,73,7,10,165,0,8,6,23,119,112,7,5,0
20050520TORWAS0,WAS,42,TOR,0,-5,30,16,121,113,214,0,0,0,0,30,10,0,801,278,18,2,16,4,5,0,52,48,219,336,42,21,1,18,33,2,6,56,0,3,0,0,518,11,173,55,4,23,85,11,19,182,0,12,9,24,135,105,15,8,1
20050506CINLAN0,LAN,28,CIN,0,7,27,17,136,113,202,0,0,0,0,27,6,0,726,318,18,0,26,10,10,0,52,54,462,633,91,33,3,13,40,3,6,119,0,5,0,0,484,12,161,46,4,29,101,4,15,166,0,6,12,18,130,121,9,9,0
20050928SEATEX0,SEA,158,TEX,1,-4,30,13,123,128,214,17,5,76,89,30,4,0,786,313,11,1,30,8,10,0,108,113,582,833,153,42,3,24,50,6,4,111,1,7,0,0,479,8,151,52,7,15,73,13,7,126,0,4,3,15,91,99,13,5,3
20050829KCAMIN0,MIN,131,KCA,0,2,30,14,118,111,183,12,9,68,61,30,7,0,832,326,20,1,2,1,1,0,4,4,36,47,6,3,0,1,3,0,0,10,0,0,0,0,574,9,154,50,7,30,65,13,5,196,0,8,4,32,118,107,18,6,2
20050814COLWAS0,WAS,117,COL,0,7,30,9,99,112,202,5,3,22,10,30,15,0,811,282,21,1,30,8,8,0,64,67,534,750,108,30,2,17,57,6,8,174,1,8,2,0,496,5,140,55,4,20,88,12,14,209,0,16,4,29,98,99,4,5,2
20050923MILSLN0,MIL,153,SLN,1,3,30,15,132,118,212,13,3,44,67,30,9,0,809,261,20,1,30,17,10,0,79,77,577,821,109,40,2,28,70,12,4,154,4,3,9,0,499,10,167,54,3,28,75,13,11,209,0,10,7,13,125,120,14,6,4
20050920TORSEA0,SEA,151,TOR,0,-2,30,13,136,133,201,7,3,38,44,30,6,0,792,322,12,2,6,2,4,0,19,17,102,151,24,3,0,6,15,3,1,11,0,0,1,0,574,10,175,57,8,22,71,13,10,154,0,6,6,19,129,121,17,10,4
20050606LANDET0,DET,55,LAN,0,-2,30,14,112,136,196,0,0,0,0,30,25,1,810,321,27,1,30,12,11,0,80,85,561,794,108,35,5,20,57,8,3,171,0,7,2,0,489,8,165,54,12,21,56,7,5,175,0,6,5,19,106,97,17,8,4
20050507TBAMIN0,TBA,31,MIN,1,-7,30,11,142,187,202,1,0,1,7,30,16,0,783,256,26,2,13,2,6,0,34,34,193,294,40,15,5,7,34,4,0,63,0,4,2,0,504,6,202,53,9,15,41,5,11,174,0,8,12,18,122,122,27,7,1
20050708KCAMIN0,KCA,85,MIN,1,-1,30,12,137,171,207,9,2,43,52,30,10,0,780,314,22,1,30,7,14,0,89,92,515,751,132,39,4,24,37,13,0,112,1,3,3,0,527,7,192,45,7,20,65,4,12,156,0,7,5,22,131,112,9,0,5
20050419COLARI0,COL,13,ARI,1,7,12,2,56,90,94,4,0,7,16,12,4,0,306,126,7,0,9,3,2,0,29,28,137,209,30,13,0,10,20,1,2,35,0,2,0,0,375,5,147,54,2,31,62,9,10,152,0,9,5,21,121,110,9,4,3
20050425LANARI0,ARI,20,LAN,0,2,19,11,87,98,142,3,1,22,24,19,8,0,516,213,8,0,30,12,9,0,103,108,531,781,126,37,6,28,53,10,3,136,2,12,1,0,494,4,158,49,3,22,83,13,4,128,0,8,11,15,120,93,13,5,1
20050520NYNNYA0,NYA,42,NYN,0,3,30,17,186,144,221,0,0,0,0,30,17,0,798,343,22,2,28,12,10,0,87,85,507,722,125,45,0,16,40,6,0,102,0,8,1,0,460,7,167,45,3,36,92,9,7,139,0,6,11,19,155,148,19,7,1
20050823NYATOR0,TOR,125,NYA,0,-1,30,16,135,126,214,9,3,30,49,30,10,0,841,324,23,1,30,10,13,0,93,88,526,762,147,44,2,22,29,8,3,93,1,1,1,0,580,13,190,55,5,28,88,2,18,162,0,6,8,30,152,129,11,6,1
20050922KCACLE0,KCA,152,CLE,1,-5,30,13,143,156,207,15,5,48,83,30,5,1,803,319,20,0,26,8,12,0,83,84,433,633,92,37,5,16,64,7,0,84,0,4,2,0,495,9,187,45,9,18,72,4,7,156,0,9,8,22,115,116,10,7,2
20050606PHIARI0,ARI,58,PHI,0,2,30,14,128,160,237,3,0,15,22,30,15,0,793,312,19,4,30,10,10,0,83,69,567,834,135,32,3,18,80,7,8,155,1,16,2,0,509,9,158,57,5,27,87,7,8,203,0,17,7,18,119,117,4,6,1
20050824SFNPHI0,SFN,126,PHI,1,-3,30,13,98,127,202,5,1,20,31,30,9,0,800,278,17,2,20,6,7,0,59,59,315,479,71,35,1,13,48,1,2,64,1,4,0,0,510,6,187,48,4,16,58,4,10,164,0,10,5,28,100,91,11,3,0
20050704COLLAN0,COL,81,LAN,1,-1,30,13,136,161,206,6,2,29,29,30,16,1,787,296,27,5,10,3,5,0,30,28,143,221,29,14,2,8,15,8,3,37,0,1,3,0,433,11,163,46,6,17,72,10,6,189,0,9,4,22,104,102,10,7,1
20050826SFNNYN0,SFN,127,NYN,1,-1,30,13,98,118,208,3,1,8,20,30,9,0,800,276,19,2,9,2,3,0,34,32,133,209,23,14,1,12,25,2,2,31,0,1,0,0,512,5,181,48,5,15,61,5,9,141,0,8,7,27,96,85,13,3,0
20050706ANAMIN0,MIN,82,ANA,0,-1,30,16,138,134,187,5,3,20,15,30,11,0,819,340,18,2,30,19,4,0,59,62,622,798,93,31,4,19,38,4,1,250,0,6,0,0,523,5,172,53,8,24,76,4,16,171,0,6,9,23,133,120,25,9,2
20050620PITWAS0,PIT,68,WAS,1,-3,30,14,140,128,219,0,0,0,0,30,14,0,811,350,23,4,30,9,11,0,82,81,560,777,125,41,3,18,54,1,2,94,0,4,0,0,502,9,155,55,11,24,88,10,9,154,0,7,15,32,126,118,7,9,1
20050720ANAOAK0,OAK,94,ANA,0,3,30,22,164,101,227,8,4,23,31,30,11,0,836,321,15,0,30,10,11,0,76,81,584,803,100,32,2,19,71,7,0,146,0,5,0,0,605,11,200,69,3,31,109,4,7,134,0,3,12,35,161,146,8,7,1
20050510COLATL0,COL,30,ATL,1,-4,29,8,134,174,203,1,1,7,6,29,7,0,749,300,22,0,30,10,10,0,97,100,573,859,144,41,5,21,87,7,11,127,1,9,0,0,483,14,174,47,5,22,67,6,11,161,0,15,3,22,114,105,8,6,2
20050821OAKKCA0,KCA,122,OAK,0,1,30,7,112,205,177,5,1,7,37,30,14,8,772,292,26,1,24,8,11,0,78,79,418,609,88,35,5,15,62,7,0,81,0,4,2,0,480,11,150,44,6,21,55,6,6,168,0,7,6,29,103,112,8,2,5
20050817HOUCHN0,HOU,121,CHN,1,-2,30,20,143,91,221,8,4,39,28,30,10,0,810,308,18,0,30,17,10,0,66,62,637,869,145,40,7,14,40,7,4,148,1,3,1,0,541,12,186,44,3,27,78,9,18,165,0,17,5,25,122,104,21,8,0
20050621SDNLAN0,SDN,71,LAN,1,1,30,15,130,126,212,6,2,11,22,30,8,0,804,279,11,1,30,11,8,0,81,81,555,790,116,46,4,20,52,8,1,127,1,9,1,0,506,10,168,50,6,20,92,6,9,165,0,11,6,26,111,99,19,7,6
20050714BOSNYA0,BOS,88,NYA,1,-2,30,18,166,143,233,9,5,57,36,30,4,0,784,275,16,2,30,14,7,0,89,82,559,780,109,50,4,17,41,14,1,122,1,8,2,0,522,13,177,75,6,37,96,8,6,195,0,1,12,26,162,165,11,1,2
20050531WASATL0,ATL,51,WAS,0,-1,30,17,156,123,186,6,2,22,23,30,10,0,786,342,19,2,30,17,6,0,59,63,569,789,133,36,1,13,62,1,2,87,1,2,4,0,463,14,135,63,4,28,78,5,4,159,0,6,11,20,134,127,17,2,1
20050814KCADET2,DET,116,KCA,0,1,30,13,150,162,209,11,7,64,48,30,10,0,793,322,16,0,30,10,15,0,100,94,560,798,148,30,6,27,45,8,2,107,0,9,2,0,553,11,187,59,4,28,78,5,14,169,1,10,17,24,137,137,15,5,2
20050924CINPHI0,CIN,155,PHI,1,1,30,15,142,145,232,5,2,34,36,30,8,0,805,289,19,1,30,6,13,0,122,123,488,754,117,53,5,35,48,5,2,109,0,8,0,0,480,10,141,59,2,32,102,9,18,231,0,8,7,17,137,128,13,7,3
20050612PITTBA0,PIT,61,TBA,1,-2,30,17,147,101,203,2,2,25,4,30,11,0,806,364,17,3,30,11,7,0,74,72,531,753,114,45,3,18,54,5,9,76,1,3,1,0,465,9,146,60,9,26,80,10,6,124,0,14,10,21,136,124,8,10,1
20050906CINMIL0,CIN,139,MIL,1,1,30,15,145,133,219,10,4,45,60,30,9,3,801,297,19,1,30,11,12,0,82,83,593,822,118,41,7,20,52,7,2,152,0,5,0,0,493,9,166,46,4,41,101,7,10,225,0,6,5,14,153,144,23,3,6
20050508ARIPIT0,PIT,30,ARI,0,14,29,12,98,146,212,3,2,13,12,29,9,0,769,287,18,5,30,7,10,0,84,90,525,788,121,34,5,20,81,8,6,144,0,5,1,0,439,8,127,38,8,24,59,5,7,166,0,6,2,16,87,81,7,4,0
20050909NYABOS0,NYA,140,BOS,1,4,30,19,146,120,215,13,7,57,87,30,3,0,809,285,11,1,5,4,0,0,7,8,105,139,20,6,0,1,10,2,0,16,0,0,0,0,532,12,181,50,2,36,103,10,12,192,0,4,10,24,141,143,8,7,1
20050413SLNCIN0,CIN,8,SLN,0,1,7,3,30,29,50,1,0,1,5,7,1,0,177,66,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,7,155,49,6,27,77,5,19,205,0,4,5,15,140,123,14,5,0
20050610HOUTOR0,TOR,61,HOU,0,-2,30,15,139,121,174,0,0,0,0,30,6,0,780,328,14,2,30,10,13,0,90,96,510,749,98,38,4,22,78,8,3,136,4,4,1,0,468,9,139,41,7,27,61,1,13,125,0,5,7,19,118,122,12,6,1
20050902PITCHN0,PIT,134,CHN,1,-4,30,11,150,150,204,11,3,31,52,30,10,2,790,317,28,2,30,8,9,0,93,89,530,758,130,36,4,26,42,5,11,83,1,2,1,0,475,18,164,44,5,28,69,7,20,186,0,6,8,17,118,129,15,3,0
20050523SLNPIT0,SLN,44,PIT,1,2,30,19,166,135,229,2,2,18,2,30,19,0,795,338,22,1,30,17,6,0,83,78,592,819,135,36,2,21,42,5,2,176,0,6,1,0,488,14,164,52,6,30,62,7,16,140,0,16,5,17,135,126,15,5,3
20050521DETARI0,ARI,44,DET,0,-1,30,19,126,130,231,1,1,6,2,30,5,0,826,339,14,2,30,13,8,0,108,111,549,813,128,34,10,29,86,8,0,109,2,7,0,0,524,10,167,61,5,28,85,5,7,213,0,7,9,15,117,128,14,4,2
20050614TBAMIL0,MIL,64,TBA,0,4,30,11,108,121,208,1,0,3,5,30,11,0,773,282,16,2,24,7,10,0,60,52,399,579,90,31,2,17,44,2,2,51,0,6,0,0,478,5,135,60,3,28,64,11,6,144,0,7,4,25,96,110,14,7,0
20050605NYNSFN2,NYN,57,SFN,1,11,30,16,128,119,214,2,1,8,7,30,9,1,794,293,21,0,30,12,11,0,88,90,582,814,131,36,5,17,45,9,5,136,0,6,1,0,510,14,144,45,9,26,77,15,8,191,0,14,6,25,123,114,21,8,1
20050726COLNYN0,NYN,100,COL,0,-1,30,18,150,113,177,1,0,3,5,30,8,0,809,307,23,1,30,7,13,0,98,98,489,708,89,31,4,26,79,5,3,107,0,2,0,0,531,11,173,52,8,30,58,5,11,172,0,11,10,10,134,129,36,7,3
20050910WASATL0,WAS,143,ATL,1,-4,30,14,123,133,205,17,9,74,73,30,8,0,803,298,19,0,30,15,6,0,90,88,625,907,168,41,6,17,62,13,12,122,2,3,4,0,520,7,159,53,6,31,63,5,20,166,0,15,5,28,122,124,7,9,2
20050416WASARI0,WAS,11,ARI,1,6,10,6,41,55,69,1,1,5,3,10,1,0,264,103,5,0,20,4,8,0,54,57,316,471,65,21,2,18,43,8,4,105,0,0,2,0,477,12,147,48,7,29,72,10,9,181,0,12,5,26,116,110,3,6,0
20050514DETANA1,ANA,35,DET,0,2,30,17,127,122,172,3,1,6,15,30,10,0,801,299,21,1,30,18,12,0,96,92,574,797,109,40,2,28,61,0,1,139,1,0,4,0,548,5,162,48,7,30,71,6,7,164,1,4,5,19,125,122,22,11,3
20050531CHAANA0,ANA,52,CHA,0,-1,30,18,123,106,166,5,2,14,13,30,8,0,803,312,16,3,30,15,8,0,85,85,551,793,137,38,3,18,61,8,1,162,0,16,0,0,557,7,182,46,7,17,54,10,6,165,1,5,8,21,118,120,22,10,1
20050418BALDET0,BAL,13,DET,1,-10,12,8,71,59,92,0,0,0,0,12,2,0,318,121,8,2,28,6,10,0,79,72,436,668,111,31,3,13,72,8,1,127,3,7,0,0,527,9,191,64,7,42,87,6,16,194,0,8,12,16,170,174,17,4,0
20050614ANAWAS0,WAS,65,ANA,0,3,30,19,113,120,198,1,0,1,11,30,8,0,808,292,19,0,30,14,9,0,78,85,656,907,141,40,5,15,66,8,14,145,1,1,0,0,477,13,151,56,5,19,77,15,15,189,0,7,5,25,112,101,12,8,2
20050415TEXTOR0,TEX,11,TOR,1,2,10,4,53,60,81,1,0,1,2,10,5,0,274,119,7,0,30,12,11,0,94,96,555,800,150,43,5,16,39,8,6,77,0,1,1,0,530,17,165,60,8,34,81,7,7,195,0,4,9,17,142,144,11,2,1
20050719WASCOL0,WAS,94,COL,1,4,30,16,114,127,218,1,0,4,5,30,9,0,815,282,15,4,30,6,7,0,72,75,500,726,107,31,2,21,64,7,6,162,1,3,2,0,452,13,171,45,5,33,76,12,10,203,0,17,5,16,123,124,3,7,2
20050811ATLSFN0,ATL,115,SFN,1,-2,30,19,139,115,209,5,4,26,12,30,5,0,804,355,16,2,30,13,8,0,84,79,577,828,134,45,5,15,58,8,6,117,0,0,1,0,444,7,177,46,9,35,68,11,9,164,0,7,7,23,125,125,7,7,2
20050510SFNPIT0,PIT,32,SFN,0,3,30,13,113,141,217,4,0,12,20,30,8,0,793,310,17,5,11,4,6,0,28,27,185,255,30,11,2,7,19,5,2,50,0,0,1,0,439,8,122,37,7,26,56,6,6,148,0,4,3,15,92,88,9,4,0
20050415CHASEA0,CHA,10,SEA,1,2,9,6,38,38,50,0,0,0,0,9,2,0,246,94,7,1,30,12,10,0,109,105,585,827,126,43,4,31,60,3,2,98,0,3,1,0,545,10,152,53,1,35,44,5,13,138,0,11,12,27,114,135,9,8,2
20050428CLEDET0,CLE,21,DET,1,-1,20,8,77,90,132,4,2,15,30,20,9,0,534,210,17,0,29,9,8,0,90,87,499,738,114,50,2,16,53,8,5,140,0,4,0,0,465,9,129,44,4,33,79,10,10,186,0,4,3,18,108,106,9,9,3
20050619OAKPHI0,PHI,70,OAK,0,-3,30,21,167,129,221,2,1,7,3,30,12,0,806,340,20,2,30,17,8,0,98,91,592,832,155,38,1,30,29,0,3,124,0,7,1,0,529,3,218,47,7,33,118,15,10,167,0,4,7,21,165,137,25,13,1
20050819CHANYA0,CHA,119,NYA,1,-2,30,15,140,137,188,3,2,6,5,30,13,0,832,315,18,2,30,19,8,0,87,87,618,845,135,42,2,26,45,7,1,101,0,3,1,0,552,5,167,46,4,40,74,5,17,188,0,6,8,23,127,137,14,10,1
20050901HOUCIN0,CIN,134,HOU,0,-2,30,18,162,127,218,16,4,56,84,30,11,3,801,299,20,1,30,11,12,0,86,87,585,817,121,41,6,22,50,5,2,151,0,5,0,0,436,7,140,53,4,47,86,8,10,195,0,7,10,18,145,144,10,2,3
20050913TEXBAL0,TEX,145,BAL,1,-1,30,14,148,162,180,8,5,47,36,30,19,0,795,301,24,1,15,4,7,0,62,58,245,376,72,21,1,15,26,3,1,42,1,4,4,0,599,10,149,65,5,51,74,5,6,168,1,4,8,24,147,155,9,1,1
20050803SFNCOL0,COL,106,SFN,0,1,30,12,115,148,208,10,4,49,61,30,9,0,793,310,20,4,14,3,6,0,41,39,220,330,49,21,2,9,23,9,3,56,0,3,4,0,377,6,136,36,3,18,50,3,12,145,0,12,5,20,90,75,12,8,1
20050805TEXBAL0,BAL,109,TEX,0,5,30,9,110,160,226,4,1,16,21,30,14,0,783,286,24,4,27,8,7,0,77,73,489,693,103,28,4,27,55,6,0,111,1,1,1,0,605,14,171,66,6,27,67,3,5,156,0,3,5,36,107,102,17,2,1
20050927SDNSFN0,SDN,157,SFN,1,3,30,14,117,143,213,15,9,78,63,30,18,0,799,275,30,3,30,14,9,0,84,77,535,782,123,50,4,18,51,9,5,141,0,5,0,0,479,8,148,55,4,27,89,5,7,144,0,6,12,18,106,125,6,5,5
20050522LANANA0,ANA,43,LAN,0,-4,30,19,116,105,175,2,2,12,1,30,10,0,798,319,21,1,27,12,10,0,80,74,499,707,122,37,6,21,26,4,1,105,0,2,1,0,487,7,170,35,3,21,58,8,3,153,1,11,6,15,106,98,23,9,3
20050419WASFLO0,FLO,14,WAS,0,3,13,7,61,29,86,4,3,28,7,13,5,0,362,172,9,0,1,0,0,0,2,2,14,19,1,0,0,2,3,0,0,3,0,0,0,0,487,10,163,43,3,22,80,8,21,152,0,7,14,25,120,124,18,10,2
20050412ARICOL0,ARI,8,COL,1,2,7,4,43,47,55,1,1,2,0,7,8,0,195,74,5,0,30,6,15,0,92,76,530,805,127,25,5,15,93,10,10,135,1,15,1,0,517,6,157,43,1,31,107,7,5,194,0,14,6,16,137,96,13,8,3
20050507NYAOAK0,NYA,31,OAK,1,5,30,11,152,173,231,1,0,3,6,30,22,2,789,318,18,3,30,13,9,0,89,87,556,783,143,31,3,23,45,5,1,143,0,6,0,0,454,7,158,45,2,27,79,5,8,151,0,3,12,16,117,128,15,8,0
20050527ATLPHI0,PHI,49,ATL,0,4,30,14,131,130,225,6,2,11,34,30,6,0,773,280,12,2,30,12,10,0,95,91,558,806,130,43,6,18,51,7,4,114,0,4,0,0,490,9,179,45,3,29,101,14,11,190,0,10,4,20,136,104,20,7,2
