gid,team,gameNumber,opp,home,spread,n,wins,scored,allowed,lob,n_vs,wins_vs,scored_vs,allowed_vs,dn,dUR,dTUR,dP,dA,dE,dPB,pn,pW,pL,pSV,pR,pER,pIP,pBF,pS,pD,pT,pHR,pBB,pHBP,pIBB,pK,pBK,pWP,pPO,pGDP,bO,bE,bS,bD,bT,bHR,bBB,bIBB,bHBP,bK,bI,bSH,bSF,bGDP,bR,bRBI,bSB,bCS,bPO
20170930TBABAL0,TBA,161,BAL,1,1,20,8,77,98,131,17,9,88,77,20,15,2,540,173,16,1,20,5,8,0,62,56,329,480,79,19,2,19,31,2,0,137,0,9,0,0,301,7,87,24,3,31,43,4,10,184,0,1,6,11,77,77,3,6,2
20170514CLEMIN0,CLE,36,MIN,1,5,20,10,69,64,129,5,3,21,12,20,5,0,524,195,13,0,20,7,9,0,76,77,348,510,73,27,4,19,47,5,0,108,1,2,1,0,331,4,89,26,4,16,62,1,5,124,0,6,6,17,67,65,7,6,0
20170822PHIMIA2,PHI,124,MIA,1,-3,20,6,74,117,137,9,4,43,50,20,14,0,510,178,11,5,18,4,8,0,64,65,281,408,55,21,3,19,40,3,0,99,2,7,3,0,251,3,79,15,2,11,39,3,4,134,0,3,2,7,50,50,2,2,0
20170831MILWAS0,WAS,133,MIL,0,-3,20,14,87,55,133,3,2,23,15,20,3,0,546,191,7,0,20,10,5,0,36,38,391,526,63,19,0,13,41,5,4,118,0,6,0,0,334,5,107,27,1,21,74,8,3,140,0,5,6,13,91,85,22,6,2
20170414CLEDET0,DET,10,CLE,0,1,9,6,37,43,51,0,0,0,0,9,5,0,240,66,6,1,14,4,2,0,28,29,224,325,54,16,2,10,24,0,0,73,0,1,0,0,263,2,95,28,2,28,84,3,9,173,0,2,2,12,85,79,3,7,3
20170508OAKANA0,ANA,34,OAK,0,-1,20,10,76,85,135,7,5,27,22,20,2,0,549,183,11,0,20,6,9,0,47,51,365,494,71,22,0,20,28,4,1,86,0,5,2,0,360,5,119,21,2,16,55,3,4,141,0,3,2,23,74,65,12,3,0
20170622NYAANA0,NYA,70,ANA,1,-5,20,9,130,85,154,5,2,23,25,20,7,0,526,193,9,1,20,5,7,0,56,57,328,462,60,22,1,18,34,5,0,119,0,2,0,0,321,10,127,41,2,42,75,2,5,163,0,0,6,14,136,126,9,4,2
20170705MINANA0,ANA,89,MIN,0,1,20,9,83,93,112,6,1,25,34,20,2,0,525,177,8,0,4,2,1,0,12,12,71,99,16,3,0,7,7,2,0,13,0,1,1,0,335,4,121,33,3,20,43,1,9,154,0,2,5,15,93,80,17,8,2
20170425ARISDN0,SDN,22,ARI,0,-6,20,8,66,89,116,4,2,13,19,20,9,0,524,211,16,2,13,5,5,0,30,23,237,333,67,8,1,8,29,0,0,49,1,2,1,0,284,7,81,23,4,25,38,3,10,148,0,5,4,21,63,72,7,4,0
20170902HOUNYN2,NYN,135,HOU,0,-3,20,6,79,102,135,1,0,8,12,20,13,0,522,171,11,1,20,10,4,0,52,52,349,493,76,22,4,16,30,4,4,83,0,2,0,0,312,3,99,25,2,21,41,1,7,146,0,3,8,20,60,83,5,4,0
20170522HOUDET0,HOU,45,DET,1,1,20,14,115,79,128,0,0,0,0,20,7,0,538,206,16,2,5,0,1,0,12,10,74,99,4,9,0,4,11,0,0,21,0,2,0,0,345,9,110,39,3,32,61,1,13,137,4,1,5,17,116,109,5,2,2
20170511ARIPIT0,ARI,36,PIT,1,1,20,9,91,84,142,0,0,0,0,20,4,1,534,203,8,1,20,8,6,0,58,55,347,492,75,23,1,20,30,0,3,108,0,2,0,0,313,7,112,32,4,22,53,6,6,160,0,2,4,10,92,74,27,6,5
20170630ARICOL0,COL,82,ARI,0,3,20,9,91,117,132,9,5,39,47,20,3,0,530,192,11,3,20,6,7,0,55,55,333,475,70,20,3,10,40,8,2,119,0,6,2,0,271,4,111,26,5,19,48,3,1,182,0,8,2,8,78,90,10,7,2
20170818COLMIL0,COL,122,MIL,1,4,20,9,91,90,139,4,3,16,17,20,4,0,532,214,4,2,20,9,5,0,52,52,340,485,70,22,6,12,35,7,2,107,0,3,1,0,306,1,112,44,2,23,59,7,10,152,0,6,4,22,98,97,10,3,0
20170926MILCIN0,CIN,157,MIL,0,-1,20,8,81,97,123,16,7,82,104,20,6,0,525,193,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,2,102,27,4,19,53,8,3,146,0,3,8,13,68,74,12,3,2
20170531PITARI0,PIT,54,ARI,1,-1,20,10,86,93,137,6,3,19,26,20,3,0,536,220,8,2,20,5,9,0,54,55,287,422,62,33,4,10,28,5,4,76,0,3,0,0,326,6,103,32,4,16,56,5,7,126,0,3,3,12,73,72,8,7,1
20170527COLSLN0,SLN,46,COL,0,3,20,11,92,76,142,1,0,0,10,20,6,0,584,231,13,1,20,8,7,0,66,65,331,498,90,29,4,16,40,2,5,94,0,1,0,0,313,4,117,42,3,18,62,1,6,156,0,6,7,20,78,80,13,5,2
20170622TEXTOR0,TOR,72,TEX,0,-7,20,11,80,104,127,6,4,26,27,20,9,0,531,171,15,0,20,7,8,0,47,45,377,515,90,20,0,13,35,3,0,97,1,1,1,0,322,7,82,19,0,27,46,0,8,136,0,2,3,20,68,58,7,0,2
20170605CHNMIA0,MIA,56,CHN,0,-2,20,11,94,92,143,0,0,0,0,20,5,0,528,181,12,0,20,10,5,0,46,46,338,472,42,27,1,19,44,7,3,115,0,0,0,0,283,8,104,34,2,16,47,5,8,132,1,7,4,19,79,70,10,2,4
20170919SDNARI0,SDN,151,ARI,1,4,20,10,68,93,124,17,7,66,109,20,4,0,530,197,10,1,12,2,4,0,45,43,164,259,49,13,1,13,21,1,0,39,0,0,0,0,293,7,87,25,2,18,44,3,7,160,0,4,1,11,65,50,11,1,0
20170903CHATBA0,CHA,135,TBA,1,4,20,8,80,118,127,5,2,16,19,20,1,0,522,182,15,0,6,1,2,0,16,14,87,127,14,4,2,7,14,2,0,15,1,1,1,0,274,4,102,30,6,25,28,5,11,147,0,3,7,17,69,77,6,2,1
20170530TEXTBA0,TBA,55,TEX,0,-4,20,12,110,84,141,1,1,10,8,20,5,0,558,196,16,4,20,7,7,0,58,60,330,477,73,28,0,22,29,3,0,104,2,5,1,0,296,5,115,35,3,36,65,9,7,200,0,3,6,14,102,112,9,4,3
20170518OAKBOS0,OAK,41,BOS,1,5,20,7,77,109,140,0,0,0,0,20,18,0,514,184,20,2,20,2,10,0,72,69,316,467,79,28,1,18,32,1,0,77,0,14,1,0,337,6,93,32,1,24,56,0,4,161,0,1,5,12,69,63,8,4,2
20170525HOUDET0,HOU,48,DET,1,1,20,13,104,76,131,3,2,10,8,20,7,0,538,208,15,3,20,5,6,0,57,54,321,462,61,24,1,26,34,1,0,99,0,14,1,0,342,9,104,39,4,30,67,3,6,122,3,3,6,24,105,105,6,3,2
20170425MILCIN0,MIL,22,CIN,1,8,20,10,97,92,114,5,4,35,21,20,11,0,539,206,13,3,20,7,6,0,56,62,340,495,91,25,5,14,27,3,1,95,0,3,1,0,291,5,75,43,2,34,61,2,5,174,0,2,2,11,91,90,20,6,4
20170803MINTEX0,MIN,106,TEX,1,-3,20,7,86,105,151,3,2,14,17,20,7,1,528,202,12,2,16,4,4,0,37,36,239,354,48,22,1,11,33,4,3,65,1,1,2,0,329,8,110,40,4,14,74,3,7,177,0,2,4,9,88,76,6,2,1
20170427SFNLAN0,LAN,23,SFN,0,4,20,9,77,73,152,3,1,6,7,20,2,0,522,170,12,2,15,4,2,0,26,25,208,298,51,14,0,4,27,4,0,77,0,2,3,0,232,2,82,31,4,14,45,2,8,112,0,3,3,14,61,56,7,3,2
20170714OAKCLE0,OAK,90,CLE,1,5,20,8,84,101,140,4,1,10,23,20,8,0,537,224,13,2,20,6,8,0,63,58,333,469,71,24,1,14,37,1,0,101,0,7,0,0,284,4,85,36,1,21,82,2,4,187,0,1,1,20,88,66,18,1,2
20170527HOUBAL0,HOU,50,BAL,1,3,20,14,99,71,124,1,1,2,0,20,7,0,538,206,14,3,20,13,3,0,37,42,411,535,69,20,3,15,33,1,0,111,0,4,0,0,326,8,108,35,3,33,60,1,10,140,1,0,4,15,96,111,7,2,2
20170605MILSFN0,MIL,58,SFN,1,-5,20,10,92,85,151,0,0,0,0,20,6,0,553,196,10,1,20,8,3,0,34,33,355,483,56,19,3,11,42,4,2,100,0,7,5,0,250,5,94,25,2,17,56,4,7,138,0,11,0,7,77,68,12,6,3
20170703PHIPIT0,PHI,81,PIT,1,4,20,6,75,88,154,3,1,10,9,20,1,0,553,202,10,0,20,7,10,0,63,66,313,471,94,16,3,11,37,6,1,109,0,0,0,0,297,5,98,25,2,10,60,2,4,147,0,1,1,15,54,41,7,2,2
20170727NYATBA0,TBA,103,NYA,0,-1,20,11,74,78,120,9,4,34,40,20,5,0,534,181,12,1,20,6,6,0,59,55,387,541,78,22,4,14,43,4,0,162,0,11,0,0,306,6,100,30,1,25,54,3,4,174,1,1,6,25,72,66,7,6,0
20170918NYAMIN0,MIN,150,NYA,0,-1,20,12,128,86,136,3,2,13,9,20,0,0,534,171,4,3,20,8,5,0,63,58,371,532,78,23,5,22,33,7,0,108,1,8,0,0,341,5,112,33,11,38,66,2,8,128,0,6,12,11,135,126,14,5,0
20170702ARICOL0,COL,84,ARI,0,-1,20,8,90,122,133,11,6,47,56,20,4,0,527,182,12,3,15,6,5,0,40,40,237,354,53,20,8,8,23,8,2,68,0,3,0,0,291,4,133,20,5,16,47,3,1,169,0,9,2,11,86,89,12,8,2
20170703WASNYN0,NYN,82,WAS,0,-1,20,10,94,109,131,10,3,38,67,20,8,0,525,184,14,2,20,6,8,0,49,47,374,512,79,21,1,17,27,3,3,112,1,4,0,0,320,8,92,34,4,25,50,2,3,134,0,5,5,22,68,69,2,1,1
20170527MINTBA0,MIN,45,TBA,1,2,20,12,89,100,144,1,0,2,5,20,7,1,540,184,7,0,4,1,1,0,10,9,49,73,6,5,1,4,10,1,0,13,0,1,1,0,335,2,100,36,2,23,66,0,7,146,0,3,5,10,82,82,6,6,1
20170404HOUSEA0,HOU,2,SEA,1,1,1,1,3,0,3,1,1,3,0,1,0,0,27,11,0,0,14,6,5,0,28,29,243,352,56,16,3,5,44,0,1,106,2,9,0,0,332,4,137,28,4,29,46,5,2,138,2,1,4,18,84,92,10,5,1
20170922CHAKCA0,CHA,153,KCA,1,1,20,9,100,94,135,16,8,90,74,20,3,0,527,180,11,0,12,4,6,0,38,37,194,291,45,15,3,8,26,0,0,54,0,6,0,0,298,6,123,31,7,32,54,3,11,182,0,1,6,18,104,101,20,1,0
20170724CLECIN0,CLE,97,CIN,1,4,20,11,99,68,152,3,1,12,16,20,6,0,528,181,9,0,20,7,10,0,65,67,343,480,86,34,0,18,11,3,0,79,0,1,0,0,318,4,103,43,8,15,53,8,4,130,0,1,2,13,91,93,12,1,2
20170526PHICIN0,PHI,46,CIN,1,-3,20,4,71,116,133,3,1,8,12,20,8,1,538,188,15,1,20,7,8,0,59,55,324,476,89,19,3,8,29,7,3,111,0,2,1,0,313,4,82,42,2,21,54,4,10,172,0,1,4,19,71,74,5,4,3
20170804ATLMIA0,ATL,108,MIA,1,2,20,7,86,102,137,8,5,34,36,20,5,0,528,169,15,3,20,6,6,0,54,54,367,524,68,30,2,17,48,10,0,86,2,11,3,0,305,5,96,34,1,14,42,5,8,125,0,7,4,8,71,55,7,1,0
20170604KCACLE0,CLE,55,KCA,0,8,20,10,97,90,124,8,3,26,32,20,8,0,531,178,11,1,20,9,7,0,71,74,365,515,74,27,4,19,38,5,0,130,1,2,0,0,332,6,81,34,3,25,56,2,2,115,0,3,4,18,81,75,10,5,1
20170616TORCHA0,TOR,66,CHA,1,-7,20,13,92,87,133,0,0,0,0,20,8,0,534,177,14,1,7,1,4,0,18,14,112,153,21,7,0,2,9,0,0,31,0,2,0,0,348,9,94,25,0,36,65,1,8,137,0,2,4,26,87,82,6,0,2
20170703MINANA0,ANA,87,MIN,0,-4,20,10,80,86,115,4,1,16,20,20,2,0,537,182,9,1,17,4,7,0,33,37,239,351,34,19,1,7,53,3,0,90,0,7,1,0,349,5,106,34,4,18,46,1,5,151,0,1,8,16,89,82,20,8,0
20170525MILARI0,ARI,49,MIL,0,4,20,12,97,75,136,0,0,0,0,20,6,1,534,225,8,2,20,6,8,0,59,58,337,484,64,17,2,16,53,1,2,140,0,6,0,0,288,6,102,40,3,29,50,8,2,167,0,6,1,10,89,78,13,3,1
20170707CHNPIT0,CHN,86,PIT,1,5,20,10,84,79,121,9,4,49,37,20,5,0,519,202,14,0,19,6,7,0,50,57,280,408,62,24,3,13,36,3,3,58,0,2,6,0,280,1,76,25,4,24,51,6,5,125,1,8,3,14,72,73,4,5,1
20170620OAKHOU0,OAK,71,HOU,1,-4,20,9,96,124,128,6,1,17,38,20,11,0,528,192,14,3,20,4,7,0,69,64,327,470,84,23,1,14,33,1,0,97,0,9,1,0,287,5,92,39,3,23,50,2,5,185,1,2,4,8,85,85,7,3,1
20170515TORATL0,ATL,35,TOR,0,4,20,7,92,109,145,0,0,0,0,20,8,0,539,214,11,2,20,7,7,0,62,61,344,481,76,31,5,16,18,2,2,76,0,0,3,0,343,8,135,30,2,18,63,10,8,148,0,1,3,23,92,85,15,6,2
20170407CHAMIN0,MIN,4,CHA,0,2,3,3,21,5,26,0,0,0,0,3,0,0,81,28,0,0,11,1,7,0,37,38,172,251,48,12,1,11,13,0,0,32,0,0,0,0,297,5,102,25,4,25,67,3,3,197,0,4,3,10,84,78,12,6,3
20170526WASSDN0,WAS,47,SDN,1,4,20,11,90,83,130,0,0,0,0,20,4,0,534,183,9,1,20,12,4,0,46,45,394,528,59,24,2,16,33,5,1,162,1,3,1,0,318,7,115,27,5,25,60,10,2,151,0,7,2,10,93,90,17,6,0
20170509CINNYA0,NYA,31,CIN,0,-2,20,15,129,84,158,1,1,10,4,20,7,0,570,211,12,2,20,6,6,0,55,57,357,504,78,13,2,21,42,4,1,103,1,2,0,0,304,8,113,18,4,35,67,2,3,146,1,4,3,17,100,107,11,3,3
20170908CLEBAL0,CLE,141,BAL,1,5,20,17,125,54,157,4,3,28,10,20,0,0,537,179,6,2,20,8,5,0,42,41,310,431,47,23,0,13,49,3,2,113,0,3,2,0,310,2,118,34,4,35,88,1,10,143,0,4,5,14,119,113,9,3,1
20170917SFNARI0,SFN,151,ARI,1,5,20,5,65,107,122,15,5,53,65,20,3,0,521,182,13,0,7,2,2,0,13,12,104,152,23,5,1,3,20,1,0,31,0,1,0,0,317,5,84,32,3,18,43,4,3,127,0,3,1,18,58,61,1,4,1
20170927ARISFN0,SFN,159,ARI,0,-1,20,8,81,92,122,18,7,73,80,20,2,0,521,175,12,0,20,8,8,0,63,64,389,529,76,25,7,19,19,2,1,117,0,1,0,0,311,8,89,28,4,19,40,6,3,144,0,5,6,23,59,65,4,2,2
20170927NYATBA0,TBA,158,NYA,0,-5,20,8,75,97,126,17,6,55,75,20,15,2,540,176,17,0,20,7,5,0,50,48,299,427,66,23,0,18,26,4,1,89,2,3,1,0,305,3,93,25,3,35,46,5,13,180,0,2,5,14,88,84,10,6,0
20170801BALKCA0,KCA,105,BAL,0,-5,20,11,100,83,126,4,3,17,15,20,5,0,547,206,8,2,20,4,7,0,56,54,334,455,47,16,1,20,42,4,1,93,1,3,1,0,350,8,133,35,3,31,40,3,9,142,0,1,8,21,105,107,14,3,1
20170705OAKCHA0,CHA,84,OAK,0,-3,20,9,100,111,139,5,1,18,27,20,19,0,529,173,22,2,20,5,9,0,49,47,286,421,72,17,1,10,39,8,3,52,0,0,1,0,314,11,115,39,2,28,48,3,10,173,0,9,6,15,94,102,7,2,0
20170607ATLPHI0,PHI,57,ATL,0,-13,20,7,67,112,99,5,5,27,13,20,11,1,525,202,12,1,20,3,8,0,54,53,340,482,67,27,1,18,30,2,3,100,1,5,2,0,326,7,79,38,2,21,35,1,2,146,0,3,2,23,69,59,4,5,4
20170920SEATEX0,TEX,151,SEA,0,2,20,10,111,112,127,17,6,71,90,20,6,0,531,206,12,1,20,9,7,0,47,49,371,515,88,20,0,11,38,6,0,65,1,9,0,0,300,6,93,42,5,27,76,2,6,167,0,2,7,10,105,100,9,7,1
20170403LANSDN0,LAN,1,SDN,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,4,0,30,28,426,521,69,18,1,8,9,2,1,163,3,5,1,0,301,5,102,27,4,22,54,3,7,163,0,3,6,14,82,87,5,4,1
20170927PITBAL0,PIT,158,BAL,1,2,20,7,72,71,129,3,1,21,16,20,4,0,516,174,7,1,20,6,6,0,42,42,324,455,60,23,1,12,51,3,3,101,1,7,2,0,322,4,103,27,3,16,45,3,10,153,0,2,1,12,67,63,8,7,4
20170716DETTOR0,DET,90,TOR,1,1,20,8,90,103,128,2,1,13,8,20,4,0,522,175,7,2,20,3,6,0,64,65,325,458,76,16,2,18,28,6,0,98,1,0,2,0,348,7,113,31,3,21,56,1,5,133,0,2,4,20,83,78,9,3,0
20170810ARILAN0,ARI,114,LAN,1,-2,20,10,96,81,154,12,5,53,50,20,9,0,534,190,10,0,2,1,1,0,4,5,35,47,4,4,1,1,4,1,0,12,0,0,0,0,275,5,71,46,7,27,75,8,13,165,0,0,7,5,91,102,6,3,1
20170413CINMIL0,CIN,10,MIL,1,-4,9,7,48,23,56,0,0,0,0,9,1,0,240,95,2,0,1,0,1,0,6,6,12,21,2,2,0,2,3,0,0,3,0,0,0,0,329,4,116,34,5,19,55,2,7,108,0,4,6,11,99,86,26,8,3
20170905DETKCA0,DET,138,KCA,1,11,20,5,72,130,144,14,6,68,83,20,8,0,522,169,15,1,20,4,5,0,69,66,322,459,75,15,2,24,20,7,1,90,2,1,1,0,313,5,112,31,6,16,40,1,13,158,0,1,3,20,70,67,12,4,0
20170728TEXBAL0,BAL,102,TEX,0,-6,20,8,104,110,127,4,4,34,11,20,5,0,519,194,7,2,20,3,8,0,65,66,283,444,81,24,2,17,45,5,0,66,0,8,3,0,329,7,125,29,1,32,47,1,8,161,0,1,6,25,107,97,2,1,0
20170921ATLWAS0,ATL,151,WAS,1,1,20,9,92,106,149,18,8,100,86,20,5,0,534,193,9,1,20,6,7,0,58,59,364,522,80,26,4,13,41,6,2,100,2,10,3,0,301,5,107,34,4,12,62,5,9,121,0,5,2,8,71,65,8,5,2
20170428ARICOL0,ARI,25,COL,1,-2,20,12,105,80,138,0,0,0,0,20,8,0,522,192,17,1,20,6,8,0,61,59,335,487,70,19,2,15,47,3,3,148,0,6,0,0,291,5,118,43,5,21,54,2,3,165,0,5,3,6,95,87,24,5,3
20170821ANATEX0,TEX,124,ANA,0,2,20,11,122,90,146,9,5,47,31,20,5,0,531,204,16,1,20,9,2,0,56,56,378,518,71,21,2,16,42,8,1,91,0,4,3,0,299,6,121,39,1,29,71,1,11,174,0,8,3,17,119,106,14,6,0
20170430MIAPIT0,MIA,23,PIT,1,7,20,10,88,90,131,2,0,2,16,20,4,0,552,188,6,0,20,4,7,0,52,52,317,455,63,20,1,20,39,0,6,91,0,5,2,0,326,5,111,21,2,24,50,3,2,158,0,6,6,11,77,86,7,3,1
20170727TOROAK0,TOR,102,OAK,1,4,20,10,77,116,142,6,4,22,19,20,18,0,546,209,14,0,20,9,5,0,45,42,380,516,93,17,0,13,36,4,1,105,1,2,1,0,338,9,102,23,0,24,83,1,6,157,0,1,3,26,70,68,4,4,0
20170604NYNPIT0,PIT,57,NYN,0,10,20,11,98,92,156,5,2,22,30,20,3,0,557,225,9,2,6,1,2,0,16,17,86,123,19,5,1,5,4,3,0,16,0,0,0,0,325,3,106,34,1,22,64,8,8,130,0,2,5,16,84,81,8,5,1
20170531BALNYA0,NYA,50,BAL,0,-6,20,10,97,87,138,8,4,56,42,20,11,0,525,169,13,1,20,12,5,0,53,56,363,505,71,29,1,23,23,4,1,109,0,4,1,0,309,14,119,28,3,24,59,2,8,170,0,1,7,17,93,95,11,4,1
20170506SDNLAN0,LAN,31,SDN,0,8,20,11,93,78,137,5,4,35,12,20,4,0,541,168,11,3,20,12,5,0,31,28,412,508,62,18,1,11,10,1,1,152,4,5,1,0,275,2,94,25,5,18,61,3,7,130,0,6,6,16,77,74,4,2,3
20170408HOUKCA0,HOU,6,KCA,1,-4,5,3,13,13,30,1,0,1,5,5,2,0,147,53,3,1,20,8,8,0,60,62,393,535,75,26,4,17,31,3,0,110,0,8,0,0,351,6,118,30,4,20,42,3,4,139,1,1,2,30,68,80,12,5,0
20170615MINSEA0,SEA,68,MIN,0,-4,20,13,113,80,148,6,4,46,37,20,3,0,531,199,11,3,20,10,4,0,41,43,336,453,49,12,2,20,40,1,1,90,0,5,1,0,329,4,133,37,2,20,52,3,12,135,0,2,7,17,108,107,11,2,0
20170524MILTOR0,TOR,47,MIL,0,4,20,11,94,94,111,3,1,7,9,20,7,0,527,169,10,2,20,5,8,0,46,44,377,520,96,22,0,10,34,2,0,111,0,2,2,0,285,10,87,34,1,22,60,0,8,130,0,4,4,16,81,73,11,4,2
20170708COLCHA0,COL,90,CHA,1,-1,20,8,86,120,130,1,1,12,4,20,4,0,534,210,14,3,14,5,5,0,45,37,226,328,46,15,1,11,26,1,2,66,0,4,2,0,288,9,145,25,6,16,42,4,2,154,0,5,4,19,91,88,4,9,1
20170519PITPHI0,PIT,42,PHI,1,-5,20,9,87,91,126,0,0,0,0,20,8,0,529,198,9,2,3,1,1,0,11,10,36,54,9,2,0,5,2,0,0,7,0,0,0,0,265,7,63,28,3,21,53,4,5,95,0,1,4,11,66,67,5,8,1
20170617HOUBOS0,BOS,68,HOU,0,-6,20,12,90,81,125,1,1,2,1,20,4,1,537,177,12,1,20,7,9,0,63,58,390,555,99,31,1,17,20,3,1,119,0,3,1,0,353,5,129,38,2,24,64,8,4,130,0,2,9,17,101,101,13,7,1
20170625SLNPIT0,PIT,76,SLN,0,-4,20,10,96,92,152,5,2,14,12,20,2,0,538,216,11,3,20,4,9,0,53,55,274,411,62,30,5,9,32,6,4,79,0,3,0,0,311,9,108,34,6,19,58,5,15,128,0,2,3,14,88,88,10,2,2
20170814TEXDET0,TEX,117,DET,1,4,20,10,101,100,141,3,2,13,14,20,4,0,531,200,18,2,20,5,9,0,61,68,341,501,95,30,1,16,34,3,3,71,0,4,0,0,280,6,84,34,3,36,56,1,12,181,0,6,5,12,93,94,10,4,0
20170413NYATBA0,TBA,10,NYA,0,-1,9,5,38,42,61,5,2,16,25,9,9,0,243,85,7,2,20,7,7,0,58,60,327,466,84,25,0,16,23,1,0,94,3,4,0,0,252,5,95,30,2,22,60,3,12,143,0,0,2,14,73,69,17,2,2
20170715MILPHI0,PHI,89,MIL,0,-1,20,7,75,80,129,1,0,6,9,20,3,0,539,172,12,0,20,7,10,0,61,64,329,480,84,18,4,11,37,5,1,114,0,0,0,0,301,6,94,21,3,22,50,2,2,151,0,3,4,19,63,58,5,2,2
