gid,team,gameNumber,opp,home,spread,n,wins,scored,allowed,lob,n_vs,wins_vs,scored_vs,allowed_vs,dn,dUR,dTUR,dP,dA,dE,dPB,pn,pW,pL,pSV,pR,pER,pIP,pBF,pS,pD,pT,pHR,pBB,pHBP,pIBB,pK,pBK,pWP,pPO,pGDP,bO,bE,bS,bD,bT,bHR,bBB,bIBB,bHBP,bK,bI,bSH,bSF,bGDP,bR,bRBI,bSB,bCS,bPO
20160614OAKTEX0,OAK,64,TEX,1,-4,63,27,253,302,406,4,4,33,12,63,17,0,1662,630,43,6,6,0,3,0,19,19,80,137,20,13,0,4,13,5,2,14,0,1,0,0,1184,22,384,104,13,85,173,6,19,451,0,2,16,59,295,295,21,10,2
20160914SFNSDN0,SDN,146,SFN,0,2,70,29,295,324,400,14,5,47,56,70,26,2,1849,711,45,6,17,6,8,0,59,54,296,437,87,18,2,13,24,6,4,72,0,7,1,0,986,16,323,95,13,52,161,11,22,485,1,9,15,40,261,227,51,14,4
20160920SEATOR0,TOR,151,SEA,0,8,70,39,329,291,487,4,2,11,18,70,21,2,1906,667,41,12,60,30,12,0,124,133,1042,1431,217,68,2,38,94,7,4,301,2,9,0,0,1158,18,411,126,4,110,274,8,21,568,1,10,16,70,361,364,20,10,3
20160925NYNPHI0,PHI,156,NYN,0,-17,70,31,287,356,486,15,6,56,90,70,25,2,1881,641,36,6,9,3,5,0,30,31,149,217,27,10,2,9,24,3,1,31,0,4,1,0,898,24,302,80,14,72,150,17,20,476,0,9,7,33,242,236,51,21,8
20160608PITNYN0,PIT,59,NYN,1,-1,58,32,283,254,462,2,2,6,2,58,20,1,1567,640,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973,23,368,117,13,61,208,9,32,463,0,8,11,52,279,248,29,23,5
20160820TBATEX0,TEX,124,TBA,0,-6,70,42,326,339,457,1,1,6,2,70,27,1,1860,722,51,2,16,5,2,0,41,44,254,359,47,13,3,17,32,4,0,73,0,0,0,0,1191,18,450,104,13,109,158,18,17,472,0,3,16,61,332,355,32,14,4
20160518PHIMIA0,PHI,41,MIA,1,2,40,23,132,162,235,5,3,20,20,40,10,0,1071,366,24,2,35,12,14,0,97,95,569,821,105,55,4,31,52,7,3,167,0,8,0,0,902,15,271,88,12,45,120,14,22,417,0,19,11,45,191,196,12,17,1
20160717ARILAN0,ARI,93,LAN,1,1,70,28,300,357,486,8,3,25,36,70,22,0,1873,730,40,2,41,9,20,0,99,102,675,987,153,48,10,22,84,12,5,234,0,5,2,0,886,20,322,92,18,51,140,11,18,420,1,12,12,42,221,219,43,16,6
20160715NYABOS0,NYA,89,BOS,1,-2,70,36,302,326,459,6,2,21,29,70,18,1,1831,671,39,5,44,15,18,0,134,135,768,1084,172,63,10,36,47,7,0,269,0,6,1,0,1238,21,414,97,9,88,203,4,23,500,7,6,15,49,306,286,35,9,8
20160724CHADET0,CHA,98,DET,1,1,70,28,287,341,477,9,3,42,57,70,20,3,1880,669,37,3,51,17,18,0,119,120,990,1356,220,70,8,29,70,11,5,289,1,11,3,0,1150,25,362,116,18,63,154,8,25,424,0,19,16,47,252,247,26,16,5
20160506CHAMIN0,MIN,29,CHA,0,-6,28,8,99,140,206,3,0,2,10,28,15,0,748,256,19,2,13,6,2,0,38,39,206,294,50,20,2,6,15,1,1,58,1,2,1,0,958,13,337,110,13,54,174,13,18,467,0,13,11,43,238,241,26,13,6
20160812TEXDET0,TEX,117,DET,1,3,70,42,343,347,455,3,3,23,9,70,25,0,1860,731,49,2,8,2,3,0,15,14,136,182,22,6,2,6,12,0,0,62,0,2,0,0,1198,21,464,117,12,116,179,17,27,495,0,3,17,54,356,374,38,16,3
20160829BALTOR0,TOR,131,BAL,0,4,70,43,392,295,486,13,7,77,64,70,18,0,1918,696,34,12,50,19,14,0,119,115,923,1245,135,45,9,43,96,7,3,247,0,5,4,0,1144,19,392,129,7,130,256,9,21,580,1,2,18,62,391,404,31,12,6
20160918ATLWAS0,WAS,149,ATL,0,-4,70,42,342,271,478,18,15,107,74,70,22,1,1920,624,39,8,29,12,9,0,68,68,507,702,111,24,6,15,43,7,3,147,0,3,1,0,994,19,344,79,13,63,187,13,21,428,0,9,19,41,263,241,63,17,2
20160508MIAPHI0,MIA,30,PHI,1,-1,29,16,121,123,219,2,1,9,8,29,5,0,777,298,16,2,14,7,4,0,35,37,262,353,54,14,4,9,23,3,2,25,0,2,0,0,1137,9,406,108,21,57,143,13,19,394,0,7,23,68,263,260,26,14,0
20160421BALTOR0,TOR,17,BAL,0,-1,16,8,63,59,106,2,1,7,7,16,5,0,422,167,8,4,30,13,9,0,68,66,550,737,88,26,5,24,51,4,2,131,0,2,4,0,1051,26,332,110,9,112,253,9,27,512,0,4,23,69,356,365,26,5,4
20160422KCABAL0,KCA,16,BAL,1,2,15,10,57,44,107,0,0,0,0,15,2,0,399,119,7,1,21,8,9,0,48,46,338,473,56,22,4,16,40,0,0,76,0,4,2,0,1234,29,403,114,22,66,175,14,27,431,0,15,21,58,303,295,53,9,3
20160707COLPHI0,PHI,87,COL,0,-9,70,33,266,318,417,0,0,0,0,70,25,0,1850,673,52,4,26,6,13,0,85,82,426,617,98,40,2,26,29,7,2,97,1,2,3,0,1049,17,336,97,17,70,127,16,14,491,0,16,14,41,239,238,30,19,8
20160427COLPIT0,PIT,22,COL,0,1,21,12,110,99,182,2,2,15,5,21,9,0,568,232,14,2,33,12,10,0,102,91,589,854,143,36,5,25,59,10,2,129,0,4,0,0,1071,28,436,137,13,40,211,14,39,454,0,13,15,61,299,228,47,24,5
20160625ANAOAK0,ANA,75,OAK,1,-4,70,30,308,323,444,8,5,33,22,70,26,0,1855,658,44,3,17,4,6,0,49,50,282,411,65,17,3,11,35,3,1,71,1,4,1,0,993,17,328,90,8,55,145,10,8,307,0,13,16,49,236,255,26,9,4
20160829CLEMIN0,MIN,131,CLE,0,-1,70,31,369,395,474,13,8,77,65,70,40,2,1863,740,63,3,58,19,17,0,155,152,950,1369,166,62,6,56,126,14,5,278,4,4,2,0,978,22,325,107,19,81,167,13,12,476,0,7,20,42,302,285,26,2,5
20160507SDNNYN0,SDN,31,NYN,1,-3,30,13,110,133,189,2,2,7,3,30,12,1,801,302,20,5,39,14,11,0,100,102,724,1019,129,51,7,37,90,10,6,242,1,10,3,0,885,18,291,92,9,47,133,10,17,436,0,10,11,32,214,194,27,16,6
20160911ARISFN0,ARI,142,SFN,1,-2,70,26,327,465,475,18,6,60,79,70,46,0,1878,707,48,11,55,31,8,0,112,112,1090,1434,201,54,7,35,68,5,1,320,0,7,3,0,982,30,360,121,19,66,145,23,19,481,0,14,18,38,271,277,56,8,4
20160511CHNSDN1,CHN,32,SDN,1,-3,31,25,192,89,250,1,1,8,7,31,7,0,845,344,17,1,37,10,9,0,89,89,627,853,126,42,3,18,47,9,2,190,1,5,5,0,859,21,291,100,8,60,190,16,23,423,1,6,10,33,265,266,26,12,6
20160819BALHOU0,HOU,122,BAL,0,7,70,39,330,273,489,4,3,16,20,70,12,0,1902,695,24,9,56,26,17,0,151,158,1013,1443,253,69,8,37,88,12,3,304,0,11,1,0,850,28,293,100,11,71,158,10,21,404,0,8,12,38,243,256,25,13,4
20160525HOUBAL0,HOU,47,BAL,1,1,46,18,185,217,311,1,1,3,2,46,10,0,1257,474,24,4,41,23,11,0,112,115,753,1071,187,54,4,25,63,9,2,209,0,6,1,0,958,27,306,111,14,94,194,12,18,461,0,12,16,43,268,276,39,19,4
20160719OAKHOU0,OAK,94,HOU,1,1,70,30,308,361,434,11,5,42,48,70,16,0,1853,710,43,4,2,1,1,0,10,11,26,46,5,5,0,5,5,0,0,4,0,0,0,0,979,21,316,87,11,77,142,5,15,385,0,2,16,45,254,267,13,6,0
20160923DETKCA0,KCA,154,DET,0,-5,70,34,297,306,425,16,10,87,58,70,16,0,1882,671,40,4,48,19,10,0,114,116,840,1164,176,45,6,37,82,16,0,250,0,12,5,0,1182,19,404,104,16,60,161,8,14,492,1,17,11,54,280,265,51,13,6
20160724KCATEX0,KCA,97,TEX,1,-1,70,34,297,329,459,2,1,7,8,70,15,0,1853,671,42,1,53,21,17,0,139,141,950,1354,222,54,5,28,112,12,2,243,0,6,0,0,1096,12,407,107,10,50,139,6,22,481,0,19,9,50,252,232,40,11,5
20160404ANACHN0,ANA,1,CHN,1,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,15,12,0,88,84,622,865,126,35,0,20,74,5,2,176,0,17,2,0,1196,20,402,99,11,65,185,13,16,408,1,9,16,51,244,243,18,7,7
20160529TEXPIT0,PIT,49,TEX,0,-4,48,28,245,215,388,2,1,11,6,48,18,1,1298,522,30,5,40,16,10,0,97,95,717,1005,147,28,3,24,99,7,1,257,1,13,1,0,1027,26,409,114,8,60,191,13,56,505,0,11,10,53,278,260,31,18,8
20160424WASMIN0,WAS,18,MIN,1,1,17,13,73,40,111,2,2,10,4,17,3,0,458,167,5,0,26,14,7,0,56,52,447,602,91,19,4,14,33,3,0,176,0,5,1,0,1020,16,295,101,8,75,162,8,9,448,0,10,25,41,256,263,14,6,3
20160510HOUCLE0,HOU,34,CLE,1,-4,33,13,139,152,214,1,1,7,1,33,8,0,871,323,19,3,2,0,1,0,3,3,33,47,8,2,1,0,4,0,0,10,0,0,0,0,955,22,288,119,8,85,176,6,21,469,0,8,14,34,259,248,45,21,7
20160722CINARI0,CIN,96,ARI,1,4,70,26,308,408,408,0,0,0,0,70,32,1,1905,720,48,4,20,4,7,0,53,56,346,483,58,19,3,14,49,5,1,90,0,2,0,0,1069,14,323,112,12,88,166,14,23,512,1,19,13,46,303,274,45,21,3
20160619LANMIL0,LAN,71,MIL,1,1,70,37,296,254,462,3,2,19,16,70,16,0,1887,644,33,7,13,6,4,0,23,23,226,300,46,8,1,5,19,3,2,71,0,1,0,0,1082,27,355,96,7,77,209,14,23,450,0,7,12,54,293,260,23,10,5
20160724CINARI0,ARI,98,CIN,0,1,70,28,302,358,484,2,0,3,12,70,33,0,1867,722,43,2,9,6,2,0,19,19,137,192,28,5,2,6,20,3,1,40,0,2,1,0,953,18,338,104,12,60,142,17,18,440,1,7,9,47,244,216,41,11,5
20160727CHNCHA0,CHA,101,CHN,0,-7,70,30,285,333,476,2,2,8,4,70,20,3,1880,656,40,3,2,0,1,0,6,6,25,40,8,2,1,0,4,0,0,6,0,0,0,0,1057,22,337,98,16,63,136,6,25,411,0,17,18,51,238,246,33,16,4
20160807DETNYN0,NYN,111,DET,0,2,70,34,254,265,477,2,0,8,10,70,19,0,1866,661,45,2,49,21,13,0,88,86,932,1228,182,42,0,26,62,5,2,322,0,10,0,0,1090,15,341,105,13,81,184,14,16,466,0,5,15,60,256,253,17,7,2
20160403TBATOR0,TBA,1,TOR,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,12,13,0,76,76,636,868,125,31,0,19,66,3,0,252,0,13,0,0,1014,16,335,109,14,72,164,6,17,472,0,5,21,40,253,246,35,21,6
20160626MIACHN0,MIA,76,CHN,1,5,70,38,284,282,514,3,2,17,13,70,14,0,1868,671,30,5,25,15,4,0,42,44,457,605,89,20,3,9,39,5,2,204,0,4,0,0,1058,22,373,101,16,53,171,16,16,408,1,10,18,45,252,239,10,6,3
20160506SLNPIT0,SLN,30,PIT,1,-2,29,15,162,117,211,3,0,7,15,29,10,0,772,310,25,3,34,18,7,0,68,69,628,865,131,34,4,17,62,9,4,209,1,11,4,0,945,21,296,113,21,75,172,13,23,492,0,7,16,47,245,283,10,6,4
20160628MILLAN0,MIL,76,LAN,1,-1,70,32,286,333,484,4,1,17,21,70,24,1,1864,695,48,4,41,10,13,0,112,115,679,953,142,50,5,34,59,11,2,171,0,5,2,0,873,8,322,96,7,58,158,10,9,458,2,18,19,45,212,225,56,20,4
20160917COLSDN0,SDN,148,COL,0,-8,70,29,302,330,403,17,9,92,65,70,26,2,1851,712,46,6,10,4,4,0,34,33,171,250,37,12,3,7,24,1,2,40,0,4,1,0,933,17,315,89,16,55,183,15,27,575,2,11,13,37,268,223,66,17,5
20160611SEATEX0,SEA,62,TEX,1,-1,61,34,310,252,398,10,4,44,52,61,30,0,1635,564,36,3,15,3,6,0,42,33,230,346,59,12,0,11,30,0,1,73,0,5,1,0,1176,25,380,99,14,86,203,15,28,461,1,7,18,58,327,306,30,17,4
20160417TBACHA0,TBA,12,CHA,1,1,11,4,31,40,62,2,1,7,3,11,4,0,291,96,6,0,14,3,4,0,43,42,225,327,56,16,1,11,25,5,1,57,0,6,0,0,1067,15,326,97,11,74,156,5,36,419,0,5,19,39,246,234,38,22,5
20160521HOUTEX0,HOU,44,TEX,1,-1,43,17,179,204,296,4,0,11,18,43,10,0,1164,441,23,3,37,10,11,0,93,89,648,905,126,38,6,31,62,6,5,204,0,9,6,0,1008,31,330,120,17,96,204,11,21,564,0,14,17,44,294,286,51,23,4
20160613OAKTEX0,OAK,63,TEX,1,9,62,26,239,297,400,3,3,19,7,62,17,0,1635,619,40,6,8,2,4,0,29,31,135,198,33,10,1,7,14,1,1,35,0,1,0,0,1040,22,297,103,10,82,163,6,13,415,0,1,15,55,255,267,14,9,0
20160717ATLCOL0,ATL,92,COL,1,1,70,27,243,316,488,2,0,5,15,70,23,0,1914,702,46,6,51,14,16,0,127,129,958,1312,185,48,3,43,94,15,4,278,1,8,8,0,1022,24,335,90,11,45,143,19,13,406,0,26,14,39,203,174,27,9,2
20160920SDNARI0,SDN,151,ARI,1,3,70,29,288,317,401,14,8,85,64,70,23,2,1845,717,43,5,11,3,5,0,32,30,153,235,35,11,1,12,25,3,0,37,1,3,0,0,907,20,296,98,15,60,195,11,30,574,2,7,11,40,286,214,63,21,5
20160416CLENYN0,CLE,9,NYN,1,2,8,4,35,32,55,1,0,5,6,8,0,0,210,68,5,1,10,7,2,0,21,22,197,251,22,10,2,13,8,2,0,57,0,1,1,0,1083,23,339,127,22,67,195,10,20,485,0,17,21,46,290,266,42,17,6
20160710MIACIN0,CIN,89,MIA,0,-4,70,23,296,415,408,2,0,3,7,70,30,1,1893,703,46,3,4,0,3,0,24,20,60,98,17,4,0,8,7,2,1,22,2,0,0,0,1045,17,313,122,12,80,162,15,18,483,1,14,15,41,291,274,42,19,3
20160425MINCLE0,MIN,20,CLE,1,1,19,5,62,83,150,0,0,0,0,19,11,0,511,187,13,1,26,9,6,0,64,66,429,604,93,29,2,21,39,1,1,101,0,3,0,0,939,16,324,103,12,51,171,13,18,447,0,15,10,41,231,225,26,12,5
20160826SLNOAK0,SLN,127,OAK,1,2,70,38,331,301,493,0,0,0,0,70,26,0,1910,799,41,4,2,0,1,0,5,5,27,41,8,3,0,2,3,0,0,9,0,0,0,0,1029,22,315,121,17,108,193,8,19,521,0,3,10,46,314,309,10,10,5
20160618PHIARI0,ARI,70,PHI,0,3,69,30,308,334,474,1,1,10,2,69,16,0,1870,744,40,4,46,28,6,0,79,80,949,1227,167,42,7,24,57,5,1,279,0,7,3,0,965,12,334,95,12,64,171,11,16,479,1,16,18,53,244,243,37,18,6
20160427NYNCIN0,CIN,22,NYN,0,-3,21,9,83,126,104,2,0,6,9,21,14,0,546,181,17,3,5,1,2,0,13,12,67,98,13,2,0,5,10,1,0,10,0,1,0,0,711,14,238,71,5,50,142,16,11,348,0,5,12,27,190,180,50,13,8
20160718ANATEX0,ANA,93,TEX,1,4,70,29,343,342,477,10,4,36,51,70,23,0,1841,651,46,2,19,6,4,0,36,39,309,443,69,22,2,13,39,1,1,104,0,4,5,0,1055,21,383,99,8,49,181,7,16,290,0,10,22,62,255,247,28,10,2
20160731MILPIT0,PIT,103,MIL,0,-2,70,35,311,319,465,8,4,35,33,70,20,2,1886,766,31,7,51,18,17,0,137,135,886,1273,185,42,5,32,134,11,2,314,1,18,2,0,998,18,386,106,16,50,141,14,29,475,0,5,10,39,263,242,51,21,3
20160521NYNMIL0,MIL,43,NYN,0,-1,42,18,179,215,287,1,0,2,3,42,14,1,1116,427,29,1,12,4,5,0,32,33,194,276,39,15,3,5,28,2,0,44,0,0,1,0,791,17,255,97,6,53,155,3,7,401,4,9,18,37,223,188,30,18,4
20160718COLTBA0,TBA,92,COL,0,-3,70,25,282,355,471,0,0,0,0,70,20,0,1845,630,43,5,29,7,12,0,88,84,501,704,97,34,1,31,46,3,1,185,0,9,0,0,877,13,280,104,13,75,137,9,40,472,0,2,14,32,245,215,26,18,6
20160802SDNMIL0,MIL,105,SDN,0,1,70,33,264,289,482,5,2,14,20,70,37,0,1875,729,57,5,24,11,6,0,56,56,418,569,82,24,3,14,42,4,0,109,0,2,3,0,821,18,315,91,8,60,177,10,13,528,1,11,14,40,227,223,74,21,8
20160505CHABOS0,BOS,28,CHA,0,4,27,16,140,118,191,2,1,6,6,27,5,0,729,246,11,13,13,4,4,0,37,37,217,315,47,16,1,9,31,4,0,57,1,5,0,0,1194,26,432,160,16,80,198,13,19,497,1,6,18,53,376,368,37,7,3
20160914KCAOAK0,KCA,145,OAK,1,-8,70,35,294,299,443,5,1,16,31,70,15,0,1886,676,41,4,56,23,18,0,148,151,978,1398,217,53,7,35,125,15,1,276,1,21,5,0,1117,21,392,107,11,68,146,10,19,500,1,12,11,51,277,276,33,8,5
20160914SLNCHN0,CHN,145,SLN,0,7,70,44,330,258,518,15,7,72,59,70,20,0,1913,693,42,8,60,27,16,0,127,125,1143,1521,214,63,6,36,94,11,0,378,0,12,8,0,1121,21,350,114,13,84,226,20,39,524,0,24,21,44,312,300,26,14,4
20160818CLECHA0,CHA,120,CLE,0,-1,70,30,278,342,464,11,3,38,60,70,23,2,1883,661,47,2,42,12,14,0,111,109,730,1062,173,41,4,28,103,11,3,244,1,13,0,0,1090,22,374,107,13,64,138,5,23,444,0,13,18,60,242,240,30,15,4
20160530ATLSFN0,SFN,53,ATL,0,-2,52,32,231,210,375,0,0,0,0,52,13,6,1416,553,22,3,42,18,15,0,133,138,855,1188,192,49,12,34,65,12,0,225,0,6,0,0,961,19,332,97,14,47,188,15,11,325,0,5,14,52,245,229,38,15,1
20160724CHADET0,DET,99,CHA,0,-1,70,37,331,336,480,9,6,57,42,70,21,0,1859,701,36,2,40,13,20,0,142,148,699,1008,147,46,4,46,87,3,1,211,4,9,1,0,1190,19,418,98,12,80,161,14,19,504,0,15,14,64,296,281,32,15,2
20160508ATLARI0,ATL,30,ARI,1,-2,29,7,87,148,200,2,0,4,11,29,12,0,774,267,25,3,16,4,7,0,62,57,263,405,70,22,2,20,29,4,1,77,1,3,0,0,931,27,339,86,6,30,127,13,17,342,0,11,11,39,182,166,23,14,2
20160709BOSTBA0,TBA,87,BOS,0,-3,70,27,288,347,473,7,4,42,36,70,19,0,1850,639,44,4,29,8,9,0,90,90,498,718,120,32,1,26,52,9,1,139,1,9,0,0,959,12,308,109,11,99,162,16,17,617,1,4,13,28,263,267,21,11,6
20160521SDNLAN0,LAN,44,SDN,0,-1,43,21,183,171,301,7,4,35,17,43,12,0,1143,419,22,5,40,13,15,0,98,102,705,995,182,34,6,20,70,7,4,181,1,9,8,0,1022,18,324,98,12,72,222,11,27,480,0,13,16,47,251,258,18,11,4
20160417PHIWAS0,WAS,11,PHI,0,-1,10,9,49,21,67,2,2,17,2,10,1,0,273,102,3,0,32,11,8,0,73,74,545,781,137,31,8,8,67,4,3,173,0,4,0,0,950,11,286,99,6,72,204,19,13,360,0,15,20,38,268,244,8,5,3
20160719PITMIL0,MIL,91,PIT,0,-1,70,31,276,308,492,3,1,11,18,70,22,0,1872,707,46,6,13,6,2,0,28,28,247,328,37,13,3,9,24,2,2,72,1,6,2,0,949,17,371,111,9,68,185,13,12,545,1,14,17,51,256,257,69,20,9
20160507ANATBA0,TBA,28,ANA,0,2,27,13,95,102,175,1,1,5,2,27,6,0,719,229,16,0,34,9,10,0,73,75,612,839,109,44,9,21,53,3,0,180,1,5,3,0,1083,16,335,116,9,79,181,8,19,529,1,3,19,42,258,234,35,22,6
20160504TORTEX0,TEX,28,TOR,0,-1,27,15,115,103,165,2,1,3,4,27,4,0,726,281,10,2,38,19,9,0,116,116,707,992,163,46,4,33,50,12,2,162,0,5,2,0,975,29,320,103,8,57,145,11,18,400,0,7,25,47,227,283,29,13,3
20160415CLENYN0,NYN,9,CLE,0,1,8,3,20,25,56,0,0,0,0,8,2,0,213,83,2,1,32,14,14,0,89,91,596,829,152,41,2,26,19,4,5,140,0,0,3,0,1087,17,345,127,16,102,219,17,27,523,0,3,19,43,338,332,21,14,3
20160419BALTOR0,BAL,12,TOR,1,-1,11,8,60,45,69,0,0,0,0,11,4,0,288,104,6,0,10,3,5,0,28,34,140,211,29,13,0,10,14,7,2,30,0,3,0,0,1000,15,337,105,0,117,174,9,17,546,0,2,13,48,292,306,10,7,2
20160427WASPHI0,WAS,20,PHI,1,-3,19,14,82,49,134,4,2,22,9,19,3,0,533,184,5,2,34,12,8,0,75,77,584,833,145,32,8,9,70,4,3,189,0,5,0,0,1020,19,312,120,8,79,205,18,17,504,0,16,30,47,302,294,23,5,6
20160604LANATL0,ATL,55,LAN,0,-4,54,16,168,251,376,4,1,14,12,54,17,0,1469,532,39,6,16,3,11,0,66,64,235,367,60,28,0,17,29,3,1,56,0,1,2,0,957,23,348,80,5,37,147,15,17,376,0,8,12,44,183,171,17,10,2
20160628CHAMIN0,CHA,77,MIN,1,-4,70,34,292,305,486,6,6,30,9,70,15,2,1889,674,29,2,47,14,17,0,109,110,912,1254,210,68,8,22,63,10,5,265,1,11,3,0,1051,27,338,94,13,67,203,11,26,479,0,14,17,45,243,237,24,16,6
20160628CINCHN0,CHN,76,CIN,0,5,70,45,361,226,515,8,7,71,28,70,21,0,1888,701,46,3,47,20,15,0,104,99,911,1213,173,54,6,26,70,9,0,306,0,10,6,0,836,11,263,90,1,69,189,22,28,400,0,17,13,36,246,252,21,16,4
20160624DETCLE0,CLE,72,DET,0,2,70,41,337,266,456,6,6,38,12,70,18,1,1887,708,40,5,43,22,13,0,91,91,797,1082,132,39,8,29,87,8,4,291,4,5,2,0,1160,23,374,122,13,82,220,9,12,485,0,10,22,51,333,313,57,14,9
20160706SLNPIT0,SLN,84,PIT,1,-2,70,36,344,297,493,11,4,46,49,70,23,0,1873,782,51,6,36,16,12,0,73,76,677,921,155,32,1,14,62,6,1,178,0,7,1,0,1051,25,325,115,12,78,196,12,22,395,0,11,13,45,296,293,11,13,3
20160724OAKTBA0,OAK,99,TBA,1,1,70,31,305,363,440,6,4,21,25,70,16,0,1868,706,44,4,23,8,10,0,65,61,394,562,101,21,1,11,38,8,2,80,0,8,2,0,922,17,323,81,8,74,140,3,14,378,0,1,15,52,239,253,12,5,0
20160730LANARI0,LAN,104,ARI,1,-2,70,41,310,258,463,10,6,50,38,70,8,0,1918,608,28,4,51,16,14,0,126,116,878,1233,172,49,4,37,95,16,3,272,2,10,3,0,961,24,327,105,4,79,193,15,17,442,0,7,12,48,274,254,18,10,5
20160824CINTEX0,TEX,127,CIN,0,1,70,39,312,349,456,3,1,8,15,70,27,1,1851,712,51,3,10,4,3,0,20,18,177,239,29,9,2,9,14,1,0,76,0,2,0,0,1079,18,405,93,11,101,139,17,15,433,0,2,15,54,287,321,30,14,4
20160421TEXHOU0,HOU,16,TEX,0,-3,15,5,57,73,90,2,0,6,9,15,4,0,387,136,9,2,36,22,9,0,73,69,758,995,148,32,2,17,61,2,1,233,0,9,0,0,1005,20,337,116,11,90,195,5,24,521,0,5,13,41,272,256,47,23,8
20160907SEATEX0,TEX,140,SEA,0,-5,70,39,348,363,450,17,12,104,81,70,27,1,1848,691,46,6,19,7,3,0,47,50,306,429,55,14,5,21,36,6,0,88,0,0,0,0,1123,21,439,112,14,93,181,14,21,532,0,10,19,56,364,351,61,17,8
20160906LANARI0,LAN,138,ARI,1,3,70,42,343,312,491,13,8,76,47,70,15,0,1897,625,29,4,13,2,6,0,35,36,212,306,45,19,3,7,21,1,2,50,0,3,0,0,970,17,338,115,5,94,178,14,16,438,0,3,9,35,306,286,14,7,3
20160509NYAKCA0,NYA,30,KCA,1,3,29,11,101,126,187,0,0,0,0,29,6,0,763,289,17,0,17,6,11,0,50,53,282,413,59,25,2,13,33,7,0,63,0,5,0,0,1102,14,324,74,6,72,209,4,22,451,0,8,19,40,255,247,23,6,3
20160517CLECIN0,CIN,39,CLE,0,-12,38,15,159,218,192,1,0,6,15,38,21,0,996,355,27,4,37,14,15,0,121,128,639,948,143,52,10,31,80,14,1,140,0,15,1,0,1014,29,347,98,9,71,148,21,20,424,1,7,22,51,281,260,54,16,8
