gid,team,gameNumber,opp,home,spread,n,wins,scored,allowed,lob,n_vs,wins_vs,scored_vs,allowed_vs,dn,dUR,dTUR,dP,dA,dE,dPB,pn,pW,pL,pSV,pR,pER,pIP,pBF,pS,pD,pT,pHR,pBB,pHBP,pIBB,pK,pBK,pWP,pPO,pGDP,bO,bE,bS,bD,bT,bHR,bBB,bIBB,bHBP,bK,bI,bSH,bSF,bGDP,bR,bRBI,bSB,bCS,bPO
20090516TBACLE0,CLE,38,TBA,0,-2,30,13,161,159,236,2,1,18,15,30,9,1,798,319,18,2,14,7,5,0,44,49,216,322,62,19,1,9,18,6,0,41,1,0,0,0,416,7,162,54,6,24,103,5,21,219,0,4,7,16,137,121,15,6,1
20090829ANAOAK0,ANA,128,OAK,1,-1,30,18,191,167,212,11,7,53,41,30,4,0,812,314,11,2,30,14,5,0,79,85,570,803,104,48,3,22,59,5,3,170,0,4,4,0,519,15,218,58,2,48,110,5,9,207,0,2,10,29,192,196,27,12,2
20090529PHIWAS0,PHI,46,WAS,1,1,30,18,170,143,214,9,7,65,54,30,4,0,811,289,11,1,5,1,0,0,6,8,89,119,13,5,0,2,10,0,1,19,0,0,0,0,493,11,147,58,4,44,104,2,16,175,0,4,9,18,155,153,25,9,1
20090607CINCHN0,CIN,56,CHN,1,-3,30,16,149,132,212,5,3,17,13,30,5,0,824,284,18,1,30,18,10,0,100,101,572,803,125,36,7,28,58,8,3,125,0,6,1,0,489,10,163,44,7,34,68,8,12,182,0,22,10,14,115,134,16,8,3
20090607FLOSFN0,SFN,55,FLO,0,1,30,16,130,123,209,2,1,6,6,30,10,0,794,279,19,2,30,14,5,0,62,66,603,831,118,38,3,8,66,7,1,261,1,12,3,0,521,16,188,59,6,15,60,5,9,181,0,11,7,18,126,113,21,8,1
20090923PITCIN0,PIT,150,CIN,1,-10,30,7,105,161,211,13,4,54,63,30,15,0,801,322,14,0,12,4,7,0,38,37,201,305,52,16,2,10,29,4,3,44,0,3,1,0,432,7,147,36,5,22,73,13,6,167,0,7,5,20,99,85,16,9,2
20090720PITMIL0,MIL,93,PIT,0,-3,30,13,144,165,229,5,5,32,19,30,8,0,795,294,18,2,4,2,2,0,16,16,66,94,15,3,2,6,5,0,0,15,0,1,0,0,489,15,179,45,12,27,98,9,11,165,0,3,8,22,131,116,15,6,0
20090501MILARI0,ARI,23,MIL,0,3,22,9,84,105,142,1,0,1,4,22,5,0,597,220,11,0,30,13,6,0,102,98,555,806,147,43,4,20,55,6,4,90,0,3,3,0,391,3,111,49,4,28,78,5,6,193,0,7,4,13,101,93,16,8,2
20090507HOUCHN0,CHN,28,HOU,0,3,27,15,129,126,197,4,3,23,14,27,6,0,725,251,16,1,30,16,7,0,74,74,557,767,90,39,4,31,51,5,2,160,5,2,0,0,450,10,166,53,3,34,105,7,11,206,0,11,7,22,133,125,18,9,0
20090530KCACHA0,KCA,49,CHA,1,-2,30,14,132,155,210,6,4,19,23,30,23,0,798,314,23,3,30,13,8,0,79,73,550,771,126,41,4,9,62,0,0,161,0,6,1,0,536,8,176,53,10,18,87,8,8,159,0,14,6,31,121,116,10,5,6
20090729FLOATL0,ATL,101,FLO,0,-3,30,17,149,109,240,6,2,22,33,30,11,0,795,314,18,2,18,5,7,0,48,45,301,435,53,25,5,10,39,5,4,72,0,6,0,0,508,9,177,62,2,29,100,8,2,148,0,8,12,26,133,134,12,6,1
20090802ATLLAN0,ATL,105,LAN,1,-8,30,19,150,102,240,2,1,4,8,30,6,0,795,310,14,1,30,11,10,0,70,66,534,743,111,34,6,11,66,4,1,129,2,4,2,0,488,8,162,63,3,29,79,11,4,197,0,14,9,25,136,119,13,4,2
20090902FLOATL0,FLO,133,ATL,1,1,30,15,157,159,242,13,6,60,54,30,18,1,798,277,20,1,10,3,3,0,27,30,137,211,29,10,2,10,21,4,2,53,0,2,1,0,494,9,190,43,6,30,91,6,6,173,0,6,8,16,133,113,5,5,4
20090904OAKSEA0,SEA,136,OAK,0,3,30,17,132,134,199,13,10,61,47,30,15,0,829,290,13,5,21,5,4,0,49,52,380,539,74,26,2,16,44,6,0,71,2,3,0,0,503,12,178,53,0,23,52,8,10,172,0,4,8,16,122,99,15,5,2
20090722SDNFLO0,FLO,96,SDN,0,5,30,16,119,120,201,2,2,6,4,30,6,0,785,284,9,1,30,11,10,0,94,93,556,772,112,46,7,23,27,2,7,188,0,3,0,0,482,9,183,50,4,27,76,2,8,209,0,14,5,17,125,111,15,7,3
20090704COLARI0,ARI,81,COL,0,4,30,9,129,146,229,7,3,25,37,30,21,1,820,314,32,2,13,3,7,0,39,39,192,272,33,11,2,15,18,1,2,48,1,2,0,0,526,8,143,53,6,27,81,7,8,187,0,13,5,17,112,115,19,5,4
20090911SFNLAN0,SFN,141,LAN,1,-7,30,15,110,112,205,12,5,41,65,30,7,0,822,312,19,3,30,13,5,0,56,55,610,823,115,28,5,20,66,2,7,156,0,8,1,0,528,8,165,48,8,32,63,8,6,199,0,9,11,17,113,106,10,5,0
20090909BOSBAL0,BOS,139,BAL,1,2,30,18,170,146,212,14,12,100,54,30,5,0,786,248,11,0,30,12,11,0,87,90,543,759,130,42,3,29,33,5,0,84,0,0,5,0,498,12,153,68,5,47,110,7,10,209,1,7,11,21,157,157,18,5,2
20090920TEXANA0,ANA,149,TEX,0,5,30,15,124,109,224,14,4,56,81,30,8,0,794,293,19,2,30,12,11,0,92,87,595,842,136,42,4,22,52,11,1,162,0,10,1,0,522,9,202,55,5,26,84,4,4,192,0,9,2,20,126,129,16,12,0
20090729CINSDN0,CIN,100,SDN,1,-6,30,11,109,170,197,5,1,17,21,30,16,0,776,284,16,1,30,8,16,0,89,85,553,796,135,40,4,31,39,5,6,152,0,4,2,0,461,7,152,38,3,26,58,2,7,165,0,14,5,7,88,100,19,9,2
20090804DETBAL0,DET,105,BAL,1,-6,30,14,124,128,208,5,3,18,20,30,12,0,822,270,29,2,30,9,13,0,72,68,586,797,118,33,2,19,52,4,1,110,0,3,0,0,477,6,148,43,3,27,73,3,11,181,0,5,6,30,108,99,8,5,2
20090731CINCOL0,COL,103,CIN,0,2,30,18,134,111,207,0,0,0,0,30,3,0,804,328,14,0,30,12,6,0,88,85,536,773,149,43,6,14,50,1,2,91,0,5,4,0,473,11,131,54,10,33,100,4,13,212,0,10,9,24,137,114,21,4,0
20090617NYAWAS0,NYA,65,WAS,1,-1,30,20,181,125,206,1,1,5,3,30,6,0,811,269,12,1,20,8,6,0,68,74,325,486,85,32,0,8,44,4,1,64,0,2,0,0,518,11,144,62,3,50,116,6,10,167,0,6,6,21,153,167,9,4,2
20090520FLOARI1,FLO,40,ARI,1,2,30,10,119,165,212,1,0,3,5,30,16,1,807,266,22,3,22,7,7,0,46,45,392,552,81,18,3,11,45,6,5,88,0,3,0,0,448,10,136,43,4,25,84,4,9,203,0,4,6,16,102,113,14,9,2
20090928WASNYN0,NYN,157,WAS,0,-1,30,10,118,154,219,15,10,63,47,30,7,0,776,276,13,3,14,3,10,0,46,44,229,355,59,16,0,9,35,8,2,60,0,1,0,0,473,17,191,48,6,18,64,7,4,180,0,12,9,20,113,98,20,6,1
20090904MILSFN0,SFN,135,MIL,0,1,30,16,126,120,210,6,3,33,23,30,13,0,812,315,22,2,30,10,12,0,72,79,548,776,118,32,1,19,67,7,6,138,2,3,0,0,514,8,166,46,8,30,54,7,8,190,0,10,12,21,109,104,8,5,0
20090720WASNYN0,WAS,92,NYN,1,-4,30,9,118,160,232,9,2,28,42,30,18,1,784,334,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,4,170,47,7,17,99,6,9,181,0,5,2,33,98,86,24,7,3
20090517TBACLE0,CLE,39,TBA,0,-2,30,13,160,154,238,3,1,20,19,30,9,1,798,321,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,10,208,58,6,25,109,4,18,210,0,9,9,24,157,149,17,2,0
20090712ANANYA0,NYA,88,ANA,0,-1,30,17,165,137,233,5,2,35,45,30,18,2,795,273,20,1,30,15,7,0,70,66,638,856,135,27,1,15,47,8,3,183,0,5,0,0,540,8,170,51,4,43,114,11,14,163,0,5,6,24,161,143,19,7,4
20090607CINCHN0,CHN,54,CIN,0,3,30,15,120,115,211,5,2,13,17,30,9,1,788,285,21,0,5,0,2,0,6,6,96,123,20,3,0,1,7,2,0,27,1,0,0,0,379,8,127,40,4,27,71,4,11,169,0,5,6,15,97,95,13,5,2
20091004CINPIT0,CIN,162,PIT,1,6,30,19,147,105,202,17,12,88,64,30,4,0,800,295,9,1,27,7,11,0,86,89,431,649,121,25,1,20,64,3,2,97,1,10,1,0,503,9,136,63,4,33,94,2,7,194,0,14,6,26,136,139,12,8,1
20090905TBADET0,TBA,135,DET,1,-2,30,15,149,148,210,5,2,22,22,30,14,1,811,283,18,0,30,10,10,0,84,82,583,824,134,46,5,26,45,1,1,142,1,3,3,0,454,8,169,53,7,45,107,5,10,218,0,8,8,18,154,153,23,12,2
20090817PITMIL0,MIL,118,PIT,0,-4,30,13,157,180,229,8,6,46,35,30,12,1,783,305,18,0,13,2,7,0,45,46,207,309,52,15,2,16,24,1,0,42,0,1,0,0,460,7,158,42,8,26,74,8,19,145,0,6,7,19,119,117,9,8,0
20090613ANASDN0,SDN,61,ANA,0,-8,30,15,127,149,210,1,0,6,11,30,10,0,830,296,16,1,13,3,2,0,35,34,225,312,46,13,5,11,18,1,2,41,0,0,2,0,542,12,154,38,5,29,108,10,15,172,0,5,7,29,119,117,12,7,2
20090812CHNPHI0,PHI,111,CHN,0,7,30,19,144,119,224,4,3,23,15,30,9,0,828,270,17,1,20,5,6,0,66,68,327,493,82,25,1,19,41,6,3,87,1,2,1,0,492,11,164,52,5,38,96,7,15,207,0,10,8,14,151,147,24,8,4
20090918TEXANA0,ANA,147,TEX,0,2,30,16,128,110,226,12,3,52,78,30,8,0,797,297,18,3,30,11,10,0,87,95,503,740,97,38,2,27,76,8,0,144,0,13,0,0,570,10,197,58,5,32,104,4,9,187,0,4,9,30,149,149,19,12,1
20090619CHNCLE0,CHN,63,CLE,1,1,30,13,105,104,214,0,0,0,0,30,8,1,818,305,20,1,30,12,5,0,57,52,528,716,78,23,1,19,69,5,3,215,0,4,0,0,399,8,135,40,2,23,65,5,9,163,0,13,4,23,86,92,5,4,1
20091003LANCOL0,LAN,161,COL,1,5,30,16,141,114,209,16,12,95,60,30,22,0,813,309,23,2,30,9,8,0,52,56,506,695,83,32,0,7,86,1,3,178,2,12,3,0,531,14,170,31,9,30,93,17,12,156,1,15,6,26,128,106,23,11,3
20090514SFNNYN0,NYN,34,SFN,0,3,30,16,148,130,236,0,0,0,0,30,16,0,811,291,20,1,30,13,9,0,79,78,509,729,91,25,2,19,80,6,4,142,0,11,1,0,486,9,171,46,10,23,102,19,16,174,0,11,5,29,123,124,20,9,2
20090525ANACHA0,ANA,44,CHA,1,-14,30,18,159,140,218,0,0,0,0,30,8,0,801,289,15,2,30,13,8,0,81,81,611,844,135,30,4,21,44,8,2,200,1,3,2,0,546,7,210,47,10,23,85,10,2,153,0,9,11,19,127,137,37,9,3
20090427CINHOU0,HOU,20,CIN,0,3,19,7,66,85,136,4,1,13,10,19,1,0,510,209,5,0,30,15,9,0,74,72,593,807,130,29,1,22,43,9,2,154,0,1,0,0,506,13,180,44,3,29,91,8,7,166,0,14,7,23,122,113,23,12,0
20090427PHIWAS0,WAS,18,PHI,0,-2,17,4,74,94,154,2,1,16,11,17,13,0,448,185,19,3,7,3,3,0,20,19,101,149,19,5,2,6,18,0,1,24,0,1,0,0,458,10,164,45,2,31,118,6,9,192,0,1,1,27,121,133,4,6,1
20090625HOUKCA0,HOU,71,KCA,1,1,30,14,111,129,200,2,0,4,6,30,12,0,817,323,16,1,30,12,9,0,88,91,482,699,113,49,4,24,36,4,2,90,0,5,0,0,529,6,172,50,7,23,85,9,7,167,0,12,8,27,110,92,23,11,1
20090731PITWAS0,PIT,102,WAS,1,1,30,11,98,125,183,4,3,26,18,30,2,0,795,312,11,1,25,8,11,0,75,75,421,606,99,36,4,18,46,7,0,77,1,5,2,0,490,7,145,49,6,31,59,4,12,211,0,9,6,21,105,108,25,4,0
20090926SFNCHN0,CHN,154,SFN,0,4,30,18,143,107,216,4,3,12,10,30,14,0,802,286,19,0,26,9,10,0,82,90,387,592,87,28,4,24,76,2,0,95,1,5,2,0,442,7,158,37,4,21,75,0,13,158,0,9,7,17,106,114,11,4,3
20090630FLOWAS0,WAS,76,FLO,0,-2,30,9,101,147,221,7,0,27,49,30,11,0,791,320,23,2,7,1,3,0,25,24,118,170,25,12,0,4,10,2,0,20,0,3,0,0,484,5,158,53,4,23,92,7,10,188,0,3,3,26,99,96,3,6,2
20090921ARISFN0,ARI,151,SFN,1,-1,30,11,125,148,213,12,4,39,43,30,5,0,784,272,19,2,10,2,6,0,31,37,167,241,51,10,2,9,16,1,0,46,0,3,0,0,381,10,123,37,7,31,77,7,5,202,0,6,4,14,100,103,15,8,2
20091004BOSCLE0,CLE,162,BOS,0,-5,30,7,108,163,214,8,2,35,52,30,20,0,787,300,26,0,5,0,4,0,20,20,83,124,17,5,1,8,10,3,1,10,0,0,0,0,429,7,115,35,4,21,64,1,6,185,0,6,13,22,73,92,6,1,1
20090505PITMIL0,MIL,27,PIT,0,3,26,14,113,113,191,4,4,24,14,26,7,0,692,256,17,1,30,10,11,0,101,95,507,747,128,31,4,30,62,8,6,93,1,4,2,0,467,10,148,51,6,30,116,7,18,201,0,15,11,12,125,119,8,9,3
20090525OAKSEA0,OAK,42,SEA,1,5,30,11,136,159,209,6,1,26,32,30,19,1,826,302,22,2,7,1,4,0,29,23,112,166,27,9,0,7,10,1,1,20,0,0,0,0,543,13,172,51,4,32,110,3,10,184,0,4,11,21,139,140,8,4,0
20090906KCAANA0,ANA,135,KCA,0,5,30,17,157,142,212,8,8,40,19,30,5,0,807,294,12,2,30,14,7,0,93,91,547,784,126,32,4,27,60,8,2,106,1,3,1,0,540,16,212,55,4,34,100,3,5,201,0,4,11,25,170,168,26,14,2
20091001ANATEX0,TEX,159,ANA,0,8,30,13,142,172,175,18,10,88,87,30,10,1,786,271,28,2,30,12,10,0,81,79,569,816,121,37,5,25,70,11,0,113,0,7,0,0,462,14,156,34,4,27,82,3,2,184,0,12,7,15,127,99,32,10,3
20090726WASSDN0,WAS,98,SDN,1,1,30,8,123,162,226,2,1,15,7,30,21,1,767,324,30,1,30,10,11,0,80,77,555,782,119,35,4,22,67,7,2,97,0,4,0,0,494,8,151,61,3,22,97,6,12,183,0,10,9,23,111,114,14,4,1
20090801TEXSEA0,TEX,102,SEA,1,-5,30,19,149,115,183,11,8,52,36,30,7,0,804,291,15,1,9,3,3,0,27,28,141,209,34,11,1,7,14,1,1,30,0,1,0,0,491,11,180,50,4,38,74,7,5,221,0,9,8,16,132,121,29,8,3
20090422SFNSDN0,SDN,15,SFN,0,-1,14,9,67,63,100,4,3,22,15,14,6,0,369,131,8,1,21,9,6,0,50,54,357,506,60,26,2,14,48,1,4,107,1,4,1,0,485,4,159,60,6,33,95,4,5,199,0,14,11,23,122,133,6,2,0
20090430KCATOR0,KCA,22,TOR,1,2,21,11,89,76,145,3,2,19,12,21,4,0,555,205,10,3,25,10,8,0,68,64,411,589,99,24,6,13,53,3,0,94,1,9,1,0,540,10,178,63,8,25,98,11,10,160,0,5,5,28,135,127,13,5,2
20090503SFNCOL0,SFN,23,COL,1,1,22,11,81,87,141,2,1,4,7,22,3,0,587,196,9,1,30,10,13,0,88,92,521,778,114,35,4,14,86,8,10,124,1,3,1,0,443,9,159,50,6,10,54,10,14,169,0,6,3,22,102,77,10,5,0
20090601SDNPHI0,SDN,51,PHI,1,-2,30,14,114,130,204,3,2,20,17,30,10,1,802,267,14,0,28,4,11,0,83,89,455,679,120,34,3,15,60,5,5,97,0,5,0,0,443,10,117,39,4,26,78,8,12,156,0,13,3,21,89,89,14,3,2
20090412CHAMIN0,CHA,6,MIN,1,5,5,2,18,18,32,2,1,13,12,5,0,0,135,54,2,0,30,14,10,0,82,76,585,819,145,37,6,20,43,5,4,127,0,3,2,0,460,6,120,35,0,41,75,3,14,154,0,3,4,22,113,108,11,4,1
20090722LANCIN0,CIN,94,LAN,0,-4,30,12,111,173,208,2,0,8,19,30,17,0,785,299,18,1,30,16,11,0,100,93,581,827,136,32,5,27,64,8,5,121,0,4,1,0,512,7,173,47,5,21,76,7,5,186,0,22,6,13,111,96,22,9,3
20090613CLESLN0,CLE,64,SLN,1,-2,30,16,157,144,216,1,1,7,3,30,9,1,795,301,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,8,182,48,1,27,103,5,17,212,0,10,4,19,141,136,5,2,1
20090522SDNCHN0,SDN,42,CHN,1,4,30,11,100,151,215,3,0,9,23,30,7,1,805,293,12,1,30,10,15,0,74,71,576,789,119,26,1,20,63,4,1,197,1,7,2,0,498,9,130,38,3,29,71,7,11,144,0,15,2,18,86,88,15,2,2
20090605CINCHN0,CIN,54,CHN,1,-1,30,16,151,130,209,3,2,12,8,30,6,0,831,284,17,1,27,9,14,0,94,94,449,669,105,31,2,20,59,14,1,113,0,4,3,0,504,11,160,45,8,38,72,5,14,187,0,11,11,17,126,139,13,10,4
20090819OAKNYA0,OAK,120,NYA,1,-1,30,15,163,155,194,8,2,32,46,30,6,0,804,288,12,2,22,7,8,0,66,63,380,540,93,22,1,15,37,3,1,103,1,0,0,0,513,8,170,62,3,21,89,5,7,168,0,4,9,23,148,128,32,8,4
20090408SDNLAN0,LAN,3,SDN,0,3,2,1,6,5,14,2,1,6,5,2,0,0,51,19,0,0,30,16,8,0,65,64,567,802,125,31,5,13,68,6,6,188,0,10,1,0,503,4,197,51,5,35,108,17,6,189,0,6,9,24,155,129,31,8,2
20090627NYNNYA0,NYN,73,NYA,1,-5,30,14,128,150,214,4,1,15,35,30,11,0,804,283,15,0,30,5,10,0,100,107,495,737,124,42,1,26,52,6,8,108,0,11,2,0,510,7,167,48,0,17,89,6,5,151,0,21,6,16,123,93,24,6,1
20090703NYATOR0,NYA,79,TOR,1,2,30,17,162,122,216,3,2,12,9,30,13,0,790,277,20,1,30,15,6,0,75,72,590,828,110,34,4,22,77,12,0,205,0,12,3,0,553,13,165,54,4,37,123,7,9,144,0,7,5,29,155,141,25,5,2
20090410SDNSFN0,SDN,5,SFN,1,4,4,2,11,14,25,0,0,0,0,4,1,0,108,40,1,0,12,1,5,0,43,41,190,296,58,21,4,5,21,1,2,39,1,2,2,0,475,7,147,63,6,28,87,9,8,189,0,14,10,19,115,114,4,1,0
20090409SDNLAN0,SDN,4,LAN,1,1,3,1,7,11,16,3,1,7,11,3,1,0,81,24,1,0,19,3,8,0,59,61,307,467,84,24,3,10,40,4,3,61,0,5,0,0,487,7,164,61,4,24,90,8,6,186,0,12,9,22,115,106,5,3,0
20090412ATLWAS0,ATL,6,WAS,1,3,5,4,30,21,39,2,2,11,8,5,0,0,135,50,2,1,30,13,9,0,80,71,545,784,121,36,8,11,63,4,7,133,0,3,0,0,472,13,180,58,4,19,83,10,7,148,1,11,6,23,135,108,8,3,1
